Site,Transect,Subsection,Stage,Soil Type,Horizon,Horizon Depth (cm),Rock-adjusted Volume (cm3),Coarse weight (g dry coarse),Soil Wt (g dry soil),Soil Bulk Density (g cm3),Coarse material density (g coarse cm3),Soil C(%),Soil N(%),g dry soil (m-2),Soil C (g C m-2),Coarse C (g C m-2),Soil & Coarse (g C m-2),Soil N (g N m-2),Coarse N (g N m-2),Soil & Coarse (g N m-2),C check,CN
GC87,1,20,Mid,1_OM,0_Litter,4.50,1800.00,,15.350,0.009,,46.42,1.57,383.75,178.15,0.00,178.15,6.03,0.00,6.03,178.15,29.55
GC87,1,20,Mid,1_OM,1_0-5,5.00,192.42,0.00,17.05,0.089,0.000,23.68,0.38,4430.09,1049.05,0.00,1049.05,16.97,0.00,16.97,1049.05,61.83
GC87,1,20,Mid,1_OM,2_5-10,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
GC87,1,20,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
GC87,1,20,Mid,1_OM,4_Total,5.00,192.42,0.00,17.05,0.089,0.000,23.68,0.38,4430.09,1049.05,0.00,1049.05,16.97,0.00,16.97,1049.05,61.83
GC87,1,20,Mid,1_OM,5_Total OM,9.50,1992.42,0.00,32.40,0.016,0.000,25.49,0.48,4813.84,1227.19,0.00,1227.19,23.00,0.00,23.00,1227.19,53.37
GC87,1,20,Mid,2_MS,1_0-5,5.00,190.30,1.10,48.96,0.257,0.006,6.99,0.75,12863.16,899.64,145.11,1044.74,96.38,0.73,97.10,899.64,10.76
GC87,1,20,Mid,2_MS,2_5-10,5.00,189.27,2.22,72.20,0.381,0.012,5.38,0.25,19074.20,1025.51,292.64,1318.16,47.06,1.46,48.52,1025.51,27.17
GC87,1,20,Mid,2_MS,4_Total,10.00,379.57,3.32,121.16,0.319,0.009,6.03,0.45,31937.36,1925.15,437.75,2362.90,143.43,2.19,145.62,1924.14,16.23
GC87,1,20,Mid,3_Soil,6_Tot OM MS,19.50,2371.99,3.32,153.56,,,,,36751.20,3152.35,437.75,3590.09,166.43,2.19,168.62,3151.33,21.29
GC87,1,40,Mid,1_OM,0_Litter,2.00,800.00,,10.780,0.013,,47.34,1.75,269.50,127.57,0.00,127.57,4.72,0.00,4.72,127.57,27.02
GC87,1,40,Mid,1_OM,1_0-5,5.00,192.42,0.00,13.03,0.068,0.000,27.89,1.27,3385.13,944.15,0.00,944.15,43.13,0.00,43.13,944.15,21.89
GC87,1,40,Mid,1_OM,2_5-10,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
GC87,1,40,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
GC87,1,40,Mid,1_OM,4_Total,5.00,192.42,0.00,13.03,0.068,0.000,27.89,1.27,3385.13,944.15,0.00,944.15,43.13,0.00,43.13,944.15,21.89
GC87,1,40,Mid,1_OM,5_Total OM,7.00,992.42,0.00,23.81,0.024,0.000,29.32,1.31,3654.63,1071.72,0.00,1071.72,47.85,0.00,47.85,1071.72,22.40
GC87,1,40,Mid,2_MS,1_0-5,5.00,191.90,0.55,43.16,0.225,0.003,9.66,0.42,11244.96,1085.97,72.05,1158.02,47.27,0.36,47.63,1085.97,24.31
GC87,1,40,Mid,2_MS,2_5-10,5.00,190.75,2.21,126.45,0.663,0.012,4.13,0.18,33146.45,1370.40,289.93,1660.33,58.30,1.45,59.75,1370.40,27.79
GC87,1,40,Mid,2_MS,4_Total,10.00,382.65,2.77,169.61,0.443,0.007,5.53,0.24,44391.41,2456.37,361.98,2818.35,105.57,1.81,107.38,2452.72,26.25
GC87,1,40,Mid,3_Soil,6_Tot OM MS,17.00,1375.07,2.77,193.42,,,,,48046.04,3528.09,361.98,3890.07,153.42,1.81,155.23,3524.43,25.06
GC87,1,60,Mid,1_OM,0_Litter,3.50,1400.00,,22.200,0.016,,45.82,1.58,555.00,254.27,0.00,254.27,8.74,0.00,8.74,254.27,29.09
GC87,1,60,Mid,1_OM,1_0-5,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
GC87,1,60,Mid,1_OM,2_5-10,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
GC87,1,60,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
GC87,1,60,Mid,1_OM,4_Total,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
GC87,1,60,Mid,1_OM,5_Total OM,3.50,1400.00,0.00,22.20,0.016,0.000,45.82,1.58,555.00,254.27,0.00,254.27,8.74,0.00,8.74,254.27,29.09
GC87,1,60,Mid,2_MS,1_0-5,5.00,192.42,0.22,23.50,0.122,0.001,17.89,0.93,6105.89,1092.47,27.95,1120.41,56.54,0.14,56.68,1092.47,19.77
GC87,1,60,Mid,2_MS,2_5-10,5.00,192.42,1.19,144.70,0.752,0.006,3.33,0.15,37600.73,1251.73,154.54,1406.27,55.65,0.77,56.42,1251.73,24.92
GC87,1,60,Mid,2_MS,4_Total,10.00,384.85,1.40,168.20,0.437,0.004,5.36,0.26,43706.62,2344.19,182.49,2526.68,112.19,0.91,113.10,2344.19,22.34
GC87,1,60,Mid,3_Soil,6_Tot OM MS,13.50,1784.85,1.40,190.40,,,,,44261.62,2598.47,182.49,2780.96,120.93,0.91,121.84,2598.47,22.82
GC87,1,80,Mid,1_OM,0_Litter,5.00,2000.00,,46.990,0.023,,45.53,1.57,1174.75,534.89,0.00,534.89,18.46,0.00,18.46,534.89,28.98
GC87,1,80,Mid,1_OM,1_0-5,5.00,192.42,0.32,13.40,0.070,0.002,33.32,1.27,3482.57,1160.39,41.21,1201.61,44.26,0.21,44.47,1160.39,27.02
GC87,1,80,Mid,1_OM,2_5-10,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
GC87,1,80,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
GC87,1,80,Mid,1_OM,4_Total,5.00,192.42,0.32,13.40,0.070,0.002,33.32,1.27,3482.57,1160.39,41.21,1201.61,44.26,0.21,44.47,1160.39,27.02
GC87,1,80,Mid,1_OM,5_Total OM,10.00,2192.42,0.32,60.39,0.028,0.000,36.40,1.35,4657.32,1695.28,41.21,1736.49,62.72,0.21,62.92,1695.28,27.60
GC87,1,80,Mid,2_MS,1_0-5,5.00,192.42,1.81,99.25,0.516,0.009,6.55,0.32,25790.75,1688.78,235.12,1923.90,83.30,1.18,84.48,1688.78,22.77
GC87,1,80,Mid,2_MS,2_5-10,5.00,192.42,1.07,68.29,0.355,0.006,3.85,0.15,17745.80,682.33,139.41,821.73,26.97,0.70,27.67,682.33,29.70
GC87,1,80,Mid,2_MS,4_Total,10.00,384.85,2.88,167.55,0.435,0.007,5.45,0.25,43536.55,2371.10,374.53,2745.63,110.28,1.87,112.15,2371.10,24.48
GC87,1,80,Mid,3_Soil,6_Tot OM MS,20.00,2577.27,3.20,227.94,,,,,48193.87,4066.38,415.74,4482.13,173.00,2.08,175.08,4066.38,25.60
GC87,1,100,Mid,1_OM,0_Litter,3.00,1200.00,,24.050,0.020,,46.01,1.70,601.25,276.66,0.00,276.66,10.21,0.00,10.21,276.66,27.10
GC87,1,100,Mid,1_OM,1_0-5,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
GC87,1,100,Mid,1_OM,2_5-10,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
GC87,1,100,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
GC87,1,100,Mid,1_OM,4_Total,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
GC87,1,100,Mid,1_OM,5_Total OM,3.00,1200.00,0.00,24.05,0.020,0.000,46.01,1.70,601.25,276.66,0.00,276.66,10.21,0.00,10.21,276.66,27.10
GC87,1,100,Mid,2_MS,1_0-5,5.00,192.42,0.00,17.74,0.092,0.000,11.50,0.76,4609.65,529.88,0.00,529.88,35.17,0.00,35.17,529.88,15.07
GC87,1,100,Mid,2_MS,2_5-10,5.00,,,,0.538,0.009,4.03,0.17,26910.31,1083.24,218.67,1301.91,47.03,1.09,48.12,1083.24,27.05
GC87,1,100,Mid,2_MS,4_Total,10.00,,,,,,,,31519.96,1613.12,218.67,1831.79,82.20,1.09,83.29,,21.99
GC87,1,100,Mid,3_Soil,6_Tot OM MS,13.00,1200.00,0.00,24.05,,,,,32121.21,1889.77,218.67,2108.45,92.41,1.09,93.50,276.66,22.55
GC87,2,20,Mid,1_OM,0_Litter,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
GC87,2,20,Mid,1_OM,1_0-5,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
GC87,2,20,Mid,1_OM,2_5-10,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
GC87,2,20,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
GC87,2,20,Mid,1_OM,4_Total,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
GC87,2,20,Mid,1_OM,5_Total OM,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
GC87,2,20,Mid,2_MS,1_0-5,5.00,192.42,0.24,48.13,0.250,0.001,8.07,0.43,12506.82,1009.18,30.60,1039.77,53.15,0.15,53.31,1009.18,19.51
GC87,2,20,Mid,2_MS,2_5-10,5.00,192.42,0.25,20.06,0.104,0.001,12.13,0.52,5211.20,631.91,31.93,663.84,27.20,0.16,27.36,631.91,24.26
GC87,2,20,Mid,2_MS,4_Total,10.00,384.85,0.48,68.19,0.177,0.001,9.26,0.45,17718.02,1641.08,62.53,1703.61,80.36,0.31,80.67,1641.08,21.12
GC87,2,20,Mid,3_Soil,6_Tot OM MS,10.00,384.85,0.48,68.19,,,,,17718.02,1641.08,62.53,1703.61,80.36,0.31,80.67,1641.08,21.12
GC87,2,40,Mid,1_OM,0_Litter,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
GC87,2,40,Mid,1_OM,1_0-5,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
GC87,2,40,Mid,1_OM,2_5-10,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
GC87,2,40,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
GC87,2,40,Mid,1_OM,4_Total,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
GC87,2,40,Mid,1_OM,5_Total OM,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
GC87,2,40,Mid,2_MS,1_0-5,5.00,192.42,0.06,14.60,0.076,0.000,14.53,0.58,3794.01,551.19,7.80,558.99,22.16,0.04,22.20,551.19,25.18
GC87,2,40,Mid,2_MS,2_5-10,5.00,192.42,0.87,15.33,0.080,0.005,19.58,0.90,3983.55,779.78,113.03,892.81,35.89,0.57,36.46,779.78,24.49
GC87,2,40,Mid,2_MS,4_Total,10.00,384.85,0.93,29.93,0.078,0.002,17.11,0.75,7777.56,1330.97,120.83,1451.80,58.05,0.60,58.65,1330.97,24.75
GC87,2,40,Mid,3_Soil,6_Tot OM MS,10.00,384.85,0.93,29.93,,,,,7777.56,1330.97,120.83,1451.80,58.05,0.60,58.65,1330.97,24.75
GC87,2,60,Mid,1_OM,0_Litter,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
GC87,2,60,Mid,1_OM,1_0-5,5.00,192.42,0.31,16.12,0.084,0.002,20.02,1.00,4188.29,838.54,40.28,878.81,41.88,0.20,42.08,838.54,20.88
GC87,2,60,Mid,1_OM,2_5-10,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
GC87,2,60,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
GC87,2,60,Mid,1_OM,4_Total,5.00,192.42,0.31,16.12,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
GC87,2,60,Mid,1_OM,5_Total OM,5.00,192.42,0.31,16.12,0.084,0.002,20.02,1.00,4188.29,838.54,40.28,878.81,41.88,0.20,42.08,838.54,20.88
GC87,2,60,Mid,2_MS,1_0-5,5.00,192.42,0.72,24.50,0.127,0.004,18.94,0.69,6365.00,1205.79,93.54,1299.33,43.98,0.47,44.45,1205.79,29.23
GC87,2,60,Mid,2_MS,2_5-10,5.00,192.42,1.10,108.11,0.562,0.006,7.02,0.33,28092.71,1970.70,143.00,2113.71,93.83,0.72,94.54,1970.70,22.36
GC87,2,60,Mid,2_MS,4_Total,10.00,384.85,1.82,132.61,0.345,0.005,9.22,0.40,34457.71,3176.49,236.55,3413.04,137.81,1.18,138.99,3176.49,24.56
GC87,2,60,Mid,3_Soil,6_Tot OM MS,15.00,577.27,2.13,148.73,,,,,38646.00,4015.03,276.82,4291.85,179.69,1.38,181.08,4015.03,23.70
GC87,2,80,Mid,1_OM,0_Litter,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
GC87,2,80,Mid,1_OM,1_0-5,5.00,192.42,0.09,11.12,0.058,0.000,25.98,1.08,2890.71,751.04,11.69,762.73,31.28,0.06,31.34,751.04,24.34
GC87,2,80,Mid,1_OM,2_5-10,5.00,192.42,0.00,8.66,0.045,0.000,26.66,1.03,2250.96,599.99,0.00,599.99,23.09,0.00,23.09,599.99,25.98
GC87,2,80,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
GC87,2,80,Mid,1_OM,4_Total,10.00,384.85,0.09,19.79,0.051,0.000,26.28,1.06,5141.67,1351.03,11.69,1362.72,54.37,0.06,54.43,1351.03,25.04
GC87,2,80,Mid,1_OM,5_Total OM,10.00,384.85,0.09,19.79,0.051,0.000,26.28,1.06,5141.67,1351.03,11.69,1362.72,54.37,0.06,54.43,1351.03,25.04
GC87,2,80,Mid,2_MS,1_0-5,5.00,192.42,0.00,94.18,0.489,0.000,8.09,0.35,24471.85,1979.53,0.00,1979.53,86.39,0.00,86.39,1979.53,22.92
GC87,2,80,Mid,2_MS,2_5-10,5.00,179.96,0.00,189.02,1.050,0.000,2.17,0.13,52517.02,1138.57,0.00,1138.57,68.27,0.00,68.27,1138.57,16.68
GC87,2,80,Mid,2_MS,4_Total,10.00,372.38,0.00,283.20,0.761,0.000,4.05,0.20,76988.86,3118.10,0.00,3118.10,154.66,0.00,154.66,3080.08,20.16
GC87,2,80,Mid,3_Soil,6_Tot OM MS,20.00,757.23,0.09,302.98,,,,,82130.53,4469.12,11.69,4480.82,209.03,0.06,209.09,4431.10,21.43
GC87,2,100,Mid,1_OM,0_Litter,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
GC87,2,100,Mid,1_OM,1_0-5,5.00,192.42,0.00,12.71,0.066,0.000,20.39,0.95,3301.91,673.39,0.00,673.39,31.24,0.00,31.24,673.39,21.56
GC87,2,100,Mid,1_OM,2_5-10,5.00,192.42,0.12,7.83,0.041,0.001,22.87,0.97,2035.34,465.42,15.59,481.01,19.68,0.08,19.76,465.42,24.34
GC87,2,100,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
GC87,2,100,Mid,1_OM,4_Total,10.00,384.85,0.12,20.54,0.053,0.000,21.34,0.95,5337.25,1138.81,15.59,1154.40,50.92,0.08,51.00,1138.81,22.64
GC87,2,100,Mid,1_OM,5_Total OM,10.00,384.85,0.12,20.54,0.053,0.000,21.34,0.95,5337.25,1138.81,15.59,1154.40,50.92,0.08,51.00,1138.81,22.64
GC87,2,100,Mid,2_MS,1_0-5,5.00,186.74,0.44,79.82,0.427,0.002,9.20,0.38,21370.50,1966.51,59.14,2025.65,81.64,0.30,81.93,1966.51,24.72
GC87,2,100,Mid,2_MS,2_5-10,5.00,,,,0.439,0.003,4.40,0.22,21956.19,966.52,73.18,1039.70,49.22,0.37,49.59,966.52,20.97
GC87,2,100,Mid,2_MS,4_Total,10.00,186.74,0.44,79.82,0.427,0.002,6.77,0.30,43326.69,2933.03,132.32,3065.35,130.86,0.66,131.52,,23.31
GC87,2,100,Mid,3_Soil,6_Tot OM MS,20.00,571.59,0.56,100.36,,,,,48663.94,4071.84,147.91,4219.75,181.78,0.74,182.52,1138.81,23.12
GC87,3,20,Mid,1_OM,0_Litter,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
GC87,3,20,Mid,1_OM,1_0-5,5.00,192.42,0.00,12.51,0.065,0.000,26.83,1.13,3250.63,872.27,0.00,872.27,36.63,0.00,36.63,872.27,23.81
GC87,3,20,Mid,1_OM,2_5-10,5.00,192.42,0.00,18.91,0.098,0.000,38.41,0.87,4913.09,1886.87,0.00,1886.87,42.65,0.00,42.65,1886.87,44.25
GC87,3,20,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
GC87,3,20,Mid,1_OM,4_Total,10.00,384.85,0.00,31.42,0.082,0.000,33.80,0.97,8163.72,2759.15,0.00,2759.15,79.28,0.00,79.28,2759.15,34.80
GC87,3,20,Mid,1_OM,5_Total OM,10.00,384.85,0.00,31.42,0.082,0.000,33.80,0.97,8163.72,2759.15,0.00,2759.15,79.28,0.00,79.28,2759.15,34.80
GC87,3,20,Mid,2_MS,1_0-5,5.00,192.42,0.00,45.41,0.236,0.000,8.43,0.39,11800.41,994.53,0.00,994.53,46.10,0.00,46.10,994.53,21.57
GC87,3,20,Mid,2_MS,2_5-10,5.00,192.42,0.00,161.58,0.840,0.000,3.05,0.17,41985.02,1278.46,0.00,1278.46,69.79,0.00,69.79,1278.46,18.32
GC87,3,20,Mid,2_MS,4_Total,10.00,384.85,0.00,206.99,0.538,0.000,4.23,0.22,53785.43,2272.98,0.00,2272.98,115.89,0.00,115.89,2272.98,19.61
GC87,3,20,Mid,3_Soil,6_Tot OM MS,20.00,769.69,0.00,238.41,,,,,61949.15,5032.13,0.00,5032.13,195.17,0.00,195.17,5032.13,25.78
GC87,3,40,Mid,1_OM,0_Litter,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
GC87,3,40,Mid,1_OM,1_0-5,5.00,192.42,0.00,24.14,0.125,0.000,22.78,1.13,6272.12,1428.79,0.00,1428.79,70.56,0.00,70.56,1428.79,20.25
GC87,3,40,Mid,1_OM,2_5-10,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
GC87,3,40,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
GC87,3,40,Mid,1_OM,4_Total,5.00,192.42,0.00,24.14,0.125,0.000,22.78,1.13,6272.12,1428.79,0.00,1428.79,70.56,0.00,70.56,1428.79,20.25
GC87,3,40,Mid,1_OM,5_Total OM,5.00,192.42,0.00,24.14,0.125,0.000,22.78,1.13,6272.12,1428.79,0.00,1428.79,70.56,0.00,70.56,1428.79,20.25
GC87,3,40,Mid,2_MS,1_0-5,5.00,183.31,0.00,154.60,0.843,0.000,3.18,0.14,42170.42,1339.75,0.00,1339.75,56.93,0.00,56.93,1339.75,23.53
GC87,3,40,Mid,2_MS,2_5-10,5.00,192.42,0.00,236.12,1.227,0.000,1.90,0.09,61354.71,1166.35,0.00,1166.35,54.61,0.00,54.61,1166.35,21.36
GC87,3,40,Mid,2_MS,4_Total,10.00,375.73,0.00,390.73,1.040,0.000,2.42,0.11,103525.13,2506.11,0.00,2506.11,111.54,0.00,111.54,2517.37,22.47
GC87,3,40,Mid,3_Soil,6_Tot OM MS,15.00,568.15,0.00,414.86,,,,,109797.25,3934.90,0.00,3934.90,182.10,0.00,182.10,3946.16,21.61
GC87,3,60,Mid,1_OM,0_Litter,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
GC87,3,60,Mid,1_OM,1_0-5,5.00,192.42,0.00,25.94,0.135,0.000,27.75,1.34,6739.17,1869.92,0.00,1869.92,90.44,0.00,90.44,1869.92,20.68
GC87,3,60,Mid,1_OM,2_5-10,5.00,192.42,0.19,36.31,0.189,0.001,24.13,1.13,9435.70,2277.12,24.24,2301.36,106.62,0.12,106.74,2277.12,21.56
GC87,3,60,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
GC87,3,60,Mid,1_OM,4_Total,10.00,384.85,0.19,62.25,0.162,0.000,25.64,1.22,16174.87,4147.04,24.24,4171.28,197.06,0.12,197.18,4147.04,21.15
GC87,3,60,Mid,1_OM,5_Total OM,10.00,384.85,0.19,62.25,0.162,0.000,25.64,1.22,16174.87,4147.04,24.24,4171.28,197.06,0.12,197.18,4147.04,21.15
GC87,3,60,Mid,2_MS,1_0-5,5.00,192.42,0.00,175.03,0.910,0.000,4.32,0.21,45479.75,1965.18,0.00,1965.18,95.51,0.00,95.51,1965.18,20.58
GC87,3,60,Mid,2_MS,2_5-10,5.00,192.42,0.00,219.48,1.141,0.000,3.22,0.13,57030.21,1837.51,0.00,1837.51,73.00,0.00,73.00,1837.51,25.17
GC87,3,60,Mid,2_MS,4_Total,10.00,384.85,0.00,394.50,1.025,0.000,3.71,0.16,102509.96,3802.69,0.00,3802.69,168.51,0.00,168.51,3802.69,22.57
GC87,3,60,Mid,3_Soil,6_Tot OM MS,20.00,769.69,0.19,456.75,,,,,118684.83,7949.73,24.24,7973.97,365.57,0.12,365.69,7949.73,21.81
GC87,3,80,Mid,1_OM,0_Litter,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
GC87,3,80,Mid,1_OM,1_0-5,5.00,192.42,0.76,33.35,0.173,0.004,25.29,0.89,8665.79,2191.49,99.18,2290.67,77.47,0.50,77.97,2191.49,29.38
GC87,3,80,Mid,1_OM,2_5-10,2.00,76.97,0.29,12.51,0.162,0.004,29.61,1.05,3249.89,962.29,38.14,1000.43,33.96,0.19,34.15,962.29,29.29
GC87,3,80,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
GC87,3,80,Mid,1_OM,4_Total,7.00,269.39,1.06,45.86,0.170,0.004,26.47,0.94,11915.68,3153.78,137.32,3291.10,111.43,0.69,112.12,3153.78,29.35
GC87,3,80,Mid,1_OM,5_Total OM,7.00,269.39,1.06,45.86,0.170,0.004,26.47,0.94,11915.68,3153.78,137.32,3291.10,111.43,0.69,112.12,3153.78,29.35
GC87,3,80,Mid,2_MS,1_0-5,5.00,192.42,0.31,134.32,0.698,0.002,4.80,0.28,34903.09,1674.65,40.42,1715.07,98.78,0.20,98.98,1674.65,17.33
GC87,3,80,Mid,2_MS,2_5-10,5.00,136.92,0.00,298.13,1.069,0.000,2.65,0.14,53456.65,1418.85,0.00,1418.85,73.88,0.00,73.88,1418.85,19.20
GC87,3,80,Mid,2_MS,4_Total,10.00,329.35,0.31,432.45,1.313,0.001,3.50,0.20,88359.74,3093.50,40.42,3133.92,172.66,0.20,172.86,4597.06,18.13
GC87,3,80,Mid,3_Soil,6_Tot OM MS,17.00,598.74,1.37,478.31,,,,,100275.42,6247.29,177.74,6425.02,284.09,0.89,284.98,7750.84,22.55
GC87,3,100,Mid,1_OM,0_Litter,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
GC87,3,100,Mid,1_OM,1_0-5,5.00,192.42,0.18,28.91,0.150,0.001,21.81,0.86,7511.41,1637.86,23.46,1661.32,64.82,0.12,64.94,1637.86,25.58
GC87,3,100,Mid,1_OM,2_5-10,3.00,115.45,1.40,7.37,0.064,0.012,35.55,1.76,1914.89,680.76,181.85,862.61,33.76,0.91,34.67,680.76,24.88
GC87,3,100,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
GC87,3,100,Mid,1_OM,4_Total,8.00,307.88,1.58,36.28,0.118,0.005,24.60,1.05,9426.30,2318.62,205.31,2523.93,98.58,1.03,99.61,2318.62,25.34
GC87,3,100,Mid,1_OM,5_Total OM,8.00,307.88,1.58,36.28,0.118,0.005,24.60,1.05,9426.30,2318.62,205.31,2523.93,98.58,1.03,99.61,2318.62,25.34
GC87,3,100,Mid,2_MS,1_0-5,5.00,192.42,2.78,102.19,0.531,0.014,7.94,0.38,26552.66,2109.34,361.65,2470.99,101.96,1.81,103.77,2109.34,23.81
GC87,3,100,Mid,2_MS,2_5-10,5.00,,,,1.069,0.000,2.67,0.12,53456.65,1427.44,0.00,1427.44,65.80,0.00,65.80,1427.44,21.69
GC87,3,100,Mid,2_MS,4_Total,10.00,,,,,,,,80009.30,3536.78,361.65,3898.43,167.76,1.81,169.57,,22.99
GC87,3,100,Mid,3_Soil,6_Tot OM MS,18.00,307.88,1.58,36.28,,,,,89435.60,5855.41,566.95,6422.36,266.34,2.83,269.18,2318.62,23.86
GC87,4,20,Mid,1_OM,0_Litter,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
GC87,4,20,Mid,1_OM,1_0-5,5.00,192.42,0.00,30.89,0.161,0.000,23.20,0.96,8027.66,1862.02,0.00,1862.02,77.31,0.00,77.31,1862.02,24.09
GC87,4,20,Mid,1_OM,2_5-10,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
GC87,4,20,Mid,1_OM,3_10+,0.00,0.00,0.00,0.00,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
GC87,4,20,Mid,1_OM,4_Total,5.00,192.42,0.00,30.89,0.161,0.000,23.20,0.96,8027.66,1862.02,0.00,1862.02,77.31,0.00,77.31,1862.02,24.09
GC87,4,20,Mid,1_OM,5_Total OM,5.00,192.42,0.00,30.89,0.161,0.000,23.20,0.96,8027.66,1862.02,0.00,1862.02,77.31,0.00,77.31,1862.02,24.09
GC87,4,20,Mid,2_MS,1_0-5,5.00,192.42,1.77,76.77,0.399,0.009,13.61,0.73,19948.57,2714.16,230.51,2944.68,145.44,1.15,146.59,2714.16,20.09
GC87,4,20,Mid,2_MS,2_5-10,5.00,192.42,1.31,126.92,0.660,0.007,9.81,0.47,32978.73,3235.14,170.65,3405.78,155.85,0.85,156.70,3235.14,21.73
