,UniqueID,SITE,PLOT,TREE,SPECIES,First_Appearance,Dead_Year,Last_Appearance,Sampled_Years,Last_Status,Trend,Year,NOTES
189,FP5D12_7574,FP5D,12,7574,PICMAR,1999,2004,2018,"2018, 2008, 2004, 1999, 1994",persistent,Back to life,2004,Fix as missing
190,FP5D2_6300,FP5D,2,6300,LARLAR,1994,2004,2018,"2018, 2008, 2004, 1999, 1994",dead,Back to life (and death),?,"DBH of 6.5 in 1994, 4.9 in 1999, dead in 2004, and then either dead or DBH of 5.7 in 2008, dead in 2018"
191,FP5D2_6416,FP5D,2,6416,PICMAR,1994,2004,2018,"2018, 2008, 2004, 1999, 1994",persistent,Back to life,2004,Fix as missing
192,FP5D7_1304,FP5D,7,1304,BETNEO,1999,2004,2018,"2018, 2008, 2004, 1999, 1994",dead,Back to life (and death),2004,Fix as missing
193,FP5D7_1307,FP5D,7,1307,BETNEO,1999,2004,2018,"2018, 2008, 2004, 1999, 1994",persistent,Back to life,2004,Fix as missing
194,FP5D7_1315,FP5D,7,1315,PICMAR,1999,2004,2018,"2018, 2008, 2004, 1999, 1994",persistent,Back to life,2004,Fix as missing
195,FP5D7_6448,FP5D,7,6448,PICMAR,1994,2004,2018,"2018, 2008, 2004, 1999, 1994",dead,Back to life (and death),2004,Fix as missing
197,UP1A1_6106,UP1A,1,6106,POPTRE,1994,1994,2008,"2023, 2018, 2008, 2004, 1998, 1994, 1989",dead,Back to life (and death),1994,"First recorded as dead in 1994, then DBH of 3 in 1998, then dead onwards"
198,UP1A1_6198,UP1A,1,6198,BETNEO,1994,1994,2023,"2023, 2018, 2008, 2004, 1998, 1994, 1989",persistent,Back to life,1994,"First recorded as dead, either delete record or record as missing to adjust for value"
199,UP1A11_90,UP1A,11,90,BETNEO,2004,2008,2023,"2023, 2018, 2008, 2004, 1998, 1994, 1989",missing,Back to life,2008,Fix as missing
200,UP1A13_1274,UP1A,13,1274,BETNEO,1994,2004,2023,"2023, 2018, 2008, 2004, 1998, 1994, 1989",persistent,Back to life,2004,Fix as missing
201,UP1A3_1145,UP1A,3,1145,BETNEO,1994,1998,2023,"2023, 2018, 2008, 2004, 1998, 1994, 1989",persistent,Back to life,1998,Fix as missing
202,UP1A3_469,UP1A,3,469,BETNEO,1994,1998,2023,"2023, 2018, 2008, 2004, 1998, 1994, 1989",persistent,Back to life,1998,Fix as missing
203,UP1A4_1172,UP1A,4,1172,BETNEO,1994,1998,2023,"2023, 2018, 2008, 2004, 1998, 1994, 1989",persistent,Back to life,1998,Fix as missing
204,UP1A6_3611,UP1A,6,3611,BETNEO,1994,1994,2018,"2023, 2018, 2008, 2004, 1998, 1994, 1989",dead,Back to life (and death),1994,"First recorded as dead in 1994, then DBH of 2.5 in 1998 and 2.6 in 2004, then dead onwards"
205,UP1A8_3714,UP1A,8,3714,BETNEO,1994,1998,2023,"2023, 2018, 2008, 2004, 1998, 1994, 1989",persistent,Back to life,1998,Fix as missing
206,UP1B3_(585) 143,UP1B,3,(585) 143,BETNEO,2018,2018,2023,"2023, 2018, 2008, 2004, 1998, 1995, 1994, 1990",persistent,Tag fix; back to life,2018,"Fix tag to just 585, fix dead as missing"
207,UP1B3_145,UP1B,3,145,BETNEO,1990,1994,2023,"2023, 2018, 2008, 2004, 1998, 1995, 1994, 1990",dead,Back to life (and death),1994,"First recorded as dead in 1994, then DBH of 1.9 in 1998, grows, dead in 2018 and onwards"
208,UP1B3_152,UP1B,3,152,BETNEO,1990,1994,2018,"2023, 2018, 2008, 2004, 1998, 1995, 1994, 1990",dead,Back to life (and death),1994,Fix as missing
209,UP1B3_3662,UP1B,3,3662,BETNEO,1990,1994,2023,"2023, 2018, 2008, 2004, 1998, 1995, 1994, 1990",persistent,Back to life,1994,Fix as missing
210,UP1B3_584,UP1B,3,584,BETNEO,1990,1994,2008,"2023, 2018, 2008, 2004, 1998, 1995, 1994, 1990",persistent,Tag fix; Back to life,1994,"Fix tag to just 584, fix dead as missing"
211,UP1B3_591,UP1B,3,591,BETNEO,1990,1994,2008,"2023, 2018, 2008, 2004, 1998, 1995, 1994, 1990",persistent,Back to life,1994,"Fix tag to just 491, fix dead as missing"
212,UP1B3_6719,UP1B,3,6719,BETNEO,1990,1994,2023,"2023, 2018, 2008, 2004, 1998, 1995, 1994, 1990",persistent,Back to life,1994,Fix as missing
213,UP1B7_6731,UP1B,7,6731,BETNEO,1990,1994,2023,"2023, 2018, 2008, 2004, 1998, 1995, 1994, 1990",persistent,Back to life,1994,Fix as missing
215,UP1C1_6865,UP1C,1,6865,POPTRE,1995,2018,2023,"2023, 2018, 2008, 2004, 1998, 1997, 1995, 1991",persistent,Back to life,2018,Fix as missing
216,UP1C1_811,UP1C,1,811,POPTRE,1991,1995,2023,"2023, 2018, 2008, 2004, 1998, 1997, 1995, 1991",persistent,Back to life,1995,Fix as missing
217,UP1C11_430,UP1C,11,430,BETNEO,2008,2018,2023,"2023, 2018, 2008, 2004, 1998, 1997, 1995, 1991",persistent,Back to life,2018,Fix as missing
218,UP1C13_8374,UP1C,13,8374,POPTRE,1995,2018,2023,"2023, 2018, 2008, 2004, 1998, 1997, 1995, 1991",persistent,Back to life,2018,Fix as missing
220,UP1C2_4040,UP1C,2,4040,POPTRE,1991,2018,2023,"2023, 2018, 2008, 2004, 1998, 1997, 1995, 1991",persistent,Back to life,2018,Fix as missing
221,UP1C2_6869,UP1C,2,6869,POPTRE,1995,2004,2018,"2023, 2018, 2008, 2004, 1998, 1997, 1995, 1991",dead,Back to life (and death),2004,Fix as missing
222,UP1C3_850,UP1C,3,850,POPTRE,1991,2018,2023,"2023, 2018, 2008, 2004, 1998, 1997, 1995, 1991",persistent,Back to life,2018,Fix as missing
225,UP1C6_4027,UP1C,6,4027,POPTRE,1991,1995,2023,"2023, 2018, 2008, 2004, 1998, 1997, 1995, 1991",persistent,Back to life,1995,Fix as missing
226,UP1C7_917,UP1C,7,917,POPTRE,1991,2008,2023,"2023, 2018, 2008, 2004, 1998, 1997, 1995, 1991",persistent,Back to life,2008,Fix as missing
227,UP1C7_920,UP1C,7,920,POPTRE,1991,1997,2018,"2023, 2018, 2008, 2004, 1998, 1997, 1995, 1991",dead,Back to life (and death),1997,Fix as missing
228,UP2A11_1214,UP2A,11,1214,BETNEO,1990,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
229,UP2A11_1337,UP2A,11,1337,BETNEO,1990,2018,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,2018,Fix as missing
230,UP2A22_1012,UP2A,22,1012,PICGLA,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
231,UP2A22_1015,UP2A,22,1015,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
232,UP2A22_1017,UP2A,22,1017,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
233,UP2A22_1018,UP2A,22,1018,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
234,UP2A22_5226,UP2A,22,5226,PICGLA,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
235,UP2A22_5227,UP2A,22,5227,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
236,UP2A22_5228,UP2A,22,5228,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
237,UP2A22_5229,UP2A,22,5229,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
238,UP2A22_5230,UP2A,22,5230,PICGLA,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
239,UP2A22_5232,UP2A,22,5232,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
240,UP2A22_5233,UP2A,22,5233,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
241,UP2A22_5234,UP2A,22,5234,PICGLA,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
242,UP2A22_5235,UP2A,22,5235,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
243,UP2A22_5236,UP2A,22,5236,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
244,UP2A22_5237,UP2A,22,5237,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
245,UP2A22_5238,UP2A,22,5238,PICGLA,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
246,UP2A22_5239,UP2A,22,5239,PICGLA,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
247,UP2A22_5240,UP2A,22,5240,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
248,UP2A22_5241,UP2A,22,5241,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
249,UP2A22_5242,UP2A,22,5242,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
250,UP2A22_5243,UP2A,22,5243,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
251,UP2A22_725,UP2A,22,725,PICGLA,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
252,UP2A22_726,UP2A,22,726,PICGLA,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
253,UP2A22_727,UP2A,22,727,PICGLA,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
254,UP2A22_728,UP2A,22,728,PICGLA,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
255,UP2A23_1020,UP2A,23,1020,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
256,UP2A23_1023,UP2A,23,1023,PICGLA,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
257,UP2A23_1024,UP2A,23,1024,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
258,UP2A23_1037,UP2A,23,1037,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
259,UP2A23_1038,UP2A,23,1038,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
260,UP2A23_5244,UP2A,23,5244,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
261,UP2A23_5245,UP2A,23,5245,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
262,UP2A23_5246,UP2A,23,5246,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
263,UP2A23_5248,UP2A,23,5248,PICGLA,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
264,UP2A23_5249,UP2A,23,5249,PICGLA,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
265,UP2A23_5250,UP2A,23,5250,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
266,UP2A23_5251,UP2A,23,5251,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
267,UP2A23_5252,UP2A,23,5252,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
268,UP2A23_5253,UP2A,23,5253,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
269,UP2A23_5254,UP2A,23,5254,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
270,UP2A23_5255,UP2A,23,5255,PICGLA,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
271,UP2A23_5257,UP2A,23,5257,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
272,UP2A23_5258,UP2A,23,5258,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
273,UP2A23_5259,UP2A,23,5259,PICGLA,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
274,UP2A23_5260,UP2A,23,5260,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
275,UP2A23_5261,UP2A,23,5261,PICGLA,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
276,UP2A23_5262,UP2A,23,5262,PICGLA,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
277,UP2A23_5263,UP2A,23,5263,PICGLA,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
278,UP2A23_5264,UP2A,23,5264,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
279,UP2A23_5265,UP2A,23,5265,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
280,UP2A23_5266,UP2A,23,5266,PICGLA,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
281,UP2A23_5267,UP2A,23,5267,PICGLA,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
282,UP2A23_5268,UP2A,23,5268,PICGLA,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
283,UP2A23_5269,UP2A,23,5269,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
284,UP2A23_5270,UP2A,23,5270,PICGLA,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
285,UP2A23_735,UP2A,23,735,PICGLA,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
286,UP2A23_736,UP2A,23,736,PICGLA,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
287,UP2A24_1040,UP2A,24,1040,PICGLA,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
288,UP2A24_1041,UP2A,24,1041,PICGLA,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
289,UP2A24_1043,UP2A,24,1043,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
290,UP2A24_1044,UP2A,24,1044,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
291,UP2A24_1048,UP2A,24,1048,PICGLA,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
292,UP2A24_1050,UP2A,24,1050,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
293,UP2A24_1051,UP2A,24,1051,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
294,UP2A24_1052,UP2A,24,1052,PICGLA,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
295,UP2A24_5271,UP2A,24,5271,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
296,UP2A24_5272,UP2A,24,5272,PICGLA,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
297,UP2A24_5273,UP2A,24,5273,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
298,UP2A24_5274,UP2A,24,5274,PICGLA,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
299,UP2A24_5275,UP2A,24,5275,PICGLA,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
300,UP2A24_5276,UP2A,24,5276,PICGLA,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
301,UP2A24_5277,UP2A,24,5277,PICGLA,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
302,UP2A24_5278,UP2A,24,5278,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
303,UP2A24_5279,UP2A,24,5279,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
304,UP2A24_5280,UP2A,24,5280,PICGLA,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
305,UP2A24_5281,UP2A,24,5281,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
306,UP2A24_5282,UP2A,24,5282,PICGLA,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
307,UP2A24_5283,UP2A,24,5283,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
308,UP2A24_5284,UP2A,24,5284,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
309,UP2A24_5285,UP2A,24,5285,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
310,UP2A24_5287,UP2A,24,5287,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
311,UP2A24_5288,UP2A,24,5288,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
312,UP2A24_5289,UP2A,24,5289,PICGLA,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
313,UP2A24_5290,UP2A,24,5290,PICGLA,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
314,UP2A24_5291,UP2A,24,5291,PICGLA,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
315,UP2A24_5292,UP2A,24,5292,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
316,UP2A24_5293,UP2A,24,5293,PICGLA,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
317,UP2A24_763,UP2A,24,763,PICGLA,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
318,UP2A24_764,UP2A,24,764,PICGLA,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
319,UP2A25_1053,UP2A,25,1053,PICGLA,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
320,UP2A25_1054,UP2A,25,1054,PICGLA,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
321,UP2A25_1055,UP2A,25,1055,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
322,UP2A25_1056,UP2A,25,1056,PICGLA,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
323,UP2A25_1058,UP2A,25,1058,PICGLA,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
324,UP2A25_1059,UP2A,25,1059,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
325,UP2A25_1060,UP2A,25,1060,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
326,UP2A25_1080,UP2A,25,1080,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
327,UP2A25_1081,UP2A,25,1081,PICGLA,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
328,UP2A25_1082,UP2A,25,1082,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
329,UP2A25_1083,UP2A,25,1083,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
330,UP2A25_5294,UP2A,25,5294,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
331,UP2A25_5295,UP2A,25,5295,PICGLA,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
332,UP2A25_5297,UP2A,25,5297,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
333,UP2A25_5298,UP2A,25,5298,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
334,UP2A25_5299,UP2A,25,5299,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
335,UP2A25_5300,UP2A,25,5300,PICGLA,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
336,UP2A25_5301,UP2A,25,5301,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
337,UP2A25_5302,UP2A,25,5302,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
338,UP2A25_5303,UP2A,25,5303,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
339,UP2A25_5304,UP2A,25,5304,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
340,UP2A25_5305,UP2A,25,5305,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
341,UP2A25_5306,UP2A,25,5306,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
342,UP2A25_5307,UP2A,25,5307,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
343,UP2A25_5308,UP2A,25,5308,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
344,UP2A25_5309,UP2A,25,5309,PICGLA,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
345,UP2A25_5311,UP2A,25,5311,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
346,UP2A25_5313,UP2A,25,5313,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
347,UP2A25_5314,UP2A,25,5314,PICGLA,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
348,UP2A25_5315,UP2A,25,5315,PICGLA,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
349,UP2A25_5316,UP2A,25,5316,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
350,UP2A25_5317,UP2A,25,5317,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
351,UP2A25_5318,UP2A,25,5318,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
