,UniqueID,SITE,PLOT,TREE,SPECIES,First_Appearance,Dead_Year,Last_Appearance,Sampled_Years,Last_Status,Trend,Year,NOTES
352,UP2A25_5319,UP2A,25,5319,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
353,UP2A25_5320,UP2A,25,5320,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
354,UP2A25_785,UP2A,25,785,PICGLA,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
355,UP2A26_1085,UP2A,26,1085,PICGLA,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
356,UP2A26_1086,UP2A,26,1086,PICGLA,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
357,UP2A26_1092,UP2A,26,1092,BETNEO,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
358,UP2A26_789,UP2A,26,789,PICGLA,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
359,UP2A27_1087,UP2A,27,1087,BETNEO,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
360,UP2A27_1088,UP2A,27,1088,PICGLA,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
361,UP2A27_1089,UP2A,27,1089,BETNEO,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
362,UP2A27_1090,UP2A,27,1090,PICGLA,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
363,UP2A27_1091,UP2A,27,1091,PICGLA,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
364,UP2A27_1093,UP2A,27,1093,PICGLA,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
365,UP2A27_1094,UP2A,27,1094,PICGLA,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
366,UP2A27_1101,UP2A,27,1101,BETNEO,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
367,UP2A28_1102,UP2A,28,1102,BETNEO,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
368,UP2A28_1104,UP2A,28,1104,BETNEO,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
369,UP2A28_1273,UP2A,28,1273,BETNEO,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
370,UP2A28_1275,UP2A,28,1275,BETNEO,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
371,UP2A28_1276,UP2A,28,1276,BETNEO,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
372,UP2A28_1277,UP2A,28,1277,BETNEO,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
373,UP2A28_1278,UP2A,28,1278,PICGLA,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
374,UP2A28_1279,UP2A,28,1279,PICGLA,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
375,UP2A28_1280,UP2A,28,1280,PICGLA,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
376,UP2A29_1282,UP2A,29,1282,PICGLA,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
377,UP2A29_1283,UP2A,29,1283,PICGLA,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
378,UP2A29_1284,UP2A,29,1284,PICGLA,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
379,UP2A29_1289,UP2A,29,1289,PICGLA,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
380,UP2A29_1290,UP2A,29,1290,PICGLA,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
381,UP2A29_1291,UP2A,29,1291,PICGLA,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
382,UP2A29_1292,UP2A,29,1292,PICGLA,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
383,UP2A29_1293,UP2A,29,1293,BETNEO,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
384,UP2A29_1294,UP2A,29,1294,PICGLA,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
385,UP2A29_1296,UP2A,29,1296,BETNEO,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
386,UP2A29_808,UP2A,29,808,PICGLA,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
387,UP2A3_1111,UP2A,3,1111,POPBAL,1990,2000,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),2000,Fix as missing
388,UP2A3_5699,UP2A,3,5699,PICGLA,1990,1997,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1997,Fix as missing
389,UP2A30_1295,UP2A,30,1295,PICGLA,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
390,UP2A30_1298,UP2A,30,1298,PICGLA,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
391,UP2A31_1300,UP2A,31,1300,PICGLA,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
392,UP2A31_1311,UP2A,31,1311,POPBAL,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
393,UP2A31_1312,UP2A,31,1312,BETNEO,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
394,UP2A31_1314,UP2A,31,1314,PICGLA,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
395,UP2A32_1316,UP2A,32,1316,BETNEO,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
396,UP2A32_1324,UP2A,32,1324,BETNEO,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
397,UP2A32_1325,UP2A,32,1325,BETNEO,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
398,UP2A32_1327,UP2A,32,1327,BETNEO,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
399,UP2A32_1328,UP2A,32,1328,BETNEO,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
400,UP2A33_1329,UP2A,33,1329,BETNEO,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
401,UP2A33_1330,UP2A,33,1330,BETNEO,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
402,UP2A33_1343,UP2A,33,1343,BETNEO,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
403,UP2A34_1344,UP2A,34,1344,BETNEO,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
404,UP2A34_1345,UP2A,34,1345,BETNEO,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
405,UP2A34_1346,UP2A,34,1346,PICGLA,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
406,UP2A34_1354,UP2A,34,1354,BETNEO,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
407,UP2A34_1355,UP2A,34,1355,BETNEO,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
408,UP2A34_1356,UP2A,34,1356,PICGLA,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
409,UP2A35_1358,UP2A,35,1358,BETNEO,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
410,UP2A35_1359,UP2A,35,1359,PICGLA,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
411,UP2A35_1360,UP2A,35,1360,BETNEO,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
412,UP2A35_1361,UP2A,35,1361,PICGLA,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
413,UP2A35_1362,UP2A,35,1362,BETNEO,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
414,UP2A36_1184,UP2A,36,1184,PICGLA,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
415,UP2A36_1185,UP2A,36,1185,BETNEO,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
416,UP2A36_1186,UP2A,36,1186,BETNEO,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
417,UP2A36_1187,UP2A,36,1187,BETNEO,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
418,UP2A36_1195,UP2A,36,1195,BETNEO,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
419,UP2A36_1347,UP2A,36,1347,BETNEO,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
420,UP2A36_1363,UP2A,36,1363,BETNEO,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
421,UP2A36_823,UP2A,36,823,PICGLA,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
422,UP2A37_1162,UP2A,37,1162,PICGLA,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
423,UP2A37_1167,UP2A,37,1167,BETNEO,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
424,UP2A37_1168,UP2A,37,1168,BETNEO,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
425,UP2A37_1190,UP2A,37,1190,BETNEO,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
426,UP2A37_1191,UP2A,37,1191,BETNEO,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
427,UP2A37_1192,UP2A,37,1192,BETNEO,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
428,UP2A37_1193,UP2A,37,1193,PICGLA,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
429,UP2A37_1194,UP2A,37,1194,BETNEO,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
430,UP2A37_1195,UP2A,37,1195,BETNEO,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
431,UP2A37_1196,UP2A,37,1196,BETNEO,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
432,UP2A37_1197,UP2A,37,1197,BETNEO,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
433,UP2A37_828,UP2A,37,828,PICGLA,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
434,UP2A37_829,UP2A,37,829,PICGLA,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
435,UP2A38_1002,UP2A,38,1002,BETNEO,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
436,UP2A38_1004,UP2A,38,1004,PICGLA,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
437,UP2A38_1005,UP2A,38,1005,PICGLA,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
438,UP2A38_834,UP2A,38,834,PICGLA,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
439,UP2A38_835,UP2A,38,835,PICGLA,1990,1993,1997,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
440,UP2A4_104,UP2A,4,104,PICGLA,1990,2004,2018,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,2004,Fix as missing
441,UP2A4_2802,UP2A,4,2802,PICGLA,1990,2008,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,2008,Fix as missing
442,UP2A6_1105,UP2A,6,1105,BETNEO,1990,2000,2018,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),"2000, 2004",Fix as missing
443,UP2A6_1123,UP2A,6,1123,PICGLA,1990,2018,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,2018,Fix as missing
444,UP2A6_4666,UP2A,6,4666,BETNEO,1990,1993,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),"1993, 1997",Fix as missing
445,UP2A6_4668,UP2A,6,4668,PICGLA,1990,1997,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,"1997, 2000",Fix as missing
446,UP2B2_105,UP2B,2,105,PICGLA,1989,2004,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",persistent,Back to life,2004,Fix as missing
447,UP2B8_140,UP2B,8,140,BETNEO,1989,2004,2018,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",dead,Back to life (and death),2004,Fix as missing
448,UP2B8_185,UP2B,8,185,BETNEO,1997,2004,2018,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",dead,Back to life (and death),2004,Fix as missing
449,UP2B8_2925,UP2B,8,2925,PICGLA,1997,2004,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",persistent,Back to life,2004,Fix as missing
450,UP2B8_2926,UP2B,8,2926,PICGLA,1997,2004,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",persistent,Back to life,2004,Fix as missing
451,UP2C1_2813,UP2C,1,2813,PICGLA,1989,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",persistent,Back to life,1993,Fix as missing
452,UP2C11_576,UP2C,11,576,BETNEO,1989,1993,2018,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",persistent,Back to life,"1993, 1997",Fix as missing
453,UP2C12_2827,UP2C,12,2827,PICGLA,1989,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",persistent,Back to life,1993,Fix as missing
454,UP2C13_2828,UP2C,13,2828,PICGLA,1989,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",persistent,Back to life,1993,Fix as missing
455,UP2C14_2829,UP2C,14,2829,PICGLA,1989,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",persistent,Back to life,1993,Fix as missing
456,UP2C3_2815,UP2C,3,2815,PICGLA,1989,1997,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",persistent,Back to life,1997,Fix as missing
457,UP2C3_2817,UP2C,3,2817,PICGLA,1989,1997,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",persistent,Back to life,1997,Fix as missing
458,UP2C6_2819,UP2C,6,2819,PICGLA,1989,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",persistent,Back to life,1993,Fix as missing
459,UP2C6_2821,UP2C,6,2821,PICGLA,1989,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",persistent,Back to life,1993,Fix as missing
460,UP2C7_549,UP2C,7,549,PICGLA,1989,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",persistent,Back to life,1993,Fix as missing
461,UP2C9_2824,UP2C,9,2824,PICGLA,1989,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1989",persistent,Back to life,"1993, 1997",Fix as missing
462,UP3A11_254,UP3A,11,254,BETNEO,1990,1993,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
463,UP3A11_255,UP3A,11,255,BETNEO,1990,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
464,UP3A11_256,UP3A,11,256,BETNEO,1990,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
465,UP3A11_614,UP3A,11,614,BETNEO,1990,1993,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
466,UP3A11_615,UP3A,11,615,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
467,UP3A11_616,UP3A,11,616,BETNEO,1990,1993,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
468,UP3A11_618,UP3A,11,618,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
469,UP3A11_619,UP3A,11,619,BETNEO,1990,1993,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
470,UP3A11_621,UP3A,11,621,BETNEO,1990,1993,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
471,UP3A12_1603,UP3A,12,1603,PICGLA,1990,2000,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),2000,Fix as missing
472,UP3A12_257,UP3A,12,257,BETNEO,1990,1993,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
473,UP3A12_258,UP3A,12,258,BETNEO,1990,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
474,UP3A12_622,UP3A,12,622,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
475,UP3A12_624,UP3A,12,624,BETNEO,1990,1993,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
476,UP3A14_626,UP3A,14,626,POPTRE,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
477,UP3A14_627,UP3A,14,627,POPTRE,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
478,UP3A14_630,UP3A,14,630,POPTRE,1990,1993,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
479,UP3A14_631,UP3A,14,631,POPTRE,1990,1993,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
480,UP3A14_634,UP3A,14,634,POPTRE,1990,1993,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
481,UP3A14_635,UP3A,14,635,POPTRE,1990,1993,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
482,UP3A14_822,UP3A,14,822,POPTRE,1990,1993,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
483,UP3A2_602,UP3A,2,602,BETNEO,1990,1993,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
484,UP3A2_6546,UP3A,2,6546,BETNEO,1990,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
485,UP3A2_6547,UP3A,2,6547,BETNEO,1990,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
486,UP3A2_6548,UP3A,2,6548,BETNEO,1990,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
487,UP3A2_6549,UP3A,2,6549,BETNEO,1990,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
488,UP3A26_243,UP3A,26,243,BETNEO,1990,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,"1993, 2008",Fix as missing
489,UP3A26_244,UP3A,26,244,BETNEO,1990,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",missing,Back to life (and death),"1993, 2008",Fix as missing
490,UP3A29_245,UP3A,29,245,BETNEO,1990,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,"1993, 1997",Fix as missing
491,UP3A29_669,UP3A,29,669,BETNEO,1990,1993,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),"1993, 1997",Fix as missing
492,UP3A3_3698,UP3A,3,3698,BETNEO,1990,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
493,UP3A3_3699,UP3A,3,3699,BETNEO,1990,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
494,UP3A3_6539,UP3A,3,6539,BETNEO,1990,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
495,UP3A3_6540,UP3A,3,6540,BETNEO,1990,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
496,UP3A30_4085,UP3A,30,4085,PICGLA,1990,2000,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),2000,Fix as missing
497,UP3A31_774,UP3A,31,774,POPTRE,1990,1993,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
498,UP3A32_248,UP3A,32,248,BETNEO,1990,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
499,UP3A33_249,UP3A,33,249,BETNEO,1990,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
500,UP3A33_250,UP3A,33,250,BETNEO,1990,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,"1993, 2000",Fix as missing
501,UP3A33_798,UP3A,33,798,BETNEO,1990,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,"1993, 2008",Fix as missing
502,UP3A33_799,UP3A,33,799,BETNEO,1990,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,"1993, 2008",Fix as missing
503,UP3A33_802,UP3A,33,802,BETNEO,1990,1993,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
504,UP3A34_803,UP3A,34,803,BETNEO,1990,1993,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
505,UP3A34_804,UP3A,34,804,BETNEO,1990,1993,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
506,UP3A35_251,UP3A,35,251,BETNEO,1990,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
507,UP3A35_252,UP3A,35,252,BETNEO,1990,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
508,UP3A35_253,UP3A,35,253,BETNEO,1990,1993,2023,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",persistent,Back to life,1993,Fix as missing
509,UP3A35_4513,UP3A,35,4513,PICGLA,1990,2000,2008,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),2000,Fix as missing
510,UP3A35_806,UP3A,35,806,BETNEO,1990,1993,2000,"2023, 2018, 2008, 2004, 2000, 1997, 1993, 1990",dead,Back to life (and death),1993,Fix as missing
