Whirlpak_A_ID,LOI,site_id,_TO_Cores_forSectionsExport::RSN_name,core_number,bag_number,HorizonSection_ID,Section_top,Section_bottom,Horizon,Secondary_Horizon,Secondary_Horizon_Orientation,organic_material,Burned,Ice_primary,Ice_secondary,Ice_thickness,MacroFossilBagID,Notes,timestamp_creation,thickness,diameter_whole,segment_width,WetMass,DryMass,Whirlpak_B_ID,RootClass,MunsellColor,SoilTexture,_TO_Cores_forSectionsExport::Date,Device::Device_name,UUID
8290,6.568205128,GS-3,GSI1,3,2,NA,24.853,27.675,F,NA,NA,NA,NA,Onv,NA,NA,NA,Total length 76.41 cm. Melted badly. Bag 2 break at 42.80 cm. Top bottom remarked,05/18/2018 17:00:31,2.822,7.54,3.001,67.8854,42.7267,8291,NA,NA,NA,04/02/2015,BNZ-3,7A75CF27-03ED-49C1-B26A-E3477D3B2538
8292,13.85688616,GS-3,GSI1,3,2,NA,27.675,29.983,F,NA,NA,NA,NA,Onv,NA,NA,NA,Total length 76.41 cm. Melted badly. Bag 2 break at 42.80 cm. Top bottom remarked,05/18/2018 17:02:38,2.308,7.366,2.978,56.0508,33.5979,8293,NA,NA,NA,04/02/2015,BNZ-3,6F219A7F-154D-4C14-A70D-A75AC4E57FCE
8294,5.115495192,GS-3,GSI1,3,2,NA,29.983,32.819,F,NA,NA,NA,NA,Onv,NA,NA,NA,Total length 76.41 cm. Melted badly. Bag 2 break at 42.80 cm. Top bottom remarked,05/18/2018 17:04:52,2.836,7.178,2.727,59.1723,33.7797,8295,NA,NA,NA,04/02/2015,BNZ-3,841D6E01-B009-4F0F-A955-3E111F2E6407
8296,5.1875,GS-3,GSI1,3,2,NA,32.819,36.187,F,NA,NA,NA,NA,Onv,NA,NA,NA,Total length 76.41 cm. Melted badly. Bag 2 break at 42.80 cm. Top bottom remarked,05/18/2018 17:06:57,3.368,7.376,2.905,79.4578,52.517,8297,NA,NA,NA,04/02/2015,BNZ-3,EE9C6FFF-48D7-41FD-BACA-F24C9B5CFD54
8298,5.470965816,GS-3,GSI1,3,2,NA,36.187,40.533,F,NA,NA,NA,NA,Onv,NA,NA,NA,Total length 76.41 cm. Melted badly. Bag 2 break at 42.80 cm. Top bottom remarked,05/18/2018 17:09:05,4.346,7.608,2.832,97.4287,64.6625,8299,NA,NA,NA,04/02/2015,BNZ-3,64AF49A2-9F12-49CB-AD3C-023AFAAC3BB1
8300,6.961478666,GS-3,GSI1,3,3,NA,40.533,43.39,A,NA,NA,NA,NA,Pnv,NA,NA,NA,Total length 76.41 cm. Melted badly. Bag 3 break at 82.60 cm. Top bottom remarked,05/18/2018 17:11:41,2.857,7.367,2.871,65.0493,44.2835,8301,NA,NA,NA,04/02/2015,BNZ-3,DAA1070B-2E64-4783-B29D-CFFB3EDB6CE6
8302,8.951510242,GS-3,GSI1,3,3,NA,43.39,46.721,A,NA,NA,NA,NA,Pnv,NA,NA,NA,Total length 76.41 cm. Melted badly. Bag 3 break at 82.60 cm. Top bottom remarked,05/18/2018 17:17:27,3.331,7.362,2.611,60.7249,39.5856,8303,NA,NA,NA,04/02/2015,BNZ-3,1DC35D43-06D7-4A8C-A164-F24A476D3BE4
8304,13.19100267,GS-3,GSI1,3,3,NA,46.721,49.577,A,NA,NA,NA,NA,Pnv,NA,NA,NA,Total length 76.41 cm. Melted badly. Bag 3 break at 82.60 cm. Top bottom remarked,05/18/2018 17:20:25,2.856,7.066,3.161,64.6433,39.2736,8305,NA,NA,NA,04/02/2015,BNZ-3,57BD9ADC-3C33-4304-938F-5667F433BC18
8306,7.445121015,GS-3,GSI1,3,3,NA,49.577,52.697,A,NA,NA,NA,NA,Pnv,NA,NA,NA,Total length 76.41 cm. Melted badly. Bag 3 break at 82.60 cm. Top bottom remarked,05/18/2018 17:22:21,3.12,7.479,2.983,68.1102,43.9451,8307,NA,NA,NA,04/02/2015,BNZ-3,6E1A7E90-048E-4EC6-A820-479596C47FC3
8308,5.844646908,GS-3,GSI1,3,3,NA,52.697,55.222,A,NA,NA,NA,NA,Pnv,NA,NA,NA,Total length 76.41 cm. Melted badly. Bag 3 break at 82.60 cm. Top bottom remarked,05/18/2018 17:24:25,2.525,7.217,3.618,80.0822,56.4688,8309,NA,NA,NA,04/02/2015,BNZ-3,0989E8B0-9DDD-4A15-99FE-AF77EFAD6C69
8310,7.007964735,GS-3,GSI1,3,3,NA,55.222,58.253,A,NA,NA,NA,NA,Pnv,NA,NA,NA,Total length 76.41 cm. Melted badly. Bag 3 break at 82.60 cm. Top bottom remarked,05/18/2018 17:26:32,3.031,6.965,1.715,35.7578,24.8952,8311,NA,NA,NA,04/02/2015,BNZ-3,B9DC00EB-4774-4CC6-9CCB-283731E3CE27
8312,8.418250252,GS-3,GSI1,3,3,NA,58.253,61.07,A,NA,NA,NA,NA,Pnv,NA,NA,NA,Total length 76.41 cm. Melted badly. Bag 3 break at 82.60 cm. Top bottom remarked,05/18/2018 17:29:36,2.817,7.418,2.695,80.4068,53.3429,8313,NA,NA,NA,04/02/2015,BNZ-3,D066A8C1-DC56-484D-9881-829722C43D3C
8314,8.708383039,GS-3,GSI1,3,3,NA,61.07,64.232,A,NA,NA,NA,NA,Pnv,NA,NA,NA,Total length 76.41 cm. Melted badly. Bag 3 break at 82.60 cm. Top bottom remarked,05/18/2018 17:31:20,3.162,7.188,2.856,82.4732,50.5967,8315,NA,NA,NA,04/02/2015,BNZ-3,3DDBA1C9-1B91-4867-9033-0AD402E92C48
8316,9.324381032,GS-3,GSI1,3,3,NA,64.232,67.474,A,NA,NA,NA,NA,Pnv,NA,NA,NA,Total length 76.41 cm. Melted badly. Bag 3 break at 82.60 cm. Top bottom remarked,05/18/2018 17:33:32,3.242,6.402,3.391,88.0973,55.0775,8317,NA,NA,NA,04/02/2015,BNZ-3,FC463922-78F5-4A69-9A1C-F8ADA6BBDB51
8318,21.41857977,GS-3,GSI1,3,3,NA,67.474,70.278,A,NA,NA,NA,NA,Pnv,NA,NA,NA,Total length 76.41 cm. Melted badly. Bag 3 break at 82.60 cm. Top bottom remarked,05/18/2018 17:35:55,2.804,7.409,2.92,46.2665,26.2168,8319,NA,NA,NA,04/02/2015,BNZ-3,EB3BDDDF-9059-478B-8786-E010E98C2758
8320,12.07520891,GS-3,GSI1,3,3,NA,70.278,73.778,A,NA,NA,NA,NA,Pnv,NA,NA,NA,Total length 76.41 cm. Melted badly. Bag 3 break at 82.60 cm. Top bottom remarked,05/18/2018 17:38:41,3.5,6.937,2.445,60.363,40.1528,8321,NA,NA,NA,04/02/2015,BNZ-3,5393B6AF-D89B-4755-8852-A5CD41F8091C
8322,9.19896001,GS-3,GSI1,3,3,NA,73.778,77.669,A,NA,NA,NA,NA,Pnv,NA,NA,NA,Total length 76.41 cm. Melted badly. Bag 3 break at 82.60 cm. Top bottom remarked,05/18/2018 17:40:20,3.891,6.949,2.639,79.3807,57.0886,8323,NA,NA,NA,04/02/2015,BNZ-3,6B7820C6-39C0-4E68-9F16-9A85230B8B79
8494,83.39928769,UP4D,NA,1,1,722,0,3.267,F,NA,NA,NA,NA,Onv,NA,NA,NA,Core number unknown. Top bottom remarked. Total length 50.60 cm.,06/06/2018 13:45:31,3.267,7.537,1.908,31.3622,6.4113,8495,NA,NA,NA,NA,BNZ-3,22C4CB37-B2B3-4B22-B716-B20C32B6BEA2
8496,52.04027557,UP4D,NA,1,1,NA,3.267,6.041,F,NA,NA,NA,NA,Onv,NA,NA,NA,Core number unknown. Top bottom remarked. Total length 50.60 cm.,06/06/2018 14:03:01,2.774,7.079,2.423,34.6483,8.3739,8497,NA,NA,NA,NA,BNZ-3,92F3C323-0E26-4820-9857-8D7B5A98CDA6
8498,32.88479263,UP4D,NA,1,NA,NA,6.041,9.836,F,NA,NA,NA,NA,Onv,NA,NA,NA,Core number unknown. Top bottom remarked. Total length 50.60 cm.,06/06/2018 14:04:42,3.795,7.539,3.076,67.5544,22.9947,8499,NA,NA,NA,NA,BNZ-3,A04E258E-62C9-4BDD-BC08-9CC7F8CCA80A
8500,15.80496151,UP4D,NA,1,NA,NA,9.836,14.044,F,NA,NA,NA,NA,Onv,NA,NA,NA,Core number unknown. Top bottom remarked. Total length 50.60 cm.,06/06/2018 14:07:30,4.208,8.048,3.032,94.9243,45.3935,8501,NA,NA,NA,NA,BNZ-3,9D8041E5-B331-4593-BD09-BD87A693D7F4
8502,9.259122014,UP4D,NA,1,NA,NA,14.044,16.886,F,NA,NA,NA,NA,Onv,NA,NA,NA,Core number unknown. Top bottom remarked. Total length 50.60 cm.,06/06/2018 14:09:42,2.842,6.97,2.95,58.1306,36.542,8503,NA,NA,NA,NA,BNZ-3,045ABBC8-6BC6-452B-8FAE-05FE204CEACA
8504,5.793399217,UP4D,NA,1,NA,NA,16.886,2817.886,F,NA,NA,NA,NA,Onv,NA,NA,NA,Core number unknown. Top bottom remarked. Total length 50.60 cm.,06/06/2018 14:12:38,2801,7.663,2.976,64.8083,44.036,8505,NA,NA,NA,NA,BNZ-3,DCBD4D34-96BD-4CB6-9F64-6C05194B4FCF
8506,6.494956341,UP4D,NA,1,NA,NA,2817.886,2821.727,F,NA,NA,NA,NA,Onv,NA,NA,NA,Core number unknown. Top bottom remarked. Total length 50.60 cm.,06/06/2018 14:14:00,3.841,7.925,2.986,92.4285,62.0958,8507,NA,NA,NA,NA,BNZ-3,2BB18EAE-50EE-45BE-AABF-94AAB6960AC9
8508,7.14066541,UP4D,NA,1,NA,NA,2821.727,2825.583,A,NA,NA,NA,NA,Pnv,NA,NA,NA,Core number unknown. Top bottom remarked. Total length 50.60 cm.,06/06/2018 14:16:47,3.856,7.67,2.792,88.1805,55.9341,8509,NA,NA,NA,NA,BNZ-3,77BDD0AB-0539-4B7A-9155-EE661F9AD519
8510,6.567208199,UP4D,NA,1,NA,NA,2825.583,2828.294,A,NA,NA,NA,NA,Pnv,NA,NA,NA,Core number unknown. Top bottom remarked. Total length 50.60 cm.,06/06/2018 14:18:41,2.711,7.16,3.519,71.633,45.1376,8511,NA,NA,NA,NA,BNZ-3,04095C6F-454B-4F0F-9ABD-EBA03BAABCDD
8512,5.288254127,UP4D,NA,1,NA,NA,2828.294,2831.233,A,NA,NA,NA,NA,Pnv,NA,NA,NA,Core number unknown. Top bottom remarked. Total length 50.60 cm.,06/06/2018 14:20:46,2.939,7.234,3.096,80.2048,50.8998,8513,NA,NA,NA,NA,BNZ-3,E5DC8F40-7C6D-4EA0-8C9B-2ECFD19FB906
8514,5.820037045,UP4D,NA,1,NA,NA,2831.233,2834.573,A,NA,NA,NA,NA,Pnv,NA,NA,NA,Core number unknown. Top bottom remarked. Total length 50.60 cm.,06/06/2018 14:22:54,3.34,7.147,3.185,89.9663,60.4367,8515,NA,NA,NA,NA,BNZ-3,BFAA86D4-F037-4A00-A0F9-8EAA47A4D68C
8516,5.074452884,UP4D,NA,1,NA,NA,2834.573,2838.353,A,NA,NA,NA,NA,Pnv,NA,NA,NA,Core number unknown. Top bottom remarked. Total length 50.60 cm.,06/06/2018 14:25:17,3.78,7.267,3.229,102.4663,78.8862,8517,NA,NA,NA,NA,BNZ-3,469490F7-5D0F-4AC3-91E2-CB008C8044B7
8518,4.740476234,UP4D,NA,1,NA,NA,2838.353,2841.284,A,NA,NA,NA,NA,Pnv,NA,NA,NA,Core number unknown. Top bottom remarked. Total length 50.60 cm.,06/06/2018 14:28:12,2.931,7.259,2.621,52.9948,42.0036,8519,NA,NA,NA,NA,BNZ-3,9EBC897E-0EDE-4F80-B760-F1D96905A26D
