Whirlpak_A_ID,LOI,site_id,_TO_Cores_forSectionsExport::RSN_name,core_number,bag_number,HorizonSection_ID,Section_top,Section_bottom,Horizon,Secondary_Horizon,Secondary_Horizon_Orientation,organic_material,Burned,Ice_primary,Ice_secondary,Ice_thickness,MacroFossilBagID,Notes,timestamp_creation,thickness,diameter_whole,segment_width,WetMass,DryMass,Whirlpak_B_ID,RootClass,MunsellColor,SoilTexture,_TO_Cores_forSectionsExport::Date,Device::Device_name,UUID
9036,94.03119376,UP4B,NA,6,NA,NA,7.137,9.784,F,NA,NA,NA,NA,Onv,NA,NA,NA,32.20cm,09/20/2018 01:17:06,2.647,7.142,2.546,7.7377,5.3475,9037,NA,NA,NA,NA,BNZ-3,D79E3A9B-C343-42A2-AD34-B2DD2BF50614
9038,95.95539281,UP4B,NA,6,NA,NA,9.784,12.511,F,NA,NA,NA,NA,Onv,NA,NA,NA,32.20cm,09/20/2018 01:18:45,2.727,7.142,2.528,6.2626,4.7083,9039,NA,NA,NA,NA,BNZ-3,8E354088-F833-48ED-954C-6E6E430785C1
9040,93.40087623,UP4B,NA,6,NA,NA,12.511,15.053,F,NA,NA,NA,NA,Onv,NA,NA,NA,32.20cm,09/20/2018 01:20:26,2.542,7.142,2.24,4.3375,3.3885,9041,NA,NA,NA,NA,BNZ-3,254BDE72-41D3-4EE7-A390-4716D9657155
9042,93.50021035,UP4B,NA,6,NA,NA,15.053,17.981,F,NA,NA,NA,NA,Onv,NA,NA,NA,32.20cm,09/20/2018 01:22:44,2.928,7.142,2.349,6.2843,4.6984,9043,NA,NA,NA,NA,BNZ-3,AC4C8D80-10F5-4068-A317-BA5C4AC99D90
9044,87.55132512,UP4B,NA,6,NA,NA,17.981,20.231,F,NA,NA,NA,NA,Onv,NA,NA,NA,32.20cm,09/20/2018 01:24:02,2.25,7.142,2.369,5.3501,3.9025,9045,NA,NA,NA,NA,BNZ-3,3A5D42C0-469F-42EE-B16C-7E7FA3EF6F8B
9046,41.51503052,UP4B,NA,6,NA,NA,20.231,23.612,F,NA,NA,NA,NA,Onv,NA,NA,NA,32.20cm,09/20/2018 01:27:32,3.381,7.321,2.336,23.5812,11.0435,9047,NA,NA,NA,NA,BNZ-3,43258F8B-E811-4470-9863-74F65547D1E4
9048,13.63007471,UP4B,NA,6,NA,NA,23.612,27.279,F,NA,NA,NA,NA,Onv,NA,NA,NA,32.20cm,09/20/2018 01:32:13,3.667,7.301,2.488,38.0159,26.529,9049,NA,NA,NA,NA,BNZ-3,E7C6A481-8B80-4B9C-8835-AFC354553AE5
9050,12.51854915,UP4B,NA,6,NA,NA,27.279,30.054,F,NA,NA,NA,NA,Onv,NA,NA,NA,32.20cm,09/20/2018 01:36:59,2.775,7.033,2.779,44.5873,27.4205,9051,NA,NA,NA,NA,BNZ-3,A5214B04-1F88-445C-BA1B-B48BEE3DA13E
9052,95.16548903,MD6,NA,6,NA,1006,0,2.89,F,NA,NA,NA,NA,Onv,NA,NA,NA,26.80cm,09/20/2018 01:46:46,2.89,5.148,1.896,5.3516,3.419,9053,NA,NA,NA,NA,BNZ-3,C2DC3A65-C62C-4A38-8F95-0A0D0595EAC7
9054,92.22846442,MD6,NA,6,NA,NA,2.89,5.683,F,NA,NA,NA,NA,Onv,NA,NA,NA,26.80cm,09/20/2018 01:54:31,2.793,5.148,1.623,3.9662,3.3966,9055,NA,NA,NA,NA,BNZ-3,7B938BB2-DDEA-4AA1-A6F3-F8E261E50058
9056,86.58679135,MD6,NA,6,NA,NA,5.683,8.505,F,NA,NA,NA,NA,Onv,NA,NA,NA,26.80cm,09/20/2018 01:56:59,2.822,5.148,1.678,3.818,3.0744,9057,NA,NA,NA,NA,BNZ-3,E0119A87-5FB8-421B-AFE8-DE8479A8E35C
9058,47.91356837,MD6,NA,6,NA,NA,8.505,12.587,F,NA,NA,NA,NA,Onv,NA,NA,NA,26.80cm,09/20/2018 01:59:42,4.082,5.148,1.752,13.0707,8.2172,9059,NA,NA,NA,NA,BNZ-3,D979B3C8-9D0D-4DB7-B609-035C4E59026A
9060,16.73408559,MD6,NA,6,NA,NA,12.587,15.418,F,NA,NA,NA,NA,Onv,NA,NA,NA,26.80cm,09/20/2018 02:08:53,2.831,5.83,2.052,23.2145,17.7662,9061,NA,NA,NA,NA,BNZ-3,958EE51E-4C3D-4B7D-A6BD-9B8B7C411686
9062,10.6135182,MD6,NA,6,NA,NA,15.418,18.094,F,NA,NA,NA,NA,Onv,NA,NA,NA,26.80cm,09/20/2018 02:13:28,2.676,5.83,2.108,16.0588,13.9402,9063,NA,NA,NA,NA,BNZ-3,3EA82B56-6875-4268-9F2A-C8AC5A3222B0
9064,7.371078955,MD6,NA,6,NA,NA,18.094,20.92,A,NA,NA,NA,NA,Pnv,NA,NA,NA,26.80cm,09/20/2018 02:16:19,2.826,5.83,2.057,20.14,18.376,9065,NA,NA,NA,NA,BNZ-3,6FCCC6D7-A2FA-46AE-8C5D-7A9391C6563B
9066,9.683339024,MD6,NA,6,NA,NA,20.92,25.436,A,NA,NA,NA,NA,Pnv,NA,NA,NA,26.80cm,09/20/2018 02:17:56,4.516,5.791,2.139,40.6246,35.6388,9067,NA,NA,NA,NA,BNZ-3,9FEB758D-A74C-40DA-AD84-555C74712544
9068,91.64364641,BD10,NA,6,NA,1014,0,2.728,F,NA,NA,NA,NA,Onv,NA,NA,NA,24.00cm,09/20/2018 02:19:21,2.728,5.221,1.665,4.5152,3.4126,9069,NA,NA,NA,NA,BNZ-3,2BF7E871-9813-468E-8208-1FA2DDD51FC5
9070,92.20930233,BD10,NA,6,NA,NA,2.728,5.129,F,NA,NA,NA,NA,Onv,NA,NA,NA,24.00cm,09/20/2018 02:52:25,2.401,4.865,2.012,5.6818,4.1188,9071,NA,NA,NA,NA,BNZ-3,C6C9C9E5-CBCC-4B4D-87C5-F67FDB48C236
9072,85.29795563,BD10,NA,6,NA,NA,5.129,7.767,F,NA,NA,NA,NA,Onv,NA,NA,NA,24.00cm,09/20/2018 02:54:39,2.638,4.966,2.067,7.3593,5.7075,9073,NA,NA,NA,NA,BNZ-3,36236B13-84A9-4E21-83BD-E4FE1DA2E08A
9074,30.88028499,BD10,NA,6,NA,NA,7.767,10.516,A,NA,NA,NA,NA,Pnv,NA,NA,NA,24.00cm,09/20/2018 02:55:29,2.749,5.154,2.152,11.0597,8.8749,9075,NA,NA,NA,NA,BNZ-3,87C6163B-8404-4312-B228-F581C4583B0F
9076,13.11703068,BD10,NA,6,NA,NA,10.516,13.372,A,NA,NA,NA,NA,Pnv,NA,NA,NA,24.00cm,09/20/2018 02:59:09,2.856,5.8,2.002,20.3794,17.5047,9077,NA,NA,NA,NA,BNZ-3,4D93BA26-803C-4A2C-9444-96CBC541E9F4
9078,9.865088253,BD10,NA,6,NA,NA,13.372,16.673,A,NA,NA,NA,NA,Pnv,NA,NA,NA,24.00cm,09/20/2018 03:00:50,3.301,5.55,2.212,28.5889,25.2303,9079,NA,NA,NA,NA,BNZ-3,CA24BA35-8826-4AE6-BEE2-B81CB90C80E5
9080,4.517686652,BD10,NA,6,NA,NA,16.673,21.962,A,NA,NA,NA,NA,Pnv,NA,NA,NA,24.00cm,09/20/2018 03:03:16,5.289,5.655,2.411,72.35,63.6693,9081,NA,NA,NA,NA,BNZ-3,10A0E282-F3F4-4C13-BF85-F62D120E8D2D
9082,79.30389222,BD6,NA,6,NA,1021,0,2.008,F,NA,NA,NA,NA,Onv,NA,NA,NA,13.20 cm,09/20/2018 03:05:34,2.008,4.265,1.658,4.1674,3.0927,9083,NA,NA,NA,NA,BNZ-3,0CD5FF62-DE59-4C5C-AAC9-ABDA089F123E
9084,86.81006494,BD6,NA,6,NA,NA,2.008,4.042,F,NA,NA,NA,NA,Onv,NA,NA,NA,13.20 cm,09/20/2018 03:18:51,2.034,4.882,1.767,3.3061,2.6591,9085,NA,NA,NA,NA,BNZ-3,837FA0CD-C877-40E6-9ABD-EF5CA29ADEC1
9086,8.064906757,BD6,NA,6,NA,NA,4.042,6.827,A,NA,NA,NA,NA,Pnv,NA,NA,NA,13.20 cm,09/20/2018 03:19:40,2.785,5.51,2.6,25.4961,22.9375,9087,NA,NA,NA,NA,BNZ-3,9B4FB963-DD9C-4C5F-9584-244369ED09D1
9088,5.840198245,BD6,NA,6,NA,NA,6.827,9.808,A,NA,NA,NA,NA,Pnv,NA,NA,NA,13.20 cm,09/20/2018 03:23:09,2.981,5.373,1.983,23.8009,21.7106,9089,NA,NA,NA,NA,BNZ-3,CBEB2A31-CDB2-499C-BCFD-0A71A82B5CDD
9090,4.27304648,BD6,NA,6,NA,NA,9.808,12.532,A,NA,NA,NA,NA,Pnv,NA,NA,NA,13.20 cm,09/20/2018 03:24:38,2.724,5.586,2.144,27.6969,25.2151,9091,NA,NA,NA,NA,BNZ-3,4C9F3B90-33E5-4E23-9674-C71AA10AA520
9092,52.41958042,BF81,NA,6,NA,1026,0,2.426,F,NA,NA,NA,NA,Onv,NA,NA,NA,23.20cm,09/20/2018 03:26:25,2.426,5.279,1.941,6.9508,5.5236,9093,NA,NA,NA,NA,BNZ-3,C0245D95-7AD9-456A-9F38-53D82C3B96FC
9094,38.54194586,BF81,NA,6,NA,NA,2.426,4.136,F,NA,NA,NA,NA,Onv,NA,NA,NA,23.20cm,09/20/2018 03:38:54,1.71,5.106,1.697,5.947,4.9169,9095,NA,NA,NA,NA,BNZ-3,51BC3D0B-5455-4926-B614-DAD61AB4C572
9096,19.95945261,BF81,NA,6,NA,NA,4.136,5.273,A,NA,NA,NA,NA,Pnv,NA,NA,NA,23.20cm,09/20/2018 03:39:55,1.137,5.468,2.072,7.32,6.2701,9097,NA,NA,NA,NA,BNZ-3,8D537C7D-639D-4BB1-AAAB-C8F4A806CC1D
9098,12.37832149,BF81,NA,6,NA,NA,5.273,8.076,A,NA,NA,NA,NA,Pnv,NA,NA,NA,23.20cm,09/20/2018 03:43:28,2.803,5.637,1.804,15.6428,13.3408,9099,NA,NA,NA,NA,BNZ-3,0BC8CFD2-A873-476A-B234-FBD065A0D488
9100,14.40893781,BF81,NA,6,NA,NA,8.076,10.81,A,NA,NA,NA,NA,Pnv,NA,NA,NA,23.20cm,09/20/2018 03:44:22,2.734,5.508,1.846,15.5986,13.2352,9101,NA,NA,NA,NA,BNZ-3,7F07744A-5195-422D-BFD7-BB6C244AA30C
9102,17.85300447,BF81,NA,6,NA,NA,10.81,13.576,A,NA,NA,NA,NA,Pnv,NA,NA,NA,23.20cm,09/20/2018 03:55:32,2.766,5.76,1.839,15.2569,12.2117,9103,NA,NA,NA,NA,BNZ-3,5EFF6F80-F390-44AF-9C71-B64D86243152
9104,25.27742405,BF81,NA,6,NA,NA,13.576,16.63,A,NA,NA,NA,NA,Pnv,NA,NA,NA,23.20cm,09/20/2018 03:57:41,3.054,5.714,1.817,16.5022,12.1122,9105,NA,NA,NA,NA,BNZ-3,4CD7923F-CA17-4F7C-842F-0EE06F7BF001
9106,23.90083048,BF81,NA,6,NA,NA,16.63,21.477,A,NA,NA,NA,NA,Pnv,NA,NA,NA,23.20cm,09/20/2018 03:59:36,4.847,5.724,1.612,38.625,27.1532,9107,NA,NA,NA,NA,BNZ-3,1341DD78-55AC-4E7E-B1F8-95A39C8767E8
9108,78.01691007,BF81,NA,6,NA,NA,21.477,24.106,A,NA,NA,NA,NA,Pnv,NA,NA,NA,23.20cm,09/20/2018 04:03:02,2.629,4.731,2.136,7.3546,4.8182,9109,NA,NA,NA,NA,BNZ-3,4E58BB38-5A6F-475A-A2BB-9DE8D32F405B
9120,71.3804046,BF99,NA,6,NA,1048,0,1.865,F,NA,NA,NA,NA,Onv,NA,NA,NA,26.40cm,09/20/2018 18:12:18,1.865,5.301,1.728,7.4357,4.3344,9121,NA,NA,NA,NA,BNZ-3,60FBA7FD-2F02-415E-8DDA-7DF99B541D47
9122,49.79510596,BF99,NA,6,NA,NA,1.865,4.44,F,NA,NA,NA,NA,Onv,NA,NA,NA,26.40cm,09/20/2018 18:28:51,2.575,5.486,1.456,9.756,5.4091,9123,NA,NA,NA,NA,BNZ-3,FA2417D7-8D56-4A40-9988-3D4850E6CFDA
9124,19.40959126,BF99,NA,6,NA,NA,4.44,7.879,F,NA,NA,NA,NA,Onv,NA,NA,NA,26.40cm,09/20/2018 18:31:46,3.439,5.633,1.902,27.3699,15.4048,9125,NA,NA,NA,NA,BNZ-3,C98A4791-3569-478C-8A32-E5126AEFE831
9126,4.568780518,BF99,NA,6,NA,NA,7.879,11.245,F,NA,NA,NA,NA,Onv,NA,NA,NA,26.40cm,09/20/2018 18:33:03,3.366,5.444,1.656,25.7816,19.4034,9127,NA,NA,NA,NA,BNZ-3,5D005CF8-E231-42DA-9F13-3B8A91E4959C
9128,3.825594285,BF99,NA,6,NA,NA,11.245,14.312,A,NA,NA,NA,NA,Pnv,NA,NA,NA,26.40cm,09/20/2018 18:48:54,3.067,5.267,1.662,31.1288,24.7445,9129,NA,NA,NA,NA,BNZ-3,61F93057-A954-451B-B36E-06037E42CAF1
9130,4.062695115,BF99,NA,6,NA,NA,14.312,17.53,A,NA,NA,NA,NA,Pnv,NA,NA,NA,26.40cm,09/20/2018 18:49:35,3.218,5.464,2.105,42.7298,33.7804,9131,NA,NA,NA,NA,BNZ-3,BA716224-9B90-4C1E-B0DB-471DB8ED2EF5
9132,3.851307643,BF99,NA,6,NA,NA,17.53,20.28,A,NA,NA,NA,NA,Pnv,NA,NA,NA,26.40cm,09/20/2018 18:56:43,2.75,5.266,2.107,38.9772,31.8734,9133,NA,NA,NA,NA,BNZ-3,C2D4980C-46D2-48DA-87AD-3B90D030438F
9134,3.968433487,BF99,NA,6,NA,NA,20.28,22.547,A,NA,NA,NA,NA,Pnv,NA,NA,NA,26.40cm,09/20/2018 18:57:41,2.267,5.509,1.938,31.8927,25.8068,9135,NA,NA,NA,NA,BNZ-3,7E2C349F-2447-4B0F-B737-808C2F07D7AA
9136,71.58410452,BF77,NA,6,NA,1058,0,2.059,F,NA,NA,NA,NA,Onv,NA,NA,NA,61.20 cm,09/20/2018 20:57:19,2.059,4.871,1.475,4.7928,2.8208,9137,NA,NA,NA,NA,BNZ-3,D589A129-9F8F-4C42-9610-A2ACFDC95B90
9138,25.49310997,BF77,NA,6,NA,NA,2.059,4.473,F,NA,NA,NA,NA,Onv,NA,NA,NA,61.20 cm,09/20/2018 21:03:00,2.414,5.702,1.766,18.9416,9.1582,9139,NA,NA,NA,NA,BNZ-3,708F1847-B8C2-40C7-A6B5-7FDD8EEBCCBF
9140,7.781426747,BF77,NA,6,NA,NA,4.473,6.994,F,NA,NA,NA,NA,Onv,NA,NA,NA,61.20 cm,09/20/2018 21:16:53,2.521,5.613,1.83,23.1914,13.4725,9141,NA,NA,NA,NA,BNZ-3,A5366A87-4C67-4954-9D38-84B1715DF85D
9142,26.74668928,BF77,NA,6,NA,NA,6.994,10.178,F,NA,NA,NA,NA,Onv,NA,NA,NA,61.20 cm,09/20/2018 21:19:46,3.184,5.521,1.706,19.3837,10.5966,9143,NA,NA,NA,NA,BNZ-3,DA4C0919-CE8C-4907-8A41-D44A694E4FF5
9144,11.1567077,BF77,NA,6,NA,NA,10.178,13.43,F,NA,NA,NA,NA,Onv,NA,NA,NA,61.20 cm,09/20/2018 21:23:21,3.252,5.751,1.577,30.134,20.2434,9145,NA,NA,NA,NA,BNZ-3,7028593D-5A47-4348-9FF3-F10681EC8DB2
9146,12.06050206,BF77,NA,6,NA,NA,13.43,16.461,F,NA,NA,NA,NA,Onv,NA,NA,NA,61.20 cm,09/20/2018 21:25:14,3.031,5.64,1.946,36.6974,23.2399,9147,NA,NA,NA,NA,BNZ-3,D8BA6E02-C053-4006-AA31-65EAC5F7AC9D
9148,6.635977874,BF77,NA,6,NA,NA,16.461,19.421,A,NA,NA,NA,NA,Pnv,NA,NA,NA,61.20 cm,09/20/2018 21:27:42,2.96,5.762,1.989,47.0828,32.8183,9149,NA,NA,NA,NA,BNZ-3,03C31BDD-FEE3-415B-B7BE-F2A56F4C0418
9150,5.999584187,BF77,NA,6,NA,NA,19.421,21.894,A,NA,NA,NA,NA,Pnv,NA,NA,NA,61.20 cm,09/20/2018 21:46:51,2.473,5.821,1.772,29.3791,21.1517,9151,NA,NA,NA,NA,BNZ-3,4A015B64-238A-4E5F-982B-D6A0C057DFA8
9152,3.499455338,BF77,NA,6,NA,NA,21.894,24.779,A,NA,NA,NA,NA,Pnv,NA,NA,NA,61.20 cm,09/20/2018 21:47:58,2.885,5.813,1.784,35.0677,25.6014,9153,NA,NA,NA,NA,BNZ-3,5AB55973-4C03-4335-8CA7-4A39EE68B393
9154,3.61564158,BF77,NA,6,NA,NA,24.779,28.282,A,NA,NA,NA,NA,Pnv,NA,NA,NA,61.20 cm,09/20/2018 21:49:28,3.503,5.689,1.816,41.6263,32.8083,9155,NA,NA,NA,NA,BNZ-3,5075A8E0-5437-4CB6-A195-E7C952CAA153
9168,84.17034272,WD6,NA,8,NA,1074,0,1.97,F,NA,NA,NA,NA,Onv,NA,NA,NA,NA,09/20/2018 22:43:45,1.97,5.391,1.32,6.3825,4.3743,9169,NA,NA,NA,NA,BNZ-3,45FF7601-CB3F-402C-BCCA-611087E0F4FE
9170,30.61139028,WD6,NA,8,NA,NA,1.97,6.017,F,NA,NA,NA,NA,Onv,NA,NA,NA,NA,09/20/2018 22:52:02,4.047,5.34,1.748,28.7092,20.2933,9171,NA,NA,NA,NA,BNZ-3,BB0F876E-D709-4D86-B271-1459C87A3A34
9172,5.537687037,WD6,NA,8,NA,NA,6.017,9.145,A,NA,NA,NA,NA,Pnv,NA,NA,NA,NA,09/20/2018 22:52:55,3.128,5.092,1.759,34.5445,29.1048,9173,NA,NA,NA,NA,BNZ-3,117F369C-F31F-4DD4-8926-18F43C4F8697
9174,4.861466981,WD6,NA,8,NA,NA,9.145,13.28,A,NA,NA,NA,NA,Pnv,NA,NA,NA,NA,09/20/2018 23:08:45,4.135,5.904,1.938,55.9621,46.7325,9175,NA,NA,NA,NA,BNZ-3,AAC1E785-52B7-4A90-BE93-3C8A29EC824B
9176,4.146195724,WD6,NA,8,NA,NA,13.28,18.209,A,NA,NA,NA,NA,Pnv,NA,NA,NA,NA,09/20/2018 23:11:26,4.929,5.841,1.927,67.5639,56.796,9177,NA,NA,NA,NA,BNZ-3,54B3E70A-6BC8-4580-8F4C-5CC7508A1F46
9178,3.540525222,WD6,NA,8,NA,NA,18.209,23.148,A,NA,NA,NA,NA,Pnv,NA,NA,NA,NA,09/20/2018 23:13:46,4.939,5.683,1.815,80.183,68.1889,9179,NA,NA,NA,NA,BNZ-3,315E512C-642F-43E1-818E-92F49603C980
9192,88.72915469,WD1,NA,6,NA,1086,0,3.067,F,NA,NA,NA,NA,Onv,NA,NA,NA,NA,09/20/2018 23:41:12,3.067,4.278,1.744,5.2224,2.5153,9193,NA,NA,NA,NA,BNZ-3,C71296FE-3F9E-43D7-A0B2-623622A96F9E
9194,95.33932952,WD1,NA,6,NA,NA,3.067,5.845,F,NA,NA,NA,NA,Onv,NA,NA,NA,NA,09/20/2018 23:48:18,2.778,4.077,1.768,6.0334,2.6766,9195,NA,NA,NA,NA,BNZ-3,E9E31780-0712-4A4F-BB3B-A03181EE0545
9196,81.25701459,WD1,NA,6,NA,NA,5.845,8.567,F,NA,NA,NA,NA,Onv,NA,NA,NA,NA,09/20/2018 23:50:18,2.722,4.452,1.652,5.2953,2.6273,9197,NA,NA,NA,NA,BNZ-3,E11C3182-180C-40CA-873E-55E284224152
9198,92.39856189,WD1,NA,6,NA,NA,8.567,10.777,F,NA,NA,NA,NA,Onv,NA,NA,NA,NA,09/20/2018 23:51:37,2.21,4.802,1.7,5.2886,3.1356,9199,NA,NA,NA,NA,BNZ-3,492A98DE-34B8-4ADD-88C1-C457BAF2D7E4
9200,86.8180008,WD1,NA,6,NA,NA,10.777,12.559,F,NA,NA,NA,NA,Onv,NA,NA,NA,NA,09/20/2018 23:52:48,1.782,4.132,1.244,4.9432,3.1825,9201,NA,NA,NA,NA,BNZ-3,920B295E-6288-4082-B771-7A100E0798A1
9202,75.22015155,WD1,NA,6,NA,NA,12.559,15.016,F,NA,NA,NA,NA,Onv,NA,NA,NA,NA,09/20/2018 23:54:33,2.457,4.994,1.942,8.0527,4.5408,9203,NA,NA,NA,NA,BNZ-3,67E9A379-9158-4F10-AB17-C48B1CD1EFB1
9204,38.69808729,WD1,NA,6,NA,NA,15.016,17.964,F,NA,NA,NA,NA,Onv,NA,NA,NA,NA,09/20/2018 23:55:58,2.948,5.38,2.112,30.5741,18.3007,9205,NA,NA,NA,NA,BNZ-3,6E4D9D45-CED3-4DB1-A698-94B05CBC8DA3
9206,16.02568346,WD1,NA,6,NA,NA,17.964,21.14,F,NA,NA,NA,NA,Onv,NA,NA,NA,NA,09/21/2018 00:00:42,3.176,5.753,2.038,36.9404,22.7798,9207,NA,NA,NA,NA,BNZ-3,5A3BE571-AFB2-49BC-9336-39F3C5B58538
9208,11.94375925,WD1,NA,6,NA,NA,21.14,24.754,F,NA,NA,NA,NA,Onv,NA,NA,NA,NA,09/21/2018 00:02:21,3.614,5.618,1.853,39.3873,26.2144,9209,NA,NA,NA,NA,BNZ-3,EB0E24EF-AFDE-400D-ACAE-F074634F7353
9210,11.56927887,WD1,NA,6,NA,NA,24.754,28.252,F,NA,NA,NA,NA,Onv,NA,NA,NA,NA,09/21/2018 00:04:55,3.498,5.543,1.95,39.2984,26.4305,9211,NA,NA,NA,NA,BNZ-3,905020C7-AD10-4B7E-8DB3-321C361B1172
9212,81.95302843,GS-2,NA,6,NA,1096,0,2.247,F,NA,NA,NA,NA,Onv,NA,NA,NA,NA,09/21/2018 00:11:20,2.247,4.345,1.719,5.0911,2.5038,9213,NA,NA,NA,NA,BNZ-3,7C86E6D3-BC34-4645-8CDE-CFFAB89A4207
9214,86.44912758,GS-2,NA,6,NA,NA,2.247,6.794,F,NA,NA,NA,NA,Onv,NA,NA,NA,NA,09/21/2018 00:17:32,4.547,5.129,1.954,19.6414,5.8192,9215,NA,NA,NA,NA,BNZ-3,855696BA-CF74-4BE1-BFD5-EAC956811587
9216,85.75152042,GS-2,NA,6,NA,NA,6.794,10.225,F,NA,NA,NA,NA,Onv,NA,NA,NA,NA,09/21/2018 00:19:35,3.431,5.721,1.912,20.1788,5.2019,9217,NA,NA,NA,NA,BNZ-3,8338FF53-401A-4715-8A0B-D94DBB4DBC1B
9218,74.29155313,GS-2,NA,6,NA,NA,10.225,13.584,F,NA,NA,NA,NA,Onv,NA,NA,NA,NA,09/21/2018 00:20:35,3.359,5.649,1.888,25.6383,6.5581,9219,NA,NA,NA,NA,BNZ-3,9FADF5CF-0D35-4776-A1BA-BD9991401573
9220,68.98663697,GS-2,NA,6,NA,NA,13.584,16.799,F,NA,NA,NA,NA,Onv,NA,NA,NA,NA,09/21/2018 00:22:46,3.215,5.778,1.767,22.3685,6.3454,9221,NA,NA,NA,NA,BNZ-3,E2256498-0908-48E9-ADCF-A4333761B6FD
9222,30.92111857,GS-2,NA,6,NA,NA,16.799,19.73,F,NA,NA,NA,NA,Onv,NA,NA,NA,NA,09/21/2018 00:24:03,2.931,6.082,2.359,30.335,13.1913,9223,NA,NA,NA,NA,BNZ-3,16974D22-9416-459D-BB67-918B54A0907F
9224,90.97678493,BF6,NA,6,NA,1102,0,2.534,F,NA,NA,NA,NA,Onv,NA,NA,NA,NA,09/21/2018 00:32:16,2.534,4.8,1.717,6.6147,3.1009,9225,NA,NA,NA,NA,BNZ-3,C3656794-9999-4DDF-A6EB-BE9A7223F018
9226,88.06273599,BF6,NA,6,NA,NA,2.534,6.337,F,NA,NA,NA,NA,Onv,NA,NA,NA,NA,09/21/2018 00:34:56,3.803,4.971,1.55,10.034,3.9624,9227,NA,NA,NA,NA,BNZ-3,BB657556-B026-4E7D-8304-1F2BF34305AB
9228,22.8141124,BF6,NA,6,NA,NA,6.337,10.644,F,NA,NA,NA,NA,Onv,NA,NA,NA,NA,09/21/2018 00:38:13,4.307,4.4,1.879,18.2626,10.8251,9229,NA,NA,NA,NA,BNZ-3,F9DCA5FD-57B5-47D3-B7BD-E062C9F079F8
8272,81.48720425,GS-3,GSI1,3,1,NA,0,2.275,F,NA,NA,NA,NA,Onv,NA,NA,NA,Total length 76.41 cm. Melted badly. Bag 1 break at,05/18/2018 16:16:20,2.275,7.172,2.332,14.7473,4.3911,8273,NA,NA,NA,04/02/2015,BNZ-3,05BB7EA6-1CDF-4CA2-A7DE-6ABD140AE891
8274,82.40757439,GS-3,GSI1,3,1,NA,2.275,4.747,F,NA,NA,NA,NA,Onv,NA,NA,NA,Total length 76.41 cm. Melted badly. Bag 1 break at 19.01 cm.,05/18/2018 16:37:09,2.472,7.504,2.216,18.0975,4.8607,8275,NA,NA,NA,04/02/2015,BNZ-3,63CB32BC-700D-41B6-851E-375199F9E38A
8276,89.0761969,GS-3,GSI1,3,1,NA,4.747,7.316,F,NA,NA,NA,NA,Onv,NA,NA,NA,Total length 76.41 cm. Melted badly. Bag 1 break at 19.01 cm.,05/18/2018 16:40:48,2.569,7.782,3.001,31.4308,7.3593,8277,NA,NA,NA,04/02/2015,BNZ-3,AECAFDB1-0315-4544-98CA-96A438267A3A
8278,89.46956045,GS-3,GSI1,3,1,NA,7.316,10.702,F,NA,NA,NA,NA,Onv,NA,NA,NA,Total length 76.41 cm. Melted badly. Bag 1 break at 19.01 cm.,05/18/2018 16:43:42,3.386,7.881,2.576,29.4325,6.9539,8279,NA,NA,NA,04/02/2015,BNZ-3,129EE10A-28D2-4B72-B902-47964BB21064
8280,81.50925142,GS-3,GSI1,3,1,NA,10.702,13.279,F,NA,NA,NA,NA,Onv,NA,NA,NA,Total length 76.41 cm. Melted badly. Bag 1 break at 19.01 cm.,05/18/2018 16:45:47,2.577,7.853,2.287,30.5906,7.4576,8281,NA,NA,NA,04/02/2015,BNZ-3,CBE9A8D3-703F-4CA6-A390-AC9296BD7811
8282,23.78681224,GS-3,GSI1,3,1,NA,13.279,16.637,F,NA,NA,NA,NA,Onv,NA,NA,NA,Total length 76.41 cm. Melted badly. Bag 1 break at 19.01 cm.,05/18/2018 16:48:28,3.358,7.714,3.502,72.8452,28.5776,8283,NA,NA,NA,04/02/2015,BNZ-3,0E2F872B-71F3-4302-877E-85BA4AEF7A0F
8284,3.681358012,GS-3,GSI1,3,2,NA,16.637,19.551,F,NA,NA,NA,NA,Onv,NA,NA,NA,Total length 76.41 cm. Melted badly. Bag 2 break at 42.80 cm. Top bottom remarked,05/18/2018 16:51:28,2.914,7.594,3.3,70.0082,45.628,8285,NA,NA,NA,04/02/2015,BNZ-3,D3A2508A-AEFE-4674-8229-52A2425291AF
8286,5.093066067,GS-3,GSI1,3,2,NA,19.551,22.156,F,NA,NA,NA,NA,Onv,NA,NA,NA,Total length 76.41 cm. Melted badly. Bag 2 break at 42.80 cm. Top bottom remarked,05/18/2018 16:55:04,2.605,7.627,3.004,69.567,44.5908,8287,NA,NA,NA,04/02/2015,BNZ-3,4960E476-AEB9-4693-8D09-031BBEF84899
8288,8.755180192,GS-3,GSI1,3,2,NA,22.156,24.853,F,NA,NA,NA,NA,Onv,NA,NA,NA,Total length 76.41 cm. Melted badly. Bag 2 break at 42.80 cm. Top bottom remarked,05/18/2018 16:57:25,2.697,7.625,2.781,53.2431,33.152,8289,NA,NA,NA,04/02/2015,BNZ-3,C3700BC1-C277-46CC-9A30-979FB2FAE350
