SITE,tree.num_PICMAR,tree.num_BETNEO,tree.num_PICGLA,tree.num_POPBAL,tree.num_POPTRE,tree.num_PICEA,density_LARLAR,density_PICMAR,density_BETNEO,density_PICGLA,density_POPBAL,density_POPTRE,density_PICEA,ba_LARLAR,ba_PICMAR,ba_BETNEO,ba_PICGLA,ba_POPBAL,ba_POPTRE,ba_PICEA,bio_LARLAR,bio_PICMAR,bio_BETNEO,bio_PICGLA,bio_POPBAL,bio_POPTRE,bio_PICEA,decid.dens,conif.dens,decid.ba,conif.ba,decid.bio,conif.bio,rel.conif.dens,rel.conif.bio,rel.decid.dens,rel.decid.bio,D.Index,Class
GSI1,66.33333333333333,0,7.5,0,0,0,8.333333333333334e-4,0.6633333333333333,0,0.075,0,0,0,0.07079973333333334,11.164756616666667,0,2.6656073416666666,0,0,0,19.538578867480016,2967.2366665394534,0,771.9337029663097,0,0,0,0,0.7383333333333334,0,13.830363958333333,0,3739.1703695057627,1,1,0,0,0,Spruce
GSI2,8,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0.7909984999999999,0,0,0,0,0,0,221.64884102142804,0,0,0,0,0,0,0.08,0,0.7909984999999999,0,221.64884102142804,1,1,0,0,0,Spruce
GSI3,62.25,12.666666666666666,4.833333333333333,0,0,0,0.0033333333333333335,0.6224999999999999,0.12666666666666668,0.04833333333333333,0,0,0,0.21355781249999997,13.1316158875,6.882223708333333,1.5459556416666667,0,0,0,60.10004365749862,3430.909662849244,2859.0843042145193,425.52674765323576,0,0,0,0.12666666666666668,0.6708333333333334,6.882223708333333,14.677571529166666,2859.0843042145193,3856.4364105024797,0.8419423640125122,0.6261827072354065,0.1580576359874878,0.3738172927645935,0.26593746437604066,Spruce
GSM1,24.416666666666668,0,0,0,0,0,0,0.24416666666666667,0,0,0,0,0,0,4.3290279625,0,0,0,0,0,0,1148.4929316241778,0,0,0,0,0,0,0.24416666666666667,0,4.3290279625,0,1148.4929316241778,1,1,0,0,0,Spruce
GSM2,40.916666666666664,0,0,0,0,0,0,0.4091666666666667,0,0,0,0,0,0,22.12730589583333,0,0,0,0,0,0,5349.3894882334625,0,0,0,0,0,0,0.4091666666666667,0,22.12730589583333,0,5349.3894882334625,1,1,0,0,0,Spruce
GSM3,39.666666666666664,0,0.4166666666666667,0,0,0,0.06833333333333333,0.39666666666666667,0,0.004166666666666667,0,0,0,1.0515881249999999,5.581383341666666,0,0.032061491666666664,0,0,0,267.7976463306856,1501.6084897454296,0,6.331062787228066,0,0,0,0,0.4008333333333333,0,5.613444833333333,0,1507.9395525326577,1,1,0,0,0,Spruce
GSM4,45.5,0.9166666666666666,0,0,0,0,0,0.455,0.009166666666666667,0,0,0,0,0,11.1486015,0.21857846666666667,0,0,0,0,0,2857.690855212745,79.01787170787735,0,0,0,0,0.009166666666666667,0.455,0.21857846666666667,11.1486015,79.01787170787735,2857.690855212745,0.982263467833183,0.9751158746217745,0.01773653216681703,0.02488412537822543,0.02131032877252123,Spruce
GSM5,22.25,0.16666666666666666,0,0,0,0,0,0.2225,0.0016666666666666668,0,0,0,0,0,4.519321883333333,0.009556916666666667,0,0,0,0,0,1168.638819047192,2.6660669291424184,0,0,0,0,0.0016666666666666668,0.2225,0.009556916666666667,4.519321883333333,2.6660669291424184,1168.638819047192,0.9946180555555556,0.9981273936431289,0.0053819444444444435,0.0018726063568710964,0.00362727540065777,Spruce
LGI1,7.166666666666667,0,5.75,0,0,0,0,0.07166666666666667,0,0.0575,0,0,0,0,1.5390694249999999,0,1.5699199375,0,0,0,0,400.9644598305644,0,428.2889791696181,0,0,0,0,0.12916666666666668,0,3.1089893625,0,829.2534390001825,1,1,0,0,0,Spruce
LGI2,11.666666666666666,5.666666666666667,3.0833333333333335,0,0.08333333333333333,0,0,0.11666666666666667,0.05666666666666667,0.030833333333333334,0,8.333333333333334e-4,0,0,10.128682116666667,3.310123183333333,0.9474439166666666,0,0.08656864583333333,0,0,2350.317110548247,1327.1932638231472,265.8819486105802,0,27.888467564876425,0,0.0575,0.1475,3.3966918291666666,11.076126033333333,1355.0817313880236,2616.1990591588274,0.7159348027755736,0.6676590512379369,0.2840651972244264,0.3323409487620631,0.3082030729932448,Spruce
