"","UniqueID","SITE","PLOT","SPECIES","TREE","DBH.new","DBH_change","year_difference","Notes"
"1","BDI1_1_27","BDI1","1","BETNEO","27",4.3,-0.100000000000001,4,"4.4 -> 4.3 from 2014-2018"
"2","BDI1_1_31","BDI1","1","POPTRE","31",6.5,-0.0999999999999996,4,"6.6 -> 6.5 from 2014-2018"
"3","BDI1_1_33","BDI1","1","BETNEO","33",4.6,0,4,"4.6 -> 4.6 from 2014-2018"
"4","BDI1_1_35","BDI1","1","BETNEO","35",3.5,0,4,"3.5 -> 3.5 from 2014-2018"
"5","BDI1_1_40","BDI1","1","BETNEO","40",3.4,0,4,"3.4 -> 3.4 from 2014-2018"
"6","BDI1_1_41","BDI1","1","BETNEO","41",4.3,0,4,"4.3 -> 4.3 from 2014-2018"
"7","BDI1_1_43","BDI1","1","BETNEO","43",2.8,0,4,"2.8 -> 2.8 from 2014-2018"
"8","BDI1_1_51","BDI1","1","POPTRE","51",5.4,-0.899999999999999,4,"6.3 -> 5.4 from 2014-2018"
"9","BDI1_1_53","BDI1","1","BETNEO","53",3,0,4,"3 -> 3 from 2014-2018"
"10","BDI1_1_56","BDI1","1","POPTRE","56",3.2,-0.3,4,"3.5 -> 3.2 from 2014-2018"
"11","BDI1_1_59","BDI1","1","BETNEO","59",2.8,0,4,"2.8 -> 2.8 from 2014-2018"
"12","BDI1_1_70","BDI1","1","BETNEO","70",3.4,0,4,"3.4 -> 3.4 from 2014-2018"
"13","BDI1_1_72","BDI1","1","BETNEO","72",2.8,0,4,"2.8 -> 2.8 from 2014-2018"
"14","BDI1_1_82","BDI1","1","BETNEO","82",3.4,0,4,"3.4 -> 3.4 from 2014-2018"
"15","BDI1_11_667","BDI1","11","POPTRE","667",4.7,0,4,"4.7 -> 4.7 from 2014-2018"
"16","BDI1_11_670","BDI1","11","POPTRE","670",4,-0.0999999999999996,4,"4.1 -> 4 from 2014-2018"
"17","BDI1_11_700","BDI1","11","BETNEO","700",6.3,-0.7,4,"7 -> 6.3 from 2014-2018"
"18","BDI1_11_704","BDI1","11","BETNEO","704",5.4,0,4,"5.4 -> 5.4 from 2014-2018"
"19","BDI1_11_707","BDI1","11","BETNEO","707",2.6,0,4,"2.6 -> 2.6 from 2014-2018"
"20","BDI1_11_710","BDI1","11","BETNEO","710",3.5,0,4,"3.5 -> 3.5 from 2014-2018"
"21","BDI1_11_714","BDI1","11","BETNEO","714",2.6,0,4,"2.6 -> 2.6 from 2014-2018"
"22","BDI1_11_716","BDI1","11","BETNEO","716",2.8,0,4,"2.8 -> 2.8 from 2014-2018"
"23","BDI1_11_718","BDI1","11","BETNEO","718",3,0,4,"3 -> 3 from 2014-2018"
"24","BDI1_12_744","BDI1","12","BETNEO","744",3.3,0,4,"3.3 -> 3.3 from 2014-2018"
"25","BDI1_12_748","BDI1","12","BETNEO","748",3.3,0,4,"3.3 -> 3.3 from 2014-2018"
"26","BDI1_12_749","BDI1","12","BETNEO","749",5.3,0,4,"5.3 -> 5.3 from 2014-2018"
"27","BDI1_12_755","BDI1","12","BETNEO","755",5,0,4,"5 -> 5 from 2014-2018"
"28","BDI1_12_759","BDI1","12","BETNEO","759",6,0,4,"6 -> 6 from 2014-2018"
"29","BDI1_12_767","BDI1","12","BETNEO","767",6.1,0,4,"6.1 -> 6.1 from 2014-2018"
"30","BDI1_12_768","BDI1","12","BETNEO","768",5.7,0,4,"5.7 -> 5.7 from 2014-2018"
"31","BDI1_12_770","BDI1","12","BETNEO","770",4.5,0,4,"4.5 -> 4.5 from 2014-2018"
"32","BDI1_12_772","BDI1","12","BETNEO","772",3.7,0,4,"3.7 -> 3.7 from 2014-2018"
"33","BDI1_12_774","BDI1","12","BETNEO","774",5.5,-0.0999999999999996,4,"5.6 -> 5.5 from 2014-2018"
"34","BDI1_12_780","BDI1","12","PICMAR","780",6.5,-0.4,4,"6.9 -> 6.5 from 2014-2018"
"35","BDI1_12_784","BDI1","12","POPTRE","784",3.4,0,4,"3.4 -> 3.4 from 2014-2018"
"36","BDI1_12_795","BDI1","12","BETNEO","795",6.3,0,4,"6.3 -> 6.3 from 2014-2018"
"37","BDI1_12_800","BDI1","12","BETNEO","800",3.2,0,4,"3.2 -> 3.2 from 2014-2018"
"38","BDI1_12_803","BDI1","12","POPTRE","803",3,0,4,"3 -> 3 from 2014-2018"
"39","BDI1_12_817","BDI1","12","BETNEO","817",2.7,0,4,"2.7 -> 2.7 from 2014-2018"
"40","BDI1_13_1413","BDI1","13","BETNEO","1413",5.2,0,4,"5.2 -> 5.2 from 2014-2018"
"41","BDI1_13_827","BDI1","13","BETNEO","827",6.1,0,4,"6.1 -> 6.1 from 2014-2018"
"42","BDI1_13_828","BDI1","13","BETNEO","828",5.1,0,4,"5.1 -> 5.1 from 2014-2018"
"43","BDI1_13_829","BDI1","13","BETNEO","829",4.2,0,4,"4.2 -> 4.2 from 2014-2018"
"44","BDI1_13_831","BDI1","13","BETNEO","831",13.5,-0.0999999999999996,4,"13.6 -> 13.5 from 2014-2018"
"45","BDI1_13_847","BDI1","13","BETNEO","847",2.5,0,4,"2.5 -> 2.5 from 2014-2018"
"46","BDI1_13_848","BDI1","13","BETNEO","848",4.6,0,4,"4.6 -> 4.6 from 2014-2018"
"47","BDI1_13_854","BDI1","13","BETNEO","854",4.9,0,4,"4.9 -> 4.9 from 2014-2018"
"48","BDI1_13_855","BDI1","13","BETNEO","855",3,0,4,"3 -> 3 from 2014-2018"
"49","BDI1_13_858","BDI1","13","BETNEO","858",3,0,4,"3 -> 3 from 2014-2018"
"50","BDI1_13_860","BDI1","13","BETNEO","860",6.2,0,4,"6.2 -> 6.2 from 2014-2018"
"51","BDI1_13_863","BDI1","13","BETNEO","863",3.8,0,4,"3.8 -> 3.8 from 2014-2018"
"52","BDI1_13_866","BDI1","13","BETNEO","866",4.3,0,4,"4.3 -> 4.3 from 2014-2018"
"53","BDI1_13_878","BDI1","13","BETNEO","878",3.4,0,4,"3.4 -> 3.4 from 2014-2018"
"54","BDI1_13_880","BDI1","13","BETNEO","880",3.3,0,4,"3.3 -> 3.3 from 2014-2018"
"55","BDI1_13_884","BDI1","13","BETNEO","884",7.3,0,4,"7.3 -> 7.3 from 2014-2018"
"56","BDI1_13_890","BDI1","13","BETNEO","890",2.8,0,4,"2.8 -> 2.8 from 2014-2018"
"57","BDI1_13_897","BDI1","13","BETNEO","897",2.5,0,4,"2.5 -> 2.5 from 2014-2018"
"58","BDI1_13_899","BDI1","13","BETNEO","899",3.5,0,4,"3.5 -> 3.5 from 2014-2018"
"59","BDI1_14_911","BDI1","14","BETNEO","911",3.2,0,4,"3.2 -> 3.2 from 2014-2018"
"60","BDI1_14_913","BDI1","14","BETNEO","913",5.1,0,4,"5.1 -> 5.1 from 2014-2018"
"61","BDI1_14_921","BDI1","14","BETNEO","921",8.5,0,4,"8.5 -> 8.5 from 2014-2018"
"62","BDI1_14_926","BDI1","14","BETNEO","926",9.8,0,4,"9.8 -> 9.8 from 2014-2018"
"63","BDI1_14_929","BDI1","14","BETNEO","929",4.2,0,4,"4.2 -> 4.2 from 2014-2018"
"64","BDI1_14_936","BDI1","14","BETNEO","936",6,0,4,"6 -> 6 from 2014-2018"
"65","BDI1_14_938","BDI1","14","BETNEO","938",6.2,-0.6,4,"6.8 -> 6.2 from 2014-2018"
"66","BDI1_14_940","BDI1","14","BETNEO","940",4.5,0,4,"4.5 -> 4.5 from 2014-2018"
"67","BDI1_14_952","BDI1","14","BETNEO","952",6.7,0,4,"6.7 -> 6.7 from 2014-2018"
"68","BDI1_14_958","BDI1","14","BETNEO","958",5,0,4,"5 -> 5 from 2014-2018"
"69","BDI1_14_959","BDI1","14","BETNEO","959",5,0,4,"5 -> 5 from 2014-2018"
"70","BDI1_14_964","BDI1","14","BETNEO","964",4.1,-0.100000000000001,4,"4.2 -> 4.1 from 2014-2018"
"71","BDI1_14_965","BDI1","14","BETNEO","965",3.9,0,4,"3.9 -> 3.9 from 2014-2018"
"72","BDI1_14_975","BDI1","14","BETNEO","975",3.4,0,4,"3.4 -> 3.4 from 2014-2018"
"73","BDI1_14_976","BDI1","14","BETNEO","976",4.9,0,4,"4.9 -> 4.9 from 2014-2018"
"74","BDI1_14_983","BDI1","14","BETNEO","983",5.3,0,4,"5.3 -> 5.3 from 2014-2018"
"75","BDI1_14_985","BDI1","14","BETNEO","985",5.6,0,4,"5.6 -> 5.6 from 2014-2018"
"76","BDI1_14_987","BDI1","14","BETNEO","987",4.1,0,4,"4.1 -> 4.1 from 2014-2018"
"77","BDI1_14_988","BDI1","14","BETNEO","988",4.6,-0.9,4,"5.5 -> 4.6 from 2014-2018"
"78","BDI1_14_991","BDI1","14","BETNEO","991",5.4,0,4,"5.4 -> 5.4 from 2014-2018"
"79","BDI1_14_993","BDI1","14","BETNEO","993",5.8,0,4,"5.8 -> 5.8 from 2014-2018"
"80","BDI1_2_101","BDI1","2","POPTRE","101",5.8,-0.2,4,"6 -> 5.8 from 2014-2018"
"81","BDI1_2_116","BDI1","2","POPTRE","116",4.2,0,4,"4.2 -> 4.2 from 2014-2018"
"82","BDI1_2_85","BDI1","2","BETNEO","85",3.5,0,4,"3.5 -> 3.5 from 2014-2018"
"83","BDI1_2_89","BDI1","2","BETNEO","89",4.5,0,4,"4.5 -> 4.5 from 2014-2018"
"84","BDI1_2_92","BDI1","2","BETNEO","92",3.3,0,4,"3.3 -> 3.3 from 2014-2018"
"85","BDI1_2_95","BDI1","2","POPTRE","95",3.2,-1.3,4,"4.5 -> 3.2 from 2014-2018"
"86","BDI1_2_97","BDI1","2","POPTRE","97",4,0,4,"4 -> 4 from 2014-2018"
"87","BDI1_3_146","BDI1","3","POPTRE","146",4,-0.0999999999999996,4,"4.1 -> 4 from 2014-2018"
"88","BDI1_3_159","BDI1","3","POPTRE","159",4.2,-0.2,4,"4.4 -> 4.2 from 2014-2018"
"89","BDI1_3_165","BDI1","3","BETNEO","165",5.1,0,4,"5.1 -> 5.1 from 2014-2018"
"90","BDI1_3_167","BDI1","3","BETNEO","167",4.2,0,4,"4.2 -> 4.2 from 2014-2018"
"91","BDI1_3_171","BDI1","3","BETNEO","171",3.7,0,4,"3.7 -> 3.7 from 2014-2018"
"92","BDI1_4_175","BDI1","4","BETNEO","175",6.2,-0.3,4,"6.5 -> 6.2 from 2014-2018"
"93","BDI1_4_177","BDI1","4","BETNEO","177",8.2,0,4,"8.2 -> 8.2 from 2014-2018"
"94","BDI1_4_179","BDI1","4","BETNEO","179",7.2,-0.3,4,"7.5 -> 7.2 from 2014-2018"
"95","BDI1_4_180","BDI1","4","BETNEO","180",4,0,4,"4 -> 4 from 2014-2018"
"96","BDI1_4_183","BDI1","4","BETNEO","183",5.2,0,4,"5.2 -> 5.2 from 2014-2018"
"97","BDI1_4_188","BDI1","4","BETNEO","188",5.9,-0.0999999999999996,4,"6 -> 5.9 from 2014-2018"
"98","BDI1_4_189","BDI1","4","BETNEO","189",3.7,0,4,"3.7 -> 3.7 from 2014-2018"
"99","BDI1_4_192","BDI1","4","BETNEO","192",5,0,4,"5 -> 5 from 2014-2018"
"100","BDI1_4_194","BDI1","4","BETNEO","194",5.4,0,4,"5.4 -> 5.4 from 2014-2018"
"101","BDI1_4_196","BDI1","4","BETNEO","196",6.4,0,4,"6.4 -> 6.4 from 2014-2018"
"102","BDI1_4_201","BDI1","4","BETNEO","201",7.7,0,4,"7.7 -> 7.7 from 2014-2018"
"103","BDI1_4_210","BDI1","4","BETNEO","210",3,0,4,"3 -> 3 from 2014-2018"
"104","BDI1_4_213","BDI1","4","BETNEO","213",3.8,0,4,"3.8 -> 3.8 from 2014-2018"
"105","BDI1_4_214","BDI1","4","BETNEO","214",7.1,-0.100000000000001,4,"7.2 -> 7.1 from 2014-2018"
"106","BDI1_4_217","BDI1","4","BETNEO","217",6.7,-0.0999999999999996,4,"6.8 -> 6.7 from 2014-2018"
"107","BDI1_4_220","BDI1","4","BETNEO","220",8.1,0,4,"8.1 -> 8.1 from 2014-2018"
"108","BDI1_4_221","BDI1","4","BETNEO","221",5.6,0,4,"5.6 -> 5.6 from 2014-2018"
"109","BDI1_4_225","BDI1","4","BETNEO","225",4.3,0,4,"4.3 -> 4.3 from 2014-2018"
"110","BDI1_4_226","BDI1","4","BETNEO","226",3.5,0,4,"3.5 -> 3.5 from 2014-2018"
"111","BDI1_4_227","BDI1","4","BETNEO","227",6.3,0,4,"6.3 -> 6.3 from 2014-2018"
"112","BDI1_4_231","BDI1","4","BETNEO","231",5.5,0,4,"5.5 -> 5.5 from 2014-2018"
"113","BDI1_4_234","BDI1","4","BETNEO","234",9.2,0,4,"9.2 -> 9.2 from 2014-2018"
"114","BDI1_4_236","BDI1","4","BETNEO","236",3.8,0,4,"3.8 -> 3.8 from 2014-2018"
"115","BDI1_4_237","BDI1","4","BETNEO","237",3.2,0,4,"3.2 -> 3.2 from 2014-2018"
"116","BDI1_4_238","BDI1","4","BETNEO","238",4.5,0,4,"4.5 -> 4.5 from 2014-2018"
"117","BDI1_4_239","BDI1","4","BETNEO","239",3.4,0,4,"3.4 -> 3.4 from 2014-2018"
"118","BDI1_4_240","BDI1","4","BETNEO","240",6.5,0,4,"6.5 -> 6.5 from 2014-2018"
"119","BDI1_4_241","BDI1","4","BETNEO","241",7.4,-0.199999999999999,4,"7.6 -> 7.4 from 2014-2018"
"120","BDI1_4_248","BDI1","4","BETNEO","248",5.1,0,4,"5.1 -> 5.1 from 2014-2018"
"121","BDI1_4_250","BDI1","4","BETNEO","250",5.1,0,4,"5.1 -> 5.1 from 2014-2018"
"122","BDI1_4_252","BDI1","4","BETNEO","252",5.1,0,4,"5.1 -> 5.1 from 2014-2018"
"123","BDI1_6_263","BDI1","6","BETNEO","263",6.1,0,4,"6.1 -> 6.1 from 2014-2018"
"124","BDI1_6_272","BDI1","6","BETNEO","272",8.5,0,4,"8.5 -> 8.5 from 2014-2018"
"125","BDI1_6_277","BDI1","6","BETNEO","277",5.2,0,4,"5.2 -> 5.2 from 2014-2018"
"126","BDI1_6_282","BDI1","6","BETNEO","282",7.9,0,4,"7.9 -> 7.9 from 2014-2018"
"127","BDI1_6_285","BDI1","6","BETNEO","285",4.6,0,4,"4.6 -> 4.6 from 2014-2018"
"128","BDI1_6_286","BDI1","6","BETNEO","286",7.4,0,4,"7.4 -> 7.4 from 2014-2018"
"129","BDI1_6_287","BDI1","6","BETNEO","287",5.6,0,4,"5.6 -> 5.6 from 2014-2018"
"130","BDI1_6_288","BDI1","6","BETNEO","288",7.4,0,4,"7.4 -> 7.4 from 2014-2018"
"131","BDI1_6_292","BDI1","6","BETNEO","292",5.8,0,4,"5.8 -> 5.8 from 2014-2018"
"132","BDI1_6_293","BDI1","6","BETNEO","293",4.7,0,4,"4.7 -> 4.7 from 2014-2018"
"133","BDI1_6_298","BDI1","6","BETNEO","298",2.9,-0.1,4,"3 -> 2.9 from 2014-2018"
"134","BDI1_6_299","BDI1","6","BETNEO","299",5.5,-0.0999999999999996,4,"5.6 -> 5.5 from 2014-2018"
"135","BDI1_6_300","BDI1","6","BETNEO","300",3.8,0,4,"3.8 -> 3.8 from 2014-2018"
"136","BDI1_6_306","BDI1","6","BETNEO","306",5.4,0,4,"5.4 -> 5.4 from 2014-2018"
"137","BDI1_6_311","BDI1","6","BETNEO","311",6.1,0,4,"6.1 -> 6.1 from 2014-2018"
"138","BDI1_6_312","BDI1","6","BETNEO","312",5.4,-0.0999999999999996,4,"5.5 -> 5.4 from 2014-2018"
"139","BDI1_6_320","BDI1","6","BETNEO","320",8.7,0,4,"8.7 -> 8.7 from 2014-2018"
"140","BDI1_6_321","BDI1","6","BETNEO","321",4,0,4,"4 -> 4 from 2014-2018"
"141","BDI1_6_322","BDI1","6","BETNEO","322",5,0,4,"5 -> 5 from 2014-2018"
"142","BDI1_6_328","BDI1","6","BETNEO","328",7.4,0,4,"7.4 -> 7.4 from 2014-2018"
"143","BDI1_6_334","BDI1","6","BETNEO","334",3,0,4,"3 -> 3 from 2014-2018"
"144","BDI1_6_336","BDI1","6","BETNEO","336",6.3,0,4,"6.3 -> 6.3 from 2014-2018"
"145","BDI1_6_341","BDI1","6","BETNEO","341",3,0,4,"3 -> 3 from 2014-2018"
"146","BDI1_6_345","BDI1","6","BETNEO","345",6.7,-0.0999999999999996,4,"6.8 -> 6.7 from 2014-2018"
"147","BDI1_7_355","BDI1","7","BETNEO","355",4.1,0,4,"4.1 -> 4.1 from 2014-2018"
"148","BDI1_7_362","BDI1","7","BETNEO","362",6.2,0,4,"6.2 -> 6.2 from 2014-2018"
"149","BDI1_7_371","BDI1","7","BETNEO","371",4.2,0,4,"4.2 -> 4.2 from 2014-2018"
"150","BDI1_7_373","BDI1","7","BETNEO","373",4.5,0,4,"4.5 -> 4.5 from 2014-2018"
"151","BDI1_7_379","BDI1","7","BETNEO","379",2.7,0,4,"2.7 -> 2.7 from 2014-2018"
"152","BDI1_7_381","BDI1","7","BETNEO","381",5.3,-4,4,"9.3 -> 5.3 from 2014-2018"
"153","BDI1_7_384","BDI1","7","BETNEO","384",6,0,4,"6 -> 6 from 2014-2018"
"154","BDI1_7_386","BDI1","7","BETNEO","386",3.9,0,4,"3.9 -> 3.9 from 2014-2018"
"155","BDI1_7_388","BDI1","7","BETNEO","388",4.1,0,4,"4.1 -> 4.1 from 2014-2018"
"156","BDI1_7_403","BDI1","7","BETNEO","403",4.6,0,4,"4.6 -> 4.6 from 2014-2018"
"157","BDI1_7_407","BDI1","7","BETNEO","407",5.3,0,4,"5.3 -> 5.3 from 2014-2018"
"158","BDI1_7_408","BDI1","7","BETNEO","408",4.3,0,4,"4.3 -> 4.3 from 2014-2018"
"159","BDI1_7_409","BDI1","7","BETNEO","409",6.7,0,4,"6.7 -> 6.7 from 2014-2018"
"160","BDI1_7_410","BDI1","7","BETNEO","410",6.6,0,4,"6.6 -> 6.6 from 2014-2018"
"161","BDI1_8_538","BDI1","8","POPTRE","538",4.7,0,4,"4.7 -> 4.7 from 2014-2018"
"162","BDI1_8_541","BDI1","8","POPTRE","541",5.9,0,4,"5.9 -> 5.9 from 2014-2018"
"163","BDI1_8_542","BDI1","8","POPTRE","542",4.6,-0.100000000000001,4,"4.7 -> 4.6 from 2014-2018"
"164","BDI1_8_554","BDI1","8","BETNEO","554",4.2,0,4,"4.2 -> 4.2 from 2014-2018"
"165","BDI1_8_561","BDI1","8","POPTRE","561",5.5,-0.0999999999999996,4,"5.6 -> 5.5 from 2014-2018"
"166","BDI1_8_565","BDI1","8","BETNEO","565",3.9,0,4,"3.9 -> 3.9 from 2014-2018"
"167","BDI1_8_567","BDI1","8","BETNEO","567",5.9,0,4,"5.9 -> 5.9 from 2014-2018"
"168","BDI1_8_577","BDI1","8","BETNEO","577",3.5,0,4,"3.5 -> 3.5 from 2014-2018"
"169","BDI1_8_581","BDI1","8","BETNEO","581",5.5,0,4,"5.5 -> 5.5 from 2014-2018"
"170","BDI1_8_587","BDI1","8","BETNEO","587",3.5,0,4,"3.5 -> 3.5 from 2014-2018"
"171","BDI1_8_592","BDI1","8","BETNEO","592",4.5,0,4,"4.5 -> 4.5 from 2014-2018"
"172","BDI1_8_596","BDI1","8","BETNEO","596",3.6,0,4,"3.6 -> 3.6 from 2014-2018"
"173","BDI1_8_598","BDI1","8","BETNEO","598",5.2,0,4,"5.2 -> 5.2 from 2014-2018"
"174","BDI1_8_600","BDI1","8","BETNEO","600",5,0,4,"5 -> 5 from 2014-2018"
"175","BDI1_9_610","BDI1","9","BETNEO","610",5.5,0,4,"5.5 -> 5.5 from 2014-2018"
"176","BDI1_9_617","BDI1","9","BETNEO","617",3,0,4,"3 -> 3 from 2014-2018"
"177","BDI1_9_623","BDI1","9","BETNEO","623",5.1,0,4,"5.1 -> 5.1 from 2014-2018"
"178","BDI1_9_627","BDI1","9","BETNEO","627",8,-0.4,4,"8.4 -> 8 from 2014-2018"
"179","BDI1_9_631","BDI1","9","BETNEO","631",4.2,0,4,"4.2 -> 4.2 from 2014-2018"
"180","BDI1_9_633","BDI1","9","POPTRE","633",3.5,0,4,"3.5 -> 3.5 from 2014-2018"
"181","BDI1_9_634","BDI1","9","POPTRE","634",5.8,-0.100000000000001,4,"5.9 -> 5.8 from 2014-2018"
"182","BDI1_9_636","BDI1","9","BETNEO","636",3,0,4,"3 -> 3 from 2014-2018"
"183","BDI1_9_639","BDI1","9","BETNEO","639",4.5,0,4,"4.5 -> 4.5 from 2014-2018"
"184","BDI1_9_642","BDI1","9","BETNEO","642",4.5,0,4,"4.5 -> 4.5 from 2014-2018"
"185","BDI1_9_643","BDI1","9","BETNEO","643",3.8,-0.1,4,"3.9 -> 3.8 from 2014-2018"
"186","BDI1_9_644","BDI1","9","BETNEO","644",6.7,-0.8,4,"7.5 -> 6.7 from 2014-2018"
"187","BDI1_9_648","BDI1","9","BETNEO","648",4.3,0,4,"4.3 -> 4.3 from 2014-2018"
"188","BDI1_9_650","BDI1","9","BETNEO","650",3.7,0,4,"3.7 -> 3.7 from 2014-2018"
"189","BDI1_9_657","BDI1","9","BETNEO","657",13.7,0,4,"13.7 -> 13.7 from 2014-2018"
"190","BDI1_9_662","BDI1","9","BETNEO","662",2.8,0,4,"2.8 -> 2.8 from 2014-2018"
"191","BDI1_9_663","BDI1","9","BETNEO","663",5,0,4,"5 -> 5 from 2014-2018"
"192","BDI2_1_102","BDI2","1","BETNEO","102",2.9,0,4,"2.9 -> 2.9 from 2014-2018"
"193","BDI2_1_114","BDI2","1","BETNEO","114",2.7,0,4,"2.7 -> 2.7 from 2014-2018"
"194","BDI2_1_51","BDI2","1","BETNEO","51",3.1,0,4,"3.1 -> 3.1 from 2014-2018"
"195","BDI2_1_55","BDI2","1","BETNEO","55",3.3,0,4,"3.3 -> 3.3 from 2014-2018"
"196","BDI2_1_68","BDI2","1","BETNEO","68",2.9,0,4,"2.9 -> 2.9 from 2014-2018"
"197","BDI2_1_75","BDI2","1","BETNEO","75",3.7,0,4,"3.7 -> 3.7 from 2014-2018"
"198","BDI2_1_81","BDI2","1","BETNEO","81",3.6,0,4,"3.6 -> 3.6 from 2014-2018"
"199","BDI2_1_90","BDI2","1","BETNEO","90",3.5,0,4,"3.5 -> 3.5 from 2014-2018"
"200","BDI2_1_99","BDI2","1","BETNEO","99",4.1,0,4,"4.1 -> 4.1 from 2014-2018"
"201","BDI2_11_967","BDI2","11","BETNEO","967",2.8,0,4,"2.8 -> 2.8 from 2014-2018"
"202","BDI2_11_968","BDI2","11","BETNEO","968",6.5,-0.4,4,"6.9 -> 6.5 from 2014-2018"
"203","BDI2_12_1157","BDI2","12","BETNEO","1157",4.1,0,4,"4.1 -> 4.1 from 2014-2018"
"204","BDI2_12_1167","BDI2","12","BETNEO","1167",3.7,0,4,"3.7 -> 3.7 from 2014-2018"
"205","BDI2_12_1171","BDI2","12","BETNEO","1171",3.2,0,4,"3.2 -> 3.2 from 2014-2018"
"206","BDI2_12_1176","BDI2","12","BETNEO","1176",3.5,0,4,"3.5 -> 3.5 from 2014-2018"
"207","BDI2_12_1179","BDI2","12","BETNEO","1179",3,0,4,"3 -> 3 from 2014-2018"
"208","BDI2_12_1186","BDI2","12","BETNEO","1186",3.3,0,4,"3.3 -> 3.3 from 2014-2018"
"209","BDI2_13_1203","BDI2","13","BETNEO","1203",4.1,-0.100000000000001,4,"4.2 -> 4.1 from 2014-2018"
"210","BDI2_13_1210","BDI2","13","BETNEO","1210",6.5,0,4,"6.5 -> 6.5 from 2014-2018"
"211","BDI2_13_1213","BDI2","13","BETNEO","1213",4.1,-0.100000000000001,4,"4.2 -> 4.1 from 2014-2018"
"212","BDI2_13_1234","BDI2","13","BETNEO","1234",2.9,0,4,"2.9 -> 2.9 from 2014-2018"
"213","BDI2_13_1242","BDI2","13","BETNEO","1242",3,0,4,"3 -> 3 from 2014-2018"
"214","BDI2_13_1247","BDI2","13","BETNEO","1247",2.8,0,4,"2.8 -> 2.8 from 2014-2018"
"215","BDI2_13_1252","BDI2","13","BETNEO","1252",2.6,0,4,"2.6 -> 2.6 from 2014-2018"
"216","BDI2_13_1261","BDI2","13","BETNEO","1261",3.9,0,4,"3.9 -> 3.9 from 2014-2018"
"217","BDI2_14_1265","BDI2","14","BETNEO","1265",4.1,0,4,"4.1 -> 4.1 from 2014-2018"
"218","BDI2_14_1267","BDI2","14","BETNEO","1267",3.6,0,4,"3.6 -> 3.6 from 2014-2018"
"219","BDI2_14_1275","BDI2","14","BETNEO","1275",3,0,4,"3 -> 3 from 2014-2018"
"220","BDI2_14_1276","BDI2","14","BETNEO","1276",4.4,0,4,"4.4 -> 4.4 from 2014-2018"
"221","BDI2_14_1278","BDI2","14","BETNEO","1278",2.8,-3.1,4,"5.9 -> 2.8 from 2014-2018"
"222","BDI2_14_1280","BDI2","14","BETNEO","1280",3.2,0,4,"3.2 -> 3.2 from 2014-2018"
"223","BDI2_14_1281","BDI2","14","BETNEO","1281",2.7,0,4,"2.7 -> 2.7 from 2014-2018"
"224","BDI2_14_1292","BDI2","14","BETNEO","1292",3.3,0,4,"3.3 -> 3.3 from 2014-2018"
"225","BDI2_14_1297","BDI2","14","BETNEO","1297",3,0,4,"3 -> 3 from 2014-2018"
"226","BDI2_14_1452","BDI2","14","BETNEO","1452",3.6,-0.1,4,"3.7 -> 3.6 from 2014-2018"
"227","BDI2_14_1460","BDI2","14","BETNEO","1460",2.4,-0.1,4,"2.5 -> 2.4 from 2014-2018"
"228","BDI2_14_1462","BDI2","14","BETNEO","1462",3.3,0,4,"3.3 -> 3.3 from 2014-2018"
"229","BDI2_14_1463","BDI2","14","BETNEO","1463",4,0,4,"4 -> 4 from 2014-2018"
"230","BDI2_14_1489","BDI2","14","BETNEO","1489",3.3,-0.2,4,"3.5 -> 3.3 from 2014-2018"
"231","BDI2_2_141","BDI2","2","BETNEO","141",3.3,0,4,"3.3 -> 3.3 from 2014-2018"
"232","BDI2_2_147","BDI2","2","BETNEO","147",4.3,-0.9,4,"5.2 -> 4.3 from 2014-2018"
"233","BDI2_2_150","BDI2","2","BETNEO","150",3,0,4,"3 -> 3 from 2014-2018"
"234","BDI2_2_155","BDI2","2","BETNEO","155",3.3,0,4,"3.3 -> 3.3 from 2014-2018"
"235","BDI2_2_161","BDI2","2","BETNEO","161",2.5,0,4,"2.5 -> 2.5 from 2014-2018"
"236","BDI2_2_174","BDI2","2","BETNEO","174",2.7,0,4,"2.7 -> 2.7 from 2014-2018"
"237","BDI2_2_180","BDI2","2","BETNEO","180",2.5,0,4,"2.5 -> 2.5 from 2014-2018"
"238","BDI2_2_181","BDI2","2","BETNEO","181",3.1,0,4,"3.1 -> 3.1 from 2014-2018"
"239","BDI2_2_182","BDI2","2","BETNEO","182",2.7,0,4,"2.7 -> 2.7 from 2014-2018"
"240","BDI2_2_183","BDI2","2","BETNEO","183",3.7,0,4,"3.7 -> 3.7 from 2014-2018"
"241","BDI2_2_187","BDI2","2","BETNEO","187",4.8,0,4,"4.8 -> 4.8 from 2014-2018"
"242","BDI2_2_188","BDI2","2","BETNEO","188",3,0,4,"3 -> 3 from 2014-2018"
"243","BDI2_2_200","BDI2","2","BETNEO","200",4.4,0,4,"4.4 -> 4.4 from 2014-2018"
"244","BDI2_2_201","BDI2","2","BETNEO","201",2.3,-0.1,4,"2.4 -> 2.3 from 2014-2018"
"245","BDI2_2_203","BDI2","2","BETNEO","203",2.6,0,4,"2.6 -> 2.6 from 2014-2018"
"246","BDI2_2_209","BDI2","2","BETNEO","209",3.1,0,4,"3.1 -> 3.1 from 2014-2018"
"247","BDI2_2_214","BDI2","2","BETNEO","214",2.6,0,4,"2.6 -> 2.6 from 2014-2018"
