site,cover_code,LTER_code,USDA_code,genus,species,subspecies_var,year
BCEFM2,2,ARCLAT,ARLA2,Arctagrostis,latifolia,,2013
BCEFM2,3,AULPAL,AUPA70,Aulacomnium,palustre,,2013
BCEFM2,2,AULTUR,AUTU70,Aulacomnium,turgidum,,2013
BCEFM2,3,BETNAN,BENA,Betula,nana,,2013
BCEFM2,2,CALCAN,CACA4,Calamagrostis,canadensis,,2013
BCEFM2,2,CARBIG,CABI5,Carex,bigelowii,,2013
BCEFM2,2,CHACAL,CHCA2,Chamaedaphne,calyculata,,2013
BCEFM2,2,CLADISP,CLADI3,Cladina,,,2013
BCEFM2,2,CLAGRA,CLGR13,Cladonia,gracilis,,2013
BCEFM2,2,CLAMIT,CLMI60,Cladina,mitis,,2013
BCEFM2,2,CLARAN,CLRA60,Cladina,rangiferina,,2013
BCEFM2,2,CLASTE,CLST60,Cladina,stellaris,,2013
BCEFM2,2,DICPOL,DIPO70,Dicranum,polysetum,,2013
BCEFM2,3,DICUND,DIUN8,Dicranum,undulatum,,2013
BCEFM2,2,DROROT,DRRO,Drosera,rotundifolia,,2013
BCEFM2,2,EQUARV,EQAR,Equisetum,arvense,,2013
BCEFM2,3,ERIVAG,ERVA4,Eriophorum,vaginatum,,2013
BCEFM2,5,HYLSPL,HYSP70,Hylocomium,splendens,,2013
BCEFM2,2,HYPPLI,HYPL70,Hypnum,plicatulum,,2013
BCEFM2,2,LARLAR,LALA,Larix,laricina,,2013
BCEFM2,5,LEDGRO,LEGR,Ledum,groenlandicum,,2013
BCEFM2,2,LEDPAL,LEPAD,Ledum,palustre,ssp. decumbens,2013
BCEFM2,2,NEPARC,NEAR60,Nephroma,arcticum,,2013
BCEFM2,2,PELAPH,PEAP60,Peltigera,aphthosa,,2013
BCEFM2,2,PELLEU,PELE61,Peltigera,leucophlebia,,2013
BCEFM2,2,PELTISP,PELTI2,Peltigera,,,2013
BCEFM2,5,PICMAR,PIMA,Picea,mariana,,2013
BCEFM2,3,PLESCH,PLSC70,Pleurozium,schreberi,,2013
BCEFM2,3,RUBCHA,RUCH,Rubus,chamaemorus,,2013
BCEFM2,2,SALFUS,SAFU,Salix,fuscescens,,2013
BCEFM2,2,SALPUL,SAPU15,Salix,pulchra,,2013
BCEFM2,3,SPHAGSP,SPHAG2,Sphagnum,,,2013
BCEFM2,2,SPHFIM,SPFI4,Sphagnum,fimbriatum,,2013
BCEFM2,2,SPHFUS,SPFU70,Sphagnum,fuscum,,2013
BCEFM2,2,SPHMAG,SPMA70,Sphagnum,magellanicum,,2013
BCEFM2,2,SPHOBT,SPOB70,Sphagnum,obtusum,,2013
BCEFM2,5,SPHRUS,SPRU6,Sphagnum,russowii,,2013
BCEFM2,2,SPHWAR,SPWA70,Sphagnum,warnstorfii,,2013
BCEFM2,2,TOMNIT,TONI70,Tomentypnum,nitens,,2013
BCEFM2,2,VACOXY,VAOX,Vaccinium,oxycoccos ,,2013
BCEFM2,3,VACULI,VAUL,Vaccinium,uliginosum,,2013
BCEFM2,5,VACVIT,VAVI,Vaccinium,vitis-idaea,,2013
BDI1,2,ABIABI,ABAB70,Abietinella,abietina,,2011
BDI1,2,ALNVIR,ALVIF,Alnus,viridis,ssp. fruticosa,2011
BDI1,8,BETNEO,BENE4,Betula,neoalaskana,,2011
BDI1,2,CHAANG,CHANA2,Chamerion,angustifolium,ssp. angustifolium,2011
BDI1,2,CLADOSP,CLADO3,Cladonia,,,2011
BDI1,2,CLAGRA,CLGR13,Cladonia,gracilis,,2011
BDI1,2,CORCAN,COCA13,Cornus,Canadensis,,2011
BDI1,2,DICRANUMSP,DICRA8,Dicranum,,,2011
BDI1,3,EQUPRA,EQPR,Equisetum,pratense,,2011
BDI1,3,EQUSYL,EQSY,Equisetum,sylvaticum,,2011
BDI1,5,HYLSPL,HYSP70,Hylocomium,splendens,,2011
BDI1,2,LEDGRO,LEGR,Ledum,groenlandicum,,2011
BDI1,2,LINBOR,LIBO3,Linnaea,borealis,,2011
BDI1,2,LYCANN,LYAN2,Lycopodium,annotinum,,2011
BDI1,2,LYCCOM,LYCO3,Lycopodium,complanatum,,2011
BDI1,2,MERPAN,MEPA,Mertensia,paniculata,,2011
BDI1,2,ORTSEC,ORSE,Orthilia,secunda,,2011
BDI1,2,PELLEU,PELE61,Peltigera,leucophlebia,,2011
BDI1,2,PELSCA,PESC60,Peltigera,scabrosa,,2011
BDI1,5,PICGLA,PIGL,Picea,glauca,,2011
BDI1,5,PICMAR,PIMA,Picea,mariana,,2011
BDI1,3,PLESCH,PLSC70,Pleurozium,schreberi,,2011
BDI1,1,POHCRU,POCR15,Pohlia,cruda,,2011
BDI1,2,POLCOM,POCO38,Polytrichum,commune,,2011
BDI1,2,POLSTR,POST70,Polytrichum,strictum,,2011
BDI1,7,POPTRE,POTR5,Populus,tremuloides,,2011
BDI1,1,PTICIL,PTCI,Ptilidium,ciliare,,2011
BDI1,2,PTICRI,PTCR70,Ptilium,crista-castrensis,,2011
BDI1,3,ROSACI,ROAC,Rosa,acicularis,,2011
BDI1,2,SALBEB,SABE2,Salix,bebbiana,,2011
BDI1,3,SALGLA,SAGL,Salix,glauca,,2011
BDI1,2,SALSCO,SASC,Salix,scouleriana,,2011
BDI1,2,TOMNIT,TONI70,Tomentypnum,nitens,,2011
BDI1,2,VACULI,VAUL,Vaccinium,uliginosum,,2011
BDI1,2,VACVIT,VAVI,Vaccinium,vitis-idaea,,2011
BDI2,2,ALNVIR,ALVIF,Alnus,viridis,ssp. fruticosa,2011
BDI2,2,AULPAL,AUPA70,Aulacomnium,palustre,,2011
BDI2,8,BETNEO,BENE4,Betula,neoalaskana,,2011
BDI2,2,BRYUMSP,BRYUM2,Bryum,,,2011
BDI2,2,CALCAN,CACA4,Calamagrostis,canadensis,,2011
BDI2,2,CHAANG,CHANA2,Chamerion,angustifolium,ssp. angustifolium,2011
BDI2,2,CLAGRA,CLGR13,Cladonia,gracilis,,2011
BDI2,3,CORCAN,COCA13,Cornus,Canadensis,,2011
BDI2,2,DICRANUMSP,DICRA8,Dicranum,,,2011
BDI2,2,EQUARV,EQAR,Equisetum,arvense,,2011
BDI2,5,EQUPRA,EQPR,Equisetum,pratense,,2011
BDI2,3,EQUSYL,EQSY,Equisetum,sylvaticum,,2011
BDI2,2,HYLSPL,HYSP70,Hylocomium,splendens,,2011
BDI2,2,LEDGRO,LEGR,Ledum,groenlandicum,,2011
BDI2,2,MERPAN,MEPA,Mertensia,paniculata,,2011
BDI2,2,PELLEU,PELE61,Peltigera,leucophlebia,,2011
BDI2,7,PICGLA,PIGL,Picea,glauca,,2011
BDI2,7,PICMAR,PIMA,Picea,mariana,,2011
BDI2,2,PLESCH,PLSC70,Pleurozium,schreberi,,2011
BDI2,2,POLCOM,POCO38,Polytrichum,commune,,2011
BDI2,2,PTICRI,PTCR70,Ptilium,crista-castrensis,,2011
BDI2,2,ROSACI,ROAC,Rosa,acicularis,,2011
BDI2,2,SALBEB,SABE2,Salix,bebbiana,,2011
BDI2,2,SALSCO,SASC,Salix,scouleriana,,2011
BDI2,2,VACVIT,VAVI,Vaccinium,vitis-idaea,,2011
BDI3,2,ALNVIR,ALVIF,Alnus,viridis,ssp. fruticosa,2011
BDI3,2,AULPAL,AUPA70,Aulacomnium,palustre,,2011
BDI3,2,BETNEO,BENE4,Betula,neoalaskana,,2011
BDI3,2,CALCAN,CACA4,Calamagrostis,canadensis,,2011
BDI3,3,CLAARB,CLAR60,Cladina,arbuscula,,2011
BDI3,6,CLACOR,CLCO19,Cladonia,cornuta,,2011
BDI3,4,CLACRI,CLCR5,Cladonia,crispata,,2011
BDI3,2,CLADEF,CLDE60,Cladonia,deformis,,2011
BDI3,1,CLADOSP,CLADO3,Cladonia,,,2011
BDI3,2,CLAGRA,CLGR13,Cladonia,gracilis,,2011
BDI3,2,CLASTE,CLST60,Cladina,stellaris,,2011
BDI3,2,CORCAN,COCA13,Cornus,Canadensis,,2011
BDI3,2,EMPNIG,EMNI,Empetrum,nigrum,,2011
BDI3,2,GEOLIV,GELI2,Geocaulon,lividum,,2011
BDI3,2,HYLSPL,HYSP70,Hylocomium,splendens,,2011
BDI3,2,LEDGRO,LEGR,Ledum,groenlandicum,,2011
BDI3,2,LYCANN,LYAN2,Lycopodium,annotinum,,2011
BDI3,2,LYCCOM,LYCO3,Lycopodium,complanatum,,2011
BDI3,2,ORTSEC,ORSE,Orthilia,secunda,,2011
BDI3,3,PELAPH,PEAP60,Peltigera,aphthosa,,2011
BDI3,2,PELCAN,PECA60,Peltigera,canina,,2011
BDI3,3,PELLEU,PELE61,Peltigera,leucophlebia,,2011
BDI3,3,PELMAL,PEMA60,Peltigera,malacea,,2011
BDI3,2,PELRUF,PERU60,Peltigera,rufescens,,2011
BDI3,4,PICMAR,PIMA,Picea,mariana,,2011
BDI3,3,PLESCH,PLSC70,Pleurozium,schreberi,,2011
BDI3,2,POLCOM,POCO38,Polytrichum,commune,,2011
BDI3,2,POLSTR,POST70,Polytrichum,strictum,,2011
BDI3,4,POPTRE,POTR5,Populus,tremuloides,,2011
BDI3,2,PTICIL,PTCI,Ptilidium,ciliare,,2011
BDI3,2,PTICRI,PTCR70,Ptilium,crista-castrensis,,2011
BDI3,2,ROSACI,ROAC,Rosa,acicularis,,2011
BDI3,2,SALPMY,SAPS8,Salix,pseudomyrsinites,,2011
BDI3,2,SALPUL,SAPU15,Salix,pulchra,,2011
BDI3,2,STEALP,STAL60,Stereocaulon,alpinum,,2011
BDI3,6,VACVIT,VAVI,Vaccinium,vitis-idaea,,2011
BDI4,2,ALNVIR,ALVIF,Alnus,viridis,ssp. fruticosa,2011
BDI4,2,AULPAL,AUPA70,Aulacomnium,palustre,,2011
BDI4,2,BETNEO,BENE4,Betula,neoalaskana,,2011
BDI4,2,CALCAN,CACA4,Calamagrostis,canadensis,,2011
BDI4,2,CHAANG,CHANA2,Chamerion,angustifolium,ssp. angustifolium,2011
BDI4,2,CLAARB,CLAR60,Cladina,arbuscula,,2011
BDI4,2,CLACOR,CLCO19,Cladonia,cornuta,,2011
BDI4,2,CLACRI,CLCR5,Cladonia,crispata,,2011
BDI4,2,CLADOSP,CLADO3,Cladonia,,,2011
BDI4,3,CLAGRA,CLGR13,Cladonia,gracilis,,2011
BDI4,2,CLARAN,CLRA60,Cladina,rangiferina,,2011
BDI4,2,CLASTE,CLST60,Cladina,stellaris,,2011
BDI4,2,DICRANUMSP,DICRA8,Dicranum,,,2011
BDI4,2,GEOLIV,GELI2,Geocaulon,lividum,,2011
BDI4,4,HYLSPL,HYSP70,Hylocomium,splendens,,2011
BDI4,2,LEDGRO,LEGR,Ledum,groenlandicum,,2011
BDI4,2,LEDPAL,LEPAD,Ledum,palustre,ssp. decumbens,2011
BDI4,2,LOBLIN,LOLI60,Lobaria,linita,,2011
BDI4,2,LYCCOM,LYCO3,Lycopodium,complanatum,,2011
BDI4,2,PELAPH,PEAP60,Peltigera,aphthosa,,2011
BDI4,3,PELLEU,PELE61,Peltigera,leucophlebia,,2011
BDI4,2,PELMAL,PEMA60,Peltigera,malacea,,2011
BDI4,2,PELNEO,PENE12,Peltigera,neopolydactyla,,2011
BDI4,2,PELRUF,PERU60,Peltigera,rufescens,,2011
BDI4,2,PELTISP,PELTI2,Peltigera,,,2011
BDI4,2,PICGLA,PIGL,Picea,glauca,,2011
BDI4,3,PICMAR,PIMA,Picea,mariana,,2011
BDI4,3,PLESCH,PLSC70,Pleurozium,schreberi,,2011
BDI4,2,POHNUT,PONU70,Pohlia,nutans,,2011
BDI4,2,POLCOM,POCO38,Polytrichum,commune,,2011
BDI4,2,POLJUN,POJU70,Polytrichum,juniperinum,,2011
BDI4,7,POPTRE,POTR5,Populus,tremuloides,,2011
BDI4,2,ROSACI,ROAC,Rosa,acicularis,,2011
BDI4,2,SALPUL,SAPU15,Salix,pulchra,,2011
BDI4,3,VACVIT,VAVI,Vaccinium,vitis-idaea,,2011
BDI5,4,ABIABI,ABAB70,Abietinella,abietina,,2011
BDI5,3,AULPAL,AUPA70,Aulacomnium,palustre,,2011
BDI5,2,CALCAN,CACA4,Calamagrostis,canadensis,,2011
BDI5,1,CERPUR,CEPU12,Ceratodon,purpureus,,2011
BDI5,1,CETISL,CEIS60,Cetraria,islandica,,2011
BDI5,2,CHAANG,CHANA2,Chamerion,angustifolium,ssp. angustifolium,2011
BDI5,2,CLAARB,CLAR60,Cladina,arbuscula,,2011
BDI5,2,CLACOR,CLCO19,Cladonia,cornuta,,2011
BDI5,3,CLACRI,CLCR5,Cladonia,crispata,,2011
BDI5,2,CLAGRA,CLGR13,Cladonia,gracilis,,2011
BDI5,2,CORCAN,COCA13,Cornus,Canadensis,,2011
BDI5,2,DICRANUMSP,DICRA8,Dicranum,,,2011
BDI5,2,EQUPRA,EQPR,Equisetum,pratense,,2011
BDI5,2,GEOLIV,GELI2,Geocaulon,lividum,,2011
BDI5,3,HYLSPL,HYSP70,Hylocomium,splendens,,2011
BDI5,2,HYPNUSP,HYPNU2,Hypnum,,,2011
BDI5,7,LEDGRO,LEGR,Ledum,groenlandicum,,2011
BDI5,2,LEDPAL,LEPAD,Ledum,palustre,ssp. decumbens,2011
BDI5,2,LINBOR,LIBO3,Linnaea,borealis,,2011
BDI5,2,LYCANN,LYAN2,Lycopodium,annotinum,,2011
BDI5,1,LYCCLA,LYCL,Lycopodium,clavatum,,2011
BDI5,2,MERPAN,MEPA,Mertensia,paniculata,,2011
BDI5,1,PEDICSP,PEDIC,Pedicularis,,,2011
BDI5,5,PELAPH,PEAP60,Peltigera,aphthosa,,2011
BDI5,6,PELLEU,PELE61,Peltigera,leucophlebia,,2011
BDI5,3,PELMAL,PEMA60,Peltigera,malacea,,2011
BDI5,3,PELNEO,PENE12,Peltigera,neopolydactyla,,2011
BDI5,2,PELSCA,PESC60,Peltigera,scabrosa,,2011
BDI5,4,PICMAR,PIMA,Picea,mariana,,2011
BDI5,2,PLESCH,PLSC70,Pleurozium,schreberi,,2011
BDI5,1,POAPAL,POPA2,Poa,palustris,,2011
BDI5,2,POLCOM,POCO38,Polytrichum,commune,,2011
BDI5,2,POLSTR,POST70,Polytrichum,strictum,,2011
BDI5,2,POPBAL,POBAB2,Populus,balsamifera,ssp. balsamifera,2011
BDI5,6,POPTRE,POTR5,Populus,tremuloides,,2011
BDI5,2,ROSACI,ROAC,Rosa,acicularis,,2011
BDI5,2,SALPUL,SAPU15,Salix,pulchra,,2011
BDI5,2,SALSCO,SASC,Salix,scouleriana,,2011
BDI5,1,SAUANG,SAAN3,Saussurea,angustifolia,,2011
BDI5,1,SPLLUT,SPLU7,Splachnum,luteum,,2011
BDI5,1,STECAL,STCA,Stellaria,calycantha,,2011
BDI5,2,TOMNIT,TONI70,Tomentypnum,nitens,,2011
BDI5,3,VACULI,VAUL,Vaccinium,uliginosum,,2011
BDI5,4,VACVIT,VAVI,Vaccinium,vitis-idaea,,2011
BDI6,2,ARCRUB,ARRU,Arctostaphylos,rubra,,2011
BDI6,2,AULPAL,AUPA70,Aulacomnium,palustre,,2011
BDI6,2,AULTUR,AUTU70,Aulacomnium,turgidum,,2011
BDI6,5,BETNAN,BENA,Betula,nana,,2011
BDI6,2,BETNEO,BENE4,Betula,neoalaskana,,2011
BDI6,2,CALLAP,CALA6,Calamagrostis,lapponica,,2011
BDI6,2,CHACAL,CHCA2,Chamaedaphne,calyculata,,2011
BDI6,2,CLAARB,CLAR60,Cladina,arbuscula,,2011
BDI6,2,CLACEN,CLCE2,Cladonia,cenotea,,2011
BDI6,2,CLACOR,CLCO19,Cladonia,cornuta,,2011
BDI6,3,CLADOSP,CLADO3,Cladonia,,,2011
BDI6,2,CLAGRA,CLGR13,Cladonia,gracilis,,2011
BDI6,2,CLASUL,CLSU64,Cladonia,sulphurina,,2011
BDI6,2,CLAUNC,CLUN60,Cladonia,uncialis,,2011
BDI6,8,ERIVAG,ERVA4,Eriophorum,vaginatum,,2011
BDI6,2,HYLSPL,HYSP70,Hylocomium,splendens,,2011
BDI6,6,LEDPAL,LEPAD,Ledum,palustre,ssp. decumbens,2011
BDI6,2,PELAPH,PEAP60,Peltigera,aphthosa,,2011
BDI6,2,PELLEU,PELE61,Peltigera,leucophlebia,,2011
BDI6,2,PELMAL,PEMA60,Peltigera,malacea,,2011
BDI6,2,PELNEO,PENE12,Peltigera,neopolydactyla,,2011
BDI6,2,PELSCA,PESC60,Peltigera,scabrosa,,2011
BDI6,2,PETFRI,PEFR5,Petasites,frigidus,,2011
BDI6,4,PICMAR,PIMA,Picea,mariana,,2011
BDI6,3,POLJUN,POJU70,Polytrichum,juniperinum,,2011
BDI6,2,RUBCHA,RUCH,Rubus,chamaemorus,,2011
BDI6,2,SALPUL,SAPU15,Salix,pulchra,,2011
BDI6,2,SPHANG,SPAN11,Sphagnum,angustifolium,,2011
BDI6,3,SPHFUS,SPFU70,Sphagnum,fuscum,,2011
BDI6,2,SPHGIR,SPGI70,Sphagnum,girgensohnii,,2011
BDI6,6,SPHMAG,SPMA70,Sphagnum,magellanicum,,2011
BDI6,2,SPHRUB,SPRU4,Sphagnum,rubellum,,2011
BDI6,2,SPHSQU,SPSQ70,Sphagnum,squarrosum,,2011
BDI6,4,SPHWAR,SPWA70,Sphagnum,warnstorfii,,2011
BDI6,2,VACOXY,VAOX,Vaccinium,oxycoccos ,,2011
BDI6,2,VACULI,VAUL,Vaccinium,uliginosum,,2011
BDI6,2,VACVIT,VAVI,Vaccinium,vitis-idaea,,2011
BDI7,4,ALNVIR,ALVIF,Alnus,viridis,ssp. fruticosa,2011
BDI7,7,BETNEO,BENE4,Betula,neoalaskana,,2011
BDI7,6,CALCAN,CACA4,Calamagrostis,canadensis,,2011
BDI7,2,CLAGRA,CLGR13,Cladonia,gracilis,,2011
BDI7,3,CORCAN,COCA13,Cornus,Canadensis,,2011
BDI7,3,DICRANUMSP,DICRA8,Dicranum,,,2011
BDI7,6,HYLSPL,HYSP70,Hylocomium,splendens,,2011
BDI7,2,LEDGRO,LEGR,Ledum,groenlandicum,,2011
BDI7,2,LINBOR,LIBO3,Linnaea,borealis,,2011
BDI7,2,LYCANN,LYAN2,Lycopodium,annotinum,,2011
BDI7,2,PELAPH,PEAP60,Peltigera,aphthosa,,2011
BDI7,7,PICMAR,PIMA,Picea,mariana,,2011
BDI7,3,PLESCH,PLSC70,Pleurozium,schreberi,,2011
BDI7,1,POHCRU,POCR15,Pohlia,cruda,,2011
BDI7,3,POLJUN,POJU70,Polytrichum,juniperinum,,2011
BDI7,7,POPTRE,POTR5,Populus,tremuloides,,2011
BDI7,2,PTICRI,PTCR70,Ptilium,crista-castrensis,,2011
BDI7,2,SALSCO,SASC,Salix,scouleriana,,2011
BDI7,2,VACVIT,VAVI,Vaccinium,vitis-idaea,,2011
BDI7,2,VIBEDU,VIED,Viburnum,edule,,2011
BDI8,6,ALNVIR,ALVIF,Alnus,viridis,ssp. fruticosa,2011
BDI8,8,BETNEO,BENE4,Betula,neoalaskana,,2011
BDI8,2,BRYUMSP,BRYUM2,Bryum,,,2011
BDI8,2,CALCAN,CACA4,Calamagrostis,canadensis,,2011
BDI8,2,CHAANG,CHANA2,Chamerion,angustifolium,ssp. angustifolium,2011
BDI8,3,CLADOSP,CLADO3,Cladonia,,,2011
BDI8,2,CLAGRA,CLGR13,Cladonia,gracilis,,2011
BDI8,2,CLARAN,CLRA60,Cladina,rangiferina,,2011
BDI8,2,CORCAN,COCA13,Cornus,Canadensis,,2011
BDI8,2,DICRANUMSP,DICRA8,Dicranum,,,2011
BDI8,5,HYLSPL,HYSP70,Hylocomium,splendens,,2011
BDI8,1,LUZRUF,LURU2,Luzula,rufescens,,2011
BDI8,2,PELTISP,PELTI2,Peltigera,,,2011
BDI8,3,PICGLA,PIGL,Picea,glauca,,2011
BDI8,6,PICMAR,PIMA,Picea,mariana,,2011
BDI8,5,PLESCH,PLSC70,Pleurozium,schreberi,,2011
BDI8,3,POLYTSP,POLYT5,Polytrichum,,,2011
BDI8,2,PTICRI,PTCR70,Ptilium,crista-castrensis,,2011
BDI8,1,SALIXSP,SALIX,Salix,,,2011
BDI8,2,SANUNC,SAUN8,Sanionia,uncinata,,2011
BDI8,1,SPHAGSP,SPHAG2,Sphagnum,,,2011
BDI8,1,VACULI,VAUL,Vaccinium,uliginosum,,2011
BDI8,2,VACVIT,VAVI,Vaccinium,vitis-idaea,,2011
BDM1,2,ARCLAT,ARLA2,Arctagrostis,latifolia,,2013
BDM1,2,AULTUR,AUTU70,Aulacomnium,turgidum,,2013
BDM1,3,BETGLA,BEGL,Betula,glandulosa,,2013
BDM1,2,BETNAN,BENA,Betula,nana,,2013
BDM1,2,CALCAN,CACA4,Calamagrostis,canadensis,,2013
BDM1,2,CALSTR,CASTI3,Calamagrostis,stricta ,ssp. inexpansa,2013
BDM1,3,CARBIG,CABI5,Carex,bigelowii,,2013
BDM1,2,CETISL,CEIS60,Cetraria,islandica,,2013
BDM1,3,CLADISP,CLADI3,Cladina,,,2013
BDM1,2,CLADOSP,CLADO3,Cladonia,,,2013
BDM1,2,CLAGRA,CLGR13,Cladonia,gracilis,,2013
BDM1,3,CLAMIT,CLMI60,Cladina,mitis,,2013
BDM1,5,CLARAN,CLRA60,Cladina,rangiferina,,2013
BDM1,5,CLASTE,CLST60,Cladina,stellaris,,2013
BDM1,2,CORCAN,COCA13,Cornus,Canadensis,,2013
BDM1,2,EQUSCI,EQSC,Equisetum,scirpoides,,2013
BDM1,2,EQUSYL,EQSY,Equisetum,sylvaticum,,2013
BDM1,1,ERIVAG,ERVA4,Eriophorum,vaginatum,,2013
BDM1,2,FLACUC,FLCU,Flavocetraria,cucullata,,2013
BDM1,2,GEOLIV,GELI2,Geocaulon,lividum,,2013
BDM1,5,HYLSPL,HYSP70,Hylocomium,splendens,,2013
BDM1,3,LEDGRO,LEGR,Ledum,groenlandicum,,2013
BDM1,2,NEPARC,NEAR60,Nephroma,arcticum,,2013
BDM1,1,ORTSEC,ORSE,Orthilia,secunda,,2013
BDM1,2,PELAPH,PEAP60,Peltigera,aphthosa,,2013
BDM1,2,PELLEU,PELE61,Peltigera,leucophlebia,,2013
BDM1,2,PELVEN,PEVE60,Peltigera,venosa,,2013
BDM1,2,PETFRI,PEFR5,Petasites,frigidus,,2013
BDM1,5,PLESCH,PLSC70,Pleurozium,schreberi,,2013
BDM1,2,ROSACI,ROAC,Rosa,acicularis,,2013
BDM1,2,SALPUL,SAPU15,Salix,pulchra,,2013
BDM1,3,SPHAGSP,SPHAG2,Sphagnum,,,2013
BDM1,1,TETRASP,TETRA10,Tetraplodon,,,2013
BDM1,2,VACOXY,VAOX,Vaccinium,oxycoccos ,,2013
BDM1,5,VACULI,VAUL,Vaccinium,uliginosum,,2013
BDM1,5,VACVIT,VAVI,Vaccinium,vitis-idaea,,2013
BFY1,1,ASTERSP,ASTER,Aster,,,2006
BFY1,2,BETGLA,BEGL,Betula,glandulosa,,2006
BFY1,2,BETNEO,BENE4,Betula,neoalaskana,,2006
BFY1,2,CALCAN,CACA4,Calamagrostis,canadensis,,2006
BFY1,6,CALLAP,CALA6,Calamagrostis,lapponica,,2006
BFY1,2,CARBIG,CABI5,Carex,bigelowii,,2006
BFY1,2,CERPUR,CEPU12,Ceratodon,purpureus,,2006
BFY1,3,CHAANG,CHANA2,Chamerion,angustifolium,ssp. angustifolium,2006
BFY1,1,CORSEM,COSE5,Corydalis,sempervirens,,2006
BFY1,2,LEDGRO,LEGR,Ledum,groenlandicum,,2006
BFY1,2,MARPOL,MAPO16,Marchantia,polymorpha,,2006
BFY1,2,POLCOM,POCO38,Polytrichum,commune,,2006
BFY1,2,POPTRE,POTR5,Populus,tremuloides,,2006
BFY1,2,SALALA,SAAL,Salix,alaxensis,,2006
BFY1,2,SALSCO,SASC,Salix,scouleriana,,2006
BFY1,2,SPISTE,SPST3,Spiraea,stevenii,,2006
BFY1,2,VACULI,VAUL,Vaccinium,uliginosum,,2006
BFY1,2,VACVIT,VAVI,Vaccinium,vitis-idaea,,2006
BFY10,2,BETNEO,BENE4,Betula,neoalaskana,,2006
BFY10,2,CALCAN,CACA4,Calamagrostis,canadensis,,2006
