date,site_name,alternative_name,crew,plot_stake,organic_depth,notes,photo
8/7/2015,BDI3,BD-9,Lw: sf: jdm,9,7,Rock below sample,
8/7/2015,BDI3,BD-9,Lw: sf: jdm,12,7,,
8/7/2015,BDI3,BD-9,Lw: sf: jdm,18,5.5,,
8/7/2015,BDI2,BD-10,Sf: jm: lw,1,8,,Soil_BDI2_Stake1.JPG
8/7/2015,BDI2,BD-10,Sf: jm: lw,3,10,,
8/7/2015,BDI2,BD-10,Sf: jm: lw,4,17,,
8/7/2015,BDI2,BD-10,Sf: jm: lw,5,13.5,,
8/7/2015,BDI2,BD-10,Sf: jm: lw,7,10,,
8/7/2015,BDI2,BD-10,Sf: jm: lw,9,11,,
8/7/2015,BDI2,BD-10,Sf: jm: lw,10,8,,Soil_BDI2_Stake10.JPG
8/7/2015,BDI2,BD-10,Sf: jm: lw,11,13.5,,Soil_BDI2_Stake11.JPG
8/7/2015,BDI2,BD-10,Sf: jm: lw,13,8,,
8/7/2015,BDI2,BD-10,Sf: jm: lw,15,6.5,,
8/8/2015,BDI1,BD-6,Sf: lw: jdm,1,4.5,,
8/8/2015,BDI1,BD-6,Sf: lw: jdm,6,11,,
8/8/2015,BDI1,BD-6,Sf: lw: jdm,8,7,,
8/8/2015,BDI1,BD-6,Sf: lw: jdm,11,4.5,,
8/8/2015,BDI1,BD-6,Sf: lw: jdm,20,5.5,,
8/8/2015,BDI1,BD-6,Sf: lw: jdm,17,6,,
8/8/2015,BDI1,BD-6,Sf: lw: jdm,18,6,,
8/8/2015,BDI1,BD-6,Sf: lw: jdm,19,6.5,,Soil_BDI1_Stake19.JPG
8/8/2015,BDI7,BD-2,Jf: jm: lw,2,7.5,,
8/8/2015,BDI7,BD-2,Jf: jm: lw,6,8.5,,
8/8/2015,BDI7,BD-2,Jf: jm: lw,9,12,,
8/8/2015,BDI7,BD-2,Jf: jm: lw,11,10.5,,
8/8/2015,BDI7,BD-2,Jf: jm: lw,19,10,Very rocky,
8/8/2015,BDI7,BD-2,Jf: jm: lw,20,6,,
8/8/2015,BDI7,BD-2,Jf: jm: lw,18,8,,
8/8/2015,BDI8,BD-1,Sf: lw: jdm,2,7,,
8/8/2015,BDI8,BD-1,Sf: lw: jdm,7,7,,
8/8/2015,BDI8,BD-1,Sf: lw: jdm,9,6,,
8/8/2015,BDI8,BD-1,Sf: lw: jdm,12,5.5,,
8/8/2015,BDI8,BD-1,Sf: lw: jdm,19,7,,
8/8/2015,BDI8,BD-1,Sf: lw: jdm,20,15,,
8/8/2015,BDI8,BD-1,Sf: lw: jdm,18,15,,Soil_BDI8_Stake18.JPG
8/8/2015,BDI8,BD-1,Sf: lw: jdm,17,8,,
8/11/2015,WDI1,WD-1,Sf:jdm,1,11.5,,
8/11/2015,WDI1,WD-1,Sf:jdm,2,18,,Soil_WDI1_Stake2.JPG
8/11/2015,WDI1,WD-1,Sf:jdm,3,12,,
8/11/2015,WDI1,WD-1,Sf:jdm,4,12,,
8/11/2015,WDI1,WD-1,Sf:jdm,5,14,,Soil_WDI1_Stake5.JPG
8/11/2015,WDI1,WD-1,Sf:jdm,6,17,,
8/11/2015,WDI1,WD-1,Sf:jdm,7,10,,
8/11/2015,WDI1,WD-1,Sf:jdm,8,12,,Soil_WDI1_Stake8.JPG
8/11/2015,WDI1,WD-1,Sf:jdm,9,13,,
8/11/2015,WDI1,WD-1,Sf:jdm,10,14,,Soil_WDI1_Stake10.JPG
8/11/2015,WDI1,WD-1,Sf:jdm,11,19,,
8/11/2015,WDI1,WD-1,Sf:jdm,12,11.5,,
8/11/2015,WDI1,WD-1,Sf:jdm,13,7.5,,
8/11/2015,WDI1,WD-1,Sf:jdm,14,11.5,,
8/11/2015,WDI1,WD-1,Sf:jdm,15,10.5,,
8/11/2015,WDI1,WD-1,Sf:jdm,16,11.5,,
8/11/2015,WDI1,WD-1,Sf:jdm,17,12,,
8/11/2015,WDI1,WD-1,Sf:jdm,18,11,,
8/11/2015,WDI1,WD-1,Sf:jdm,19,14,,
8/11/2015,WDI1,WD-1,Sf:jdm,20,14,,
8/12/2015,WDI4,WD-4,JDM: SMF,2,10,,
8/12/2015,WDI4,WD-4,JDM: SMF,3,8.5,,Soil_WDI4_Stake3.JPG
8/12/2015,WDI4,WD-4,JDM: SMF,5,9,,
8/12/2015,WDI4,WD-4,JDM: SMF,7,6,,
8/12/2015,WDI4,WD-4,JDM: SMF,8,11.5,,
8/12/2015,WDI4,WD-4,JDM: SMF,10,5,To rock. ,
8/12/2015,WDI4,WD-4,JDM: SMF,11,6,,
8/12/2015,WDI4,WD-4,JDM: SMF,13,4,,Soil_WDI4_Stake13.JPG
8/12/2015,WDI4,WD-4,JDM: SMF,14,5,,
8/12/2015,WDI4,WD-4,JDM: SMF,15,5.5,,Soil_WDI4_Stake15.JPG
8/12/2015,WDI4,WD-4,JDM: SMF,16,8,,
8/12/2015,WDI4,WD-4,JDM: SMF,17,10,,
8/12/2015,WDI4,WD-4,JDM: SMF,18,9,,
8/12/2015,WDI4,WD-4,JDM: SMF,20,6,,
8/12/2015,WDI3,WD-3,SF: JM,1,7,,
8/12/2015,WDI3,WD-3,SF: JM,2,12.5,,Soil_WDI3_Stake2.JPG
8/12/2015,WDI3,WD-3,SF: JM,3,4,,
8/12/2015,WDI3,WD-3,SF: JM,5,11,Though maybe less. Seems like some mineral up in root/ decomposing litter layer. ,
8/12/2015,WDI3,WD-3,SF: JM,7,8,,Soil_WDI3_Stake7.JPG
8/12/2015,WDI3,WD-3,SF: JM,8,8,,
8/12/2015,WDI3,WD-3,SF: JM,10,11,,Soil_WDI3_Stake10.JPG
8/12/2015,WDI3,WD-3,SF: JM,11,6.5,,
8/12/2015,WDI3,WD-3,SF: JM,13,8.5,,
8/12/2015,WDI3,WD-3,SF: JM,14,6,To rock,
8/12/2015,WDI3,WD-3,SF: JM,15,11,,
8/12/2015,WDI3,WD-3,SF: JM,16,9,,
8/12/2015,WDI3,WD-3,SF: JM,17,5.5,To rock. ,
8/12/2015,WDI2,WD-2,SF: JM,1,5.5,,Soil_WDI2_Stake1.JPG
8/12/2015,WDI2,WD-2,SF: JM,2,11,,Soil_WDI2_Stake2.JPG
8/12/2015,WDI2,WD-2,SF: JM,4,7.5,,
8/12/2015,WDI2,WD-2,SF: JM,5,8.5,To rock,
8/12/2015,WDI2,WD-2,SF: JM,7,5.5,,
8/12/2015,WDI2,WD-2,SF: JM,8,8,To rock,
8/12/2015,WDI2,WD-2,SF: JM,10,8.5,,
8/12/2015,WDI2,WD-2,SF: JM,11,8.5,,
8/12/2015,WDI2,WD-2,SF: JM,13,3,,
8/12/2015,WDI2,WD-2,SF: JM,14,6,,
8/12/2015,WDI2,WD-2,SF: JM,15,6.5,,
8/12/2015,WDI2,WD-2,SF: JM,16,8,,
8/12/2015,WDI2,WD-2,SF: JM,17,6,,
8/12/2015,WDI2,WD-2,SF: JM,18,6,,
8/12/2015,WDI4,WD-4,Sf:jdm,1,8,,Soil_WDI4_Stake1.JPG
8/12/2015,WDI4,WD-4,Sf:jdm,9,6,,
8/12/2015,WDI4,WD-4,Sf:jdm,12,6,,
8/12/2015,WDI4,WD-4,Sf:jdm,19,5.5,,
8/12/2015,WDI4,WD-4,Sf:jdm,6,7,,
8/12/2015,WDI4,WD-4,Sf:jdm,4,8,,
8/12/2015,WDI3,WD-3,Sf: jdm,4,7,,
8/12/2015,WDI3,WD-3,Sf: jdm,6,8,,
8/12/2015,WDI3,WD-3,Sf: jdm,9,12,,
8/12/2015,WDI3,WD-3,Sf: jdm,12,6,Exposed rock,
8/12/2015,WDI3,WD-3,Sf: jdm,20,3,,Soil_WDI3_Stake20.JPG
8/12/2015,WDI3,WD-3,Sf: jdm,19,10,,
8/12/2015,WDI2,WD-2,Sf: jdm,3,8,,
8/12/2015,WDI2,WD-2,Sf: jdm,6,5,,
8/12/2015,WDI2,WD-2,Sf: jdm,9,6,,
8/12/2015,WDI2,WD-2,Sf: jdm,12,9,,
8/12/2015,WDI2,WD-2,Sf: jdm,19,8,Not great sample. Lots of rocks made holes. Best of three.,
8/12/2015,WDI2,WD-2,Sf: jdm,20,3,,
9/1/2015,BFY9,BF63,SF: KO,20,5.5,Rocky. ,Soil_BFY9_Stake20.JPG
9/1/2015,BFY9,BF63,SF: KO,1,8,To rock. Will be a sample collected here too. ,
9/1/2015,BFY9,BF63,SF: KO,2,6,,Soil_BFY9_Stake2.JPG
9/1/2015,BFY9,BF63,SF: KO,3,4.5,Gradual transition. Roots in mineral ,
9/1/2015,BFY9,BF63,SF: KO,4,9,Organicy. Big pieces of charcoal at mineral transition. ,Soil_BFY9_Stake4.JPG
9/1/2015,BFY9,BF63,SF: KO,6,8,,
9/1/2015,BFY9,BF63,SF: KO,8,12,Lots of moss,
9/1/2015,BFY9,BF63,SF: KO,9,7.5,,
9/1/2015,BFY9,BF63,SF: KO,10,16,Mossy. ,
9/1/2015,BFY9,BF63,SF: KO,11,5.5,,
9/1/2015,BFY9,BF63,SF: KO,13,7.5,,
9/1/2015,BFY9,BF63,SF: KO,14,12,Mossy,
9/1/2015,BFY9,BF63,SF: KO,15,6.5,To rock ,
9/1/2015,BFY9,BF63,SF: KO,16,4,,
9/1/2015,BFY9,BF63,SF: KO,17,4.5,,
9/1/2015,BFY9,BF63,SF: KO,18,4,,
9/1/2015,BFY9,BF63,Ko,19,15,Rocky,
9/1/2015,BFY9,BF63,Ko,12,16,Rocky,
9/1/2015,BFY9,BF63,Ko,7,12,Rocky,
9/1/2015,BFY9,BF63,Ko,5,10,Rocky,
9/1/2015,BFY9,BF63,Ko,1,14,Rocky,
9/2/2015,LGI1,LG-2,SF KO,2,23.5,,Soil_LGI1_Stake2.JPG
9/2/2015,LGI1,LG-2,SF KO,8,32,,Soil_LGI1_Stake8.JPG
9/2/2015,LGI1,LG-2,SF KO,14,15,,Soil_LGI1_Stake14.JPG
9/3/2015,UP4B,UP4B,SF: KO,1,34,Way too much organic compaction for all cores at this site: so used method of drilling to mineral: measuring length of mineral: then subtracting from depth of hole to get organic. Tested by cutting into one hole for visual inspection. Seemed to match very closley. ,No samples collected here. use frost probe data to sipre core. Schist layer between 60-70 inches
9/3/2015,UP4B,UP4B,SF: KO,2,31,,
9/3/2015,UP4B,UP4B,SF: KO,3,28,,
9/3/2015,UP4B,UP4B,SF: KO,4,33,,
9/3/2015,UP4B,UP4B,SF: KO,5,34.5,,
9/3/2015,UP4B,UP4B,SF: KO,7,39.5,Sphagnum,
9/3/2015,UP4B,UP4B,SF: KO,9,37.5,,
9/3/2015,UP4B,UP4B,SF: KO,10,35,Charcoal layer at 34 ,
9/3/2015,UP4B,UP4B,SF: KO,11,24,,Soil_UP4B_Stake11.JPG
9/3/2015,UP4B,UP4B,SF: KO,13,29,,
9/3/2015,UP4B,UP4B,SF: KO,14,40.5,Sphagnum,
9/3/2015,UP4B,UP4B,SF: KO,15,40,,
9/3/2015,UP4B,UP4B,SF: KO,17,38,,
9/3/2015,UP4B,UP4B,SF: KO,18,28.5,,
9/3/2015,UP4B,UP4B,SF: KO,19,35.5,,
9/3/2015,UP4B,UP4B,SF: KO,8,39.5,,
9/3/2015,UP4B,UP4B,SF: KO,20,36,,Soil_UP4B_Stake20.JPG
9/3/2015,UP4A,UP4A,SF: KO,1,27,Way too much organic compaction for all cores at this site: so used method of drilling to mineral: measuring length of mineral: then subtracting from depth of hole to get organic. Tested by successfully at up4b.,
9/3/2015,UP4A,UP4A,SF: KO,2,21,,Soil_UP4A_Stake2.JPG
9/3/2015,UP4A,UP4A,SF: KO,3,18,,
9/3/2015,UP4A,UP4A,SF: KO,4,28.5,,
9/3/2015,UP4A,UP4A,SF: KO,5,28.5,,
9/3/2015,UP4A,UP4A,SF: KO,6,24,,
9/3/2015,UP4A,UP4A,SF: KO,7,29,,
9/3/2015,UP4A,UP4A,SF: KO,9,21,,
9/3/2015,UP4A,UP4A,SF: KO,10,24,,
9/3/2015,UP4A,UP4A,SF: KO,11,21,,
9/3/2015,UP4A,UP4A,SF: KO,13,29,,Soil_UP4A_Stake13.JPG
9/3/2015,UP4A,UP4A,SF: KO,14,23.5,,
9/3/2015,UP4A,UP4A,SF: KO,15,26,,
9/3/2015,UP4A,UP4A,SF: KO,17,22,,
9/3/2015,UP4A,UP4A,SF: KO,18,19.9,,
9/3/2015,UP4A,UP4A,SF: KO,19,17,,
9/3/2015,UP4A,UP4A,SF: KO,20,23,,
9/3/2015,UP4B,UP4B,Ko,6,40,,
9/3/2015,UP4B,UP4B,Ko,16,24,,
9/3/2015,UP4B,UP4B,Ko,12,29,,
9/3/2015,UP4A,UP4A,Ko,8,36,No core,
9/3/2015,UP4A,UP4A,Ko,12,16,,
9/3/2015,UP4A,UP4A,Ko,16,27,No core,
9/23/2015,FP5A,FP5A,Ko cc,2,28,,
9/23/2015,FP5A,FP5A,Ko cc,6,26,,
9/23/2015,FP5A,FP5A,Ko cc,1,12,,
9/23/2015,FP5A,FP5A,Ko cc,3,24,,
9/23/2015,FP5A,FP5A,Ko cc,4,18,,
9/23/2015,FP5A,FP5A,Ko cc,5,27,,
9/23/2015,FP5A,FP5A,Ko cc,7,24,,
9/23/2015,FP5A,FP5A,Ko cc,8,20,,
9/23/2015,FP5A,FP5A,Ko cc,9,20,,
9/23/2015,FP5A,FP5A,Ko cc,20,28,,
9/23/2015,FP5A,FP5A,Ko cc,18,28,,
9/23/2015,FP5A,FP5A,CC,14,20,,
9/23/2015,FP5A,FP5A,CC,19,23,,
9/23/2015,FP5A,FP5A,CC,10,17,,
9/23/2015,FP5A,FP5A,CC,11,11,,
9/23/2015,FP5A,FP5A,CC,12,15,,
9/23/2015,FP5A,FP5A,CC,13,17,,
9/23/2015,FP5A,FP5A,CC,15,21,,
9/23/2015,FP5A,FP5A,CC,16,23,,
9/23/2015,FP5A,FP5A,CC,17,20,,
9/24/2015,WCM4,TKN0012,SF,1,22,,
9/24/2015,WCM4,TKN0012,SF,10,27,,
9/24/2015,WCM4,TKN0012,SF,11,23,,
9/24/2015,WCM4,TKN0012,SF,20,17,,Soil_WCM4_Stake20.JPG
9/24/2015,WCM4,TKN0012,SF,19,20,,
9/24/2015,WCM4,TKN0012,SF,18,20,,
9/24/2015,WCM4,TKN0012,SF,17,26,,Soil_WCM4_Stake17.JPG
9/24/2015,WCM4,TKN0012,SF,16,19,,
9/24/2015,WCM4,TKN0012,SF,15,17,,
9/24/2015,WCM4,TKN0012,SF,14,20,,
9/24/2015,WCM4,TKN0012,SF,13,23.5,,
9/24/2015,WCM4,TKN0012,SF,9,25,,
9/24/2015,WCM4,TKN0012,SF,7,18.5,,
9/24/2015,WCM4,TKN0012,SF,6,24,,
9/24/2015,WCM4,TKN0012,SF,5,23,,
9/24/2015,WCM4,TKN0012,SF,3,26,,
9/24/2015,WCM4,TKN0012,SF,8,20,,
9/24/2015,WCM4,TKN0012,CC,2,24,,
9/24/2015,WCM4,TKN0012,CC,12,26,2 sleeves for sample; 1 of 2 and 2 of 2,
9/24/2015,WCM4,TKN0012,CC,16,22,2 sleeves for sample; 1 of 2 and 2 of 2,
9/24/2015,WCM4,TKN0012,CC,4,23,2 sleeves for sample; 1 of 2 and 2 of 2,
10/15/2015,GSM4,TKN0043,SF,20,27.5,,
10/15/2015,GSM4,TKN0043,SF,19,24,,
10/15/2015,GSM4,TKN0043,SF,18,22,,
10/15/2015,GSM4,TKN0043,SF,17,31,,
10/15/2015,GSM4,TKN0043,SF,16,23,,
10/15/2015,GSM4,TKN0043,SF,14,12,,
10/15/2015,GSM4,TKN0043,SF,15,17,,
10/15/2015,GSM4,TKN0043,SF,13,23,,
10/15/2015,GSM4,TKN0043,SF,12,29,,
10/15/2015,GSM4,TKN0043,SF,11,17,,
10/15/2015,GSM4,TKN0043,SF,10,50,,
10/15/2015,GSM4,TKN0043,SF,9,36,,
10/15/2015,GSM4,TKN0043,SF,8,13,,
10/15/2015,GSM4,TKN0043,SF,7,14,,
10/15/2015,GSM4,TKN0043,SF,6,26,,
10/15/2015,GSM4,TKN0043,SF,5,13.5,,
10/15/2015,GSM4,TKN0043,SF,4,19,,
10/15/2015,GSM4,TKN0043,SF,2,26,,
10/15/2015,GSM4,TKN0043,SF,3,29,,
10/15/2015,GSM4,TKN0043,SF,1,29,no samples collected at this site.,
