"Region_PSP","scientific","common","decidBA","conifBA","Longitude","Latitude","surveyyr","ecoregion","site","ASPC","SLOP","SOMO","StdAge","biomass_kgM2","density_m2","SOORCM","SOOICM","SOOECM","SOOACM","ELEV","DF"
"13_10001","Betula neoalaskana","Alaskan birch",24.7657972654935,1.40130061901513,-148.257,64.80426,1994,"ALASKA BOREAL INTERIOR",1001,302,12,5,55,11.981966763693,0.106255220096569,7.62,3.81,3.81,0,84.1248,"CAFI"
"13_10002","Betula neoalaskana","Alaskan birch",18.9046667315806,0.894848568387445,-148.25743,64.80444,1994,"ALASKA BOREAL INTERIOR",1001,302,26,6,55,9.14179797198073,0.0963710135759577,12.065,2.54,5.08,4.445,81.0768,"CAFI"
"13_10003","Picea glauca","White spruce",18.2774082836331,6.34869214667728,-148.25816,64.80421,1994,"ALASKA BOREAL INTERIOR",1001,270,25,6,55,2.15919817998621,0.061776290753819,8.89,2.54,6.35,0,78.0288,"CAFI"
"13_10004","Picea glauca","White spruce",12.6623930971905,19.061757744718,-146.82965,64.85097,1994,"ALASKA BOREAL INTERIOR",1002,0,1,5,35,10.1605531193417,0.0321236711919859,10.795,6.35,4.445,0,57.6072,"CAFI"
"13_10005","Picea glauca","White spruce",17.8083401929235,27.7060381378445,-146.8285,64.85122,1994,"ALASKA BOREAL INTERIOR",1002,0,0,5,35,13.2146968586435,0.0667183940141245,7.62,3.81,3.81,0,54.2544,"CAFI"
"13_10006","Betula neoalaskana","Alaskan birch",5.22720339954266,22.2390337328575,-146.82867,64.85172,1994,"ALASKA BOREAL INTERIOR",1002,0,1,5,35,2.57708694072322,0.0197684130412221,11.43,3.81,7.62,0,56.9976,"CAFI"
"13_10007","Betula neoalaskana","Alaskan birch",14.8585432907605,2.24464153562407,-148.63641,64.78607,1994,"ALASKA BOREAL INTERIOR",1003,78,5,7,45,7.06193184651064,0.0790736521648883,5.715,1.905,3.175,0.635,59.436,"CAFI"
"13_10008","Picea glauca","White spruce",19.7562364516387,5.76055181762188,-148.63717,64.78654,1994,"ALASKA BOREAL INTERIOR",1003,89,6,6,45,2.16383740783237,0.0321236711919859,6.35,3.81,0,0,54.864,"CAFI"
"13_10009","Picea glauca","White spruce",18.0057601059839,8.07672334159712,-148.63577,64.78655,1994,"ALASKA BOREAL INTERIOR",1003,99,8,6,45,2.89631198303177,0.0568341874935135,5.08,3.175,1.27,0.635,56.6928,"CAFI"
"13_10010","Picea glauca","White spruce",8.05844518080118,17.9250008860102,-142.98146,63.35302,1994,"ALASKA BOREAL INTERIOR",1004,194,2,6,83,6.27930465690445,0.155676252699624,10.16,1.27,8.89,0,150.5712,"CAFI"
"13_10011","Picea mariana","Black spruce",15.3743560435467,9.34142231747515,-142.98185,63.35262,1994,"ALASKA BOREAL INTERIOR",1004,268,1,6,83,0.0298942195419972,0.00247105163015276,12.065,8.89,3.175,0,150.876,"CAFI"
"13_10012","Picea glauca","White spruce",3.70565982836173,21.9888352861711,-142.98277,63.35296,1994,"ALASKA BOREAL INTERIOR",1004,274,1,6,83,8.42847743810215,0.148263097809166,10.16,6.35,3.81,0,151.7904,"CAFI"
"13_10013","Betula neoalaskana","Alaskan birch",41.3531417928843,1.47400382538697,-146.80496,64.54585,1995,"BOREAL CORDILLERA",1005,205,11,4,83,5.0424466055745,0.0222394646713748,6.35,3.81,2.54,0,101.1936,"CAFI"
"13_10014","Betula neoalaskana","Alaskan birch",15.9510396544707,0.417882228719043,-146.8057,64.54546,1995,"BOREAL CORDILLERA",1005,180,13,4,83,8.17887820570375,0.0469499809729024,5.08,2.54,2.54,0,98.7552,"CAFI"
"13_10015","Betula neoalaskana","Alaskan birch",37.3985581559846,0.636528998881394,-146.80396,64.5456,1995,"BOREAL CORDILLERA",1005,190,11,NA,83,7.88627089143414,0.0370657744522914,6.985,4.445,2.54,0,101.4984,"CAFI"
"13_10016","Betula neoalaskana","Alaskan birch",18.1821910610075,0.53220525046676,-148.27142,65.3138,1995,"ALASKA BOREAL INTERIOR",1006,140,11,5,55,8.2195396146389,0.133436788028249,6.35,2.54,3.81,0,83.82,"CAFI"
"13_10017","Betula neoalaskana","Alaskan birch",16.7519994786957,0.563390061590452,-148.27031,65.31357,1995,"ALASKA BOREAL INTERIOR",1006,145,6,5,55,7.81948078969532,0.111197323356874,5.08,1.905,3.175,0,85.0392,"CAFI"
"13_10018","Betula neoalaskana","Alaskan birch",20.1942537059612,0.88430588350583,-148.27211,65.31347,1995,"ALASKA BOREAL INTERIOR",1006,140,10,6,55,9.29167195931108,0.140849942918707,6.985,4.445,2.54,0,85.9536,"CAFI"
"13_10019","Betula neoalaskana","Alaskan birch",18.8105300715503,0.881379725006029,-147.86777,64.87632,1995,"ALASKA BOREAL INTERIOR",1007,77,4,6,NA,9.07949246259206,0.108726271726721,13.97,5.08,5.08,3.81,63.7032,"CAFI"
"13_10020","Betula neoalaskana","Alaskan birch",21.2590035260875,3.13045119164093,-147.86681,64.87599,1995,"ALASKA BOREAL INTERIOR",1007,116,5,6,NA,10.1442110402318,0.126023633137791,10.16,2.54,5.08,2.54,66.7512,"CAFI"
"13_10021","Betula neoalaskana","Alaskan birch",21.0782152618729,10.5192593363114,-147.86863,64.87587,1995,"ALASKA BOREAL INTERIOR",1007,111,3,6,NA,11.2540592449183,0.0469499809729024,12.7,3.81,6.35,2.54,66.4464,"CAFI"
"13_10022","Populus tremuloides","Trembling aspen",21.6354161914717,9.28501394495715,-148.18036,64.79243,1995,"ALASKA BOREAL INTERIOR",1008,196,18,5,NA,8.21388976225261,0.0741315489045828,4.445,0.635,1.27,2.54,130.7592,"CAFI"
"13_10023","Populus tremuloides","Trembling aspen",18.5574017100632,14.6932885833917,-148.17935,64.79214,1995,"ALASKA BOREAL INTERIOR",1008,165,19,4,NA,5.50425623594171,0.0766026005347356,5.08,0.635,1.27,3.175,124.6632,"CAFI"
"13_10024","Picea glauca","White spruce",15.8624685804617,20.0973023243616,-148.18108,64.79206,1995,"ALASKA BOREAL INTERIOR",1008,190,22,7,NA,8.64466611138313,0.0642473423839718,2.54,0.635,1.905,0,124.3584,"CAFI"
"13_10025","Populus tremuloides","Trembling aspen",26.7837260005505,5.57867673031027,-148.69842,64.63525,1995,"ALASKA BOREAL INTERIOR",1009,120,2,5,NA,6.46713168011294,0.0938999619458049,6.35,1.27,2.54,2.54,37.4904,"CAFI"
"13_10026","Picea glauca","White spruce",19.6122336433786,1.68355909496436,-148.69761,64.63568,1995,"ALASKA BOREAL INTERIOR",1009,95,2,5,NA,0.545319728047195,0.0197684130412221,5.715,0.635,2.54,2.54,37.4904,"CAFI"
"13_10027","Picea glauca","White spruce",23.4361668700678,16.5858570321842,-148.69747,64.63491,1995,"ALASKA BOREAL INTERIOR",1009,135,2,5,NA,6.77610430465773,0.0642473423839718,6.35,1.27,1.905,3.175,34.1376,"CAFI"
"13_10028","Picea glauca","White spruce",17.2312333720839,14.9235423237266,-148.68374,64.65542,1995,"ALASKA BOREAL INTERIOR",1010,40,2,6,NA,5.70884453193725,0.0790736521648883,15.24,7.62,3.81,3.81,63.7032,"CAFI"
"13_10029","Picea glauca","White spruce",33.0471613828247,12.250597328235,-148.68468,64.65579,1995,"ALASKA BOREAL INTERIOR",1010,265,3,6,NA,4.42289566805306,0.0790736521648883,12.7,6.35,2.54,3.81,65.2272,"CAFI"
"13_10030","Populus tremuloides","Trembling aspen",24.395489841378,9.50022745598109,-148.68289,64.65578,1995,"ALASKA BOREAL INTERIOR",1010,235,1,6,NA,8.45495158104436,0.0914289103156521,12.7,2.54,5.08,5.08,63.7032,"CAFI"
"13_10031","Betula neoalaskana","Alaskan birch",22.9500664584028,5.91572836933602,-148.55757,64.67472,1995,"ALASKA BOREAL INTERIOR",1011,345,3,5,NA,11.7179166942391,0.0766026005347356,13.97,5.08,3.81,3.81,69.4944,"CAFI"
"13_10032","Betula neoalaskana","Alaskan birch",28.4720718751232,3.43568070046879,-148.55851,64.67433,1995,"ALASKA BOREAL INTERIOR",1011,305,12,5,NA,14.2219235957389,0.101313116836263,13.97,5.08,3.81,3.81,70.104,"CAFI"
"13_10033","Betula neoalaskana","Alaskan birch",21.3515888337936,0.334672648375509,-148.55859,64.67508,1995,"ALASKA BOREAL INTERIOR",1011,318,7,5,NA,11.074561017374,0.0716604972744301,10.16,NA,NA,NA,69.1896,"CAFI"
"13_10034","Betula neoalaskana","Alaskan birch",17.8910551936318,7.3650132297666,-146.58097,64.30339,1995,"ALASKA BOREAL INTERIOR",1012,115,13,5,113,9.23448785599715,0.0469499809729024,13.97,3.81,3.048,6.35,116.4336,"CAFI"
"13_10035","Picea glauca","White spruce",12.2973332256093,23.8596785419256,-146.58025,64.3038,1995,"ALASKA BOREAL INTERIOR",1012,141,3,6,113,9.44522015618225,0.108726271726721,16.51,0,7.62,8.89,119.7864,"CAFI"
"13_10036","Picea glauca","White spruce",11.1522812021341,23.2729480778555,-146.58022,64.30307,1995,"ALASKA BOREAL INTERIOR",1012,48,16,6,113,10.1661952212013,0.0766026005347356,13.97,2.54,6.35,5.08,118.872,"CAFI"
"13_10037","Picea glauca","White spruce",22.351223175622,2.79247675466295,-141.12389,62.68649,1995,"BOREAL CORDILLERA",1013,238,28,7,NA,0.907272380300478,0.0321236711919859,8.89,1.27,2.54,5.08,215.4936,"CAFI"
"13_10038","Picea glauca","White spruce",18.3741493123751,4.31082872207152,-141.1247,62.68682,1995,"BOREAL CORDILLERA",1013,264,25,7,NA,1.4040638100102,0.0469499809729024,7.62,1.27,2.54,3.81,215.1888,"CAFI"
"13_10039","Populus tremuloides","Trembling aspen",22.3783611984396,3.3751904808351,-141.12469,62.6861,1995,"BOREAL CORDILLERA",1013,210,18,7,NA,6.69680983072671,0.219923595083596,5.08,2.54,0,2.54,209.0928,"CAFI"
"13_10040","Picea glauca","White spruce",8.03852676855692,29.8090608642602,-141.10787,62.68204,1995,"BOREAL CORDILLERA",1014,190,31,6,NA,14.2749516593547,0.0667183940141245,7.62,1.27,2.54,3.81,211.5312,"CAFI"
"13_10041","Picea glauca","White spruce",15.0499693994827,10.2425964967916,-141.10864,62.68241,1995,"BOREAL CORDILLERA",1014,194,46,6,NA,4.239716728496,0.0420078777125969,6.35,2.54,0.635,3.175,215.1888,"CAFI"
"13_10042","Populus tremuloides","Trembling aspen",21.5541223246518,9.76067559606894,-141.10709,62.68244,1995,"BOREAL CORDILLERA",1014,188,44,6,NA,8.18622800289002,0.0568341874935135,2.54,0,1.27,1.27,214.5792,"CAFI"
"13_10043","Betula neoalaskana","Alaskan birch",23.3847694031194,1.33035410942344,-146.59181,65.28023,1995,"BOREAL CORDILLERA",1015,175,22,6,56,7.73491098675186,0.130965736398096,8.89,0.635,1.905,5.08,142.9512,"CAFI"
"13_10044","Populus tremuloides","Trembling aspen",27.1454139659101,2.14556909604477,-146.59081,65.27988,1995,"BOREAL CORDILLERA",1015,180,21,6,56,6.68421052484741,0.145792046179013,15.24,2.54,5.08,7.62,139.5984,"CAFI"
"13_10045","Betula neoalaskana","Alaskan birch",12.3639387033144,18.7420226534253,-146.59266,65.2798,1995,"BOREAL CORDILLERA",1015,180,22,6,56,5.4791326693602,0.103784168466416,22.86,7.62,7.62,7.62,139.2936,"CAFI"
"13_10046","Betula neoalaskana","Alaskan birch",19.8998410919899,3.71942041112289,-146.57515,65.28421,1995,"BOREAL CORDILLERA",1016,163,42,6,80,8.75892728187623,0.155676252699624,7.62,1.27,3.81,2.54,145.0848,"CAFI"
"13_10047","Betula neoalaskana","Alaskan birch",12.4479684093821,3.12649705876015,-146.57432,65.28394,1995,"BOREAL CORDILLERA",1016,170,38,7,80,5.06105827399998,0.130965736398096,5.08,0.635,1.905,2.54,137.4648,"CAFI"
"13_10048","Betula neoalaskana","Alaskan birch",17.6226249138622,0.630326093785964,-146.57597,65.28389,1995,"BOREAL CORDILLERA",1016,135,43,6,80,7.86629772705311,0.140849942918707,15.24,2.54,5.08,7.62,144.1704,"CAFI"
"13_10049","Picea glauca","White spruce",18.062790772372,13.1821712517606,-148.30717,64.90083,1995,"ALASKA BOREAL INTERIOR",1017,232,17,8,132.5,6.01576372835633,0.0370657744522914,10.16,2.54,5.08,2.54,87.4776,"CAFI"
"13_10050","Picea glauca","White spruce",14.7386208762823,19.0335178735992,-148.30633,64.90122,1995,"ALASKA BOREAL INTERIOR",1017,260,16,8,132.5,8.93721229401296,0.0593052391236663,12.7,2.54,7.62,2.54,88.6968,"CAFI"
"13_10051","Picea glauca","White spruce",17.9603326534673,23.6015643168756,-148.3063,64.90051,1995,"ALASKA BOREAL INTERIOR",1017,252,20,7,132.5,11.3775355807512,0.0840157554251939,13.97,5.08,3.81,5.08,86.868,"CAFI"
"13_10052","Populus tremuloides","Trembling aspen",5.88868675824479,1.03231165656,-142.25517,63.75761,1995,"BOREAL CORDILLERA",1018,161,55,6,NA,1.88932086315719,0.0642473423839718,7.62,1.27,2.54,3.81,270.9672,"CAFI"
"13_10053","Populus tremuloides","Trembling aspen",7.24414047112865,2.57465887492715,-142.25603,63.75795,1995,"BOREAL CORDILLERA",1018,183,44,6,NA,1.45252170604809,0.0741315489045828,6.985,1.27,0.635,5.08,280.1112,"CAFI"
"13_10054","Betula neoalaskana","Alaskan birch",6.87890780970023,8.55966470409867,-142.25432,63.75795,1995,"BOREAL CORDILLERA",1018,168,45,6,NA,0.954882160142703,0.0271815679316804,10.16,2.54,3.81,3.81,276.1488,"CAFI"
"13_10055","Populus tremuloides","Trembling aspen",12.4215290585555,4.04093473700185,-143.00532,63.25935,1995,"ALASKA BOREAL INTERIOR",1019,0,0,5,NA,3.85667943622489,0.148263097809166,5.08,0.635,2.54,1.905,159.7152,"CAFI"
"13_10056","Picea glauca","White spruce",13.5356066237644,4.36293362571326,-143.00622,63.2597,1995,"ALASKA BOREAL INTERIOR",1019,0,0,4,NA,1.68635009958766,0.0321236711919859,12.7,2.54,5.08,5.08,160.3248,"CAFI"
"13_10057","Populus tremuloides","Trembling aspen",8.36045929595019,8.1155209228016,-143.00453,63.25972,1995,"ALASKA BOREAL INTERIOR",1019,0,0,5,NA,2.61067824149319,0.108726271726721,6.35,1.27,1.905,3.175,161.544,"CAFI"
"13_10058","Populus tremuloides","Trembling aspen",27.2814271218863,6.07246879437762,-143.29387,63.12823,1995,"BOREAL CORDILLERA",1020,155,35,5,NA,9.25232849167334,0.195213078782068,17.78,3.81,6.35,7.62,183.1848,"CAFI"
"13_10059","Populus tremuloides","Trembling aspen",20.8701675211076,0.617639813118445,-143.29467,63.12859,1995,"BOREAL CORDILLERA",1020,145,77,NA,NA,6.00332823613223,0.128494684767944,2.54,1.27,0.635,0.635,194.4624,"CAFI"
"13_10060","Populus tremuloides","Trembling aspen",19.7818243742326,1.96885767054454,-143.29304,63.12862,1995,"BOREAL CORDILLERA",1020,147,53,5,NA,6.16217344391073,0.145792046179013,7.62,2.54,3.175,1.905,187.452,"CAFI"
"13_10061","Betula neoalaskana","Alaskan birch",28.2534263570612,1.08772210510524,-149.04247,64.63117,1995,"ALASKA BOREAL INTERIOR",1021,352,18,7,51,4.75495747197266,0.0568341874935135,3.81,0.635,1.27,1.905,42.3672,"CAFI"
"13_10062","Populus tremuloides","Trembling aspen",32.2661888363628,0.127414982926122,-149.04135,64.63078,1995,"ALASKA BOREAL INTERIOR",1021,8,23,6,51,11.3862586615647,0.185328872261457,3.81,0.635,0.635,2.54,44.5008,"CAFI"
"13_10063","Populus tremuloides","Trembling aspen",18.9816909362335,1.09311990968061,-149.04316,64.63071,1995,"ALASKA BOREAL INTERIOR",1021,350,25,6,51,6.22880541376657,0.180386769001152,5.715,1.27,0.635,3.81,41.148,"CAFI"
"13_10064","Betula neoalaskana","Alaskan birch",15.3929797840371,5.04915598297726,-146.48333,64.29184,1995,"ALASKA BOREAL INTERIOR",1022,224,27,7,53,6.69554587006526,0.0593052391236663,7.62,1.27,2.54,3.81,90.8304,"CAFI"
"13_10065","Populus tremuloides","Trembling aspen",38.9461241285782,0.730951137789637,-146.48238,64.29227,1995,"ALASKA BOREAL INTERIOR",1022,164,52,6,53,13.4488104673687,0.254518317905734,6.35,0.635,2.54,2.54,96.3168,"CAFI"
"13_10066","Betula neoalaskana","Alaskan birch",16.8206596530624,11.1990296205118,-146.48246,64.29149,1995,"ALASKA BOREAL INTERIOR",1022,138,32,7,53,7.13107447785632,0.153205201069471,5.08,1.27,1.27,2.54,90.2208,"CAFI"
"13_10067","Betula neoalaskana","Alaskan birch",28.1799142938683,0.480256859367795,-148.25399,64.90437,1999,"ALASKA BOREAL INTERIOR",1023,135,13,4,63,11.484405963731,0.182857820631304,5.08,2.54,1.27,1.27,92.3544,"CAFI"
"13_10068","Betula neoalaskana","Alaskan birch",25.8553536976001,0.442448437433683,-148.25478,64.90398,1999,"ALASKA BOREAL INTERIOR",1023,132,12,4,63,9.48784922707927,0.140849942918707,8.255,2.54,5.08,0.635,92.964,"CAFI"
"13_10069","Betula neoalaskana","Alaskan birch",18.8823380261775,2.8657909860018,-148.25498,64.90468,1999,"ALASKA BOREAL INTERIOR",1023,131,12,6,63,8.619901083288,0.0889578586854994,6.35,2.54,2.54,1.27,93.5736,"CAFI"
"13_10070","Betula neoalaskana","Alaskan birch",2.900610644419,14.0028992361887,-145.83425,64.19545,1996,"ALASKA BOREAL INTERIOR",1024,320,15,6,NA,1.3101815916267,0.0222394646713748,15.24,3.81,11.43,0,102.108,"CAFI"
"13_10071","Betula neoalaskana","Alaskan birch",3.65570227680692,17.4831046248274,-145.83507,64.19505,1996,"ALASKA BOREAL INTERIOR",1024,264,11,6,NA,1.5757092752518,0.0345947228221386,40.64,10.16,25.4,5.08,98.4504,"CAFI"
"13_10072","Picea glauca","White spruce",0.263692332074579,27.5738200980056,-145.83509,64.19579,1996,"ALASKA BOREAL INTERIOR",1024,280,12,6,NA,12.5918101989817,0.0568341874935135,27.94,7.62,17.78,2.54,99.6696,"CAFI"
"13_10073","Picea glauca","White spruce",12.2375416779666,6.63813267018957,-145.83773,64.19499,1996,"ALASKA BOREAL INTERIOR",1025,333,5,3,49,2.21286471820345,0.0667183940141245,15.24,7.62,7.62,0,97.8408,"CAFI"
"13_10074","Picea glauca","White spruce",9.96443990156349,3.76226478063347,-145.83693,64.19536,1996,"ALASKA BOREAL INTERIOR",1025,338,3,4,49,1.13849512417519,0.0568341874935135,17.78,12.7,5.08,0,97.2312,"CAFI"
"13_10075","Picea glauca","White spruce",19.1684592316825,2.68470597400614,-145.83672,64.1946,1996,"ALASKA BOREAL INTERIOR",1025,330,5,4,49,0.874477238794171,0.0296526195618331,15.24,7.62,7.62,0,99.06,"CAFI"
"13_10079","Picea glauca","White spruce",1.04261894657727,25.5359696451594,-142.98391,63.35625,1996,"ALASKA BOREAL INTERIOR",1027,265,1,6,108,11.7933467452085,0.0494210326030552,12.7,5.08,7.62,0,151.1808,"CAFI"
"13_10080","Picea glauca","White spruce",1.6705810749171,24.3470761295451,-142.98313,63.35666,1996,"ALASKA BOREAL INTERIOR",1027,0,0,6,108,11.0513115207524,0.061776290753819,8.89,3.81,5.08,0,150.5712,"CAFI"
"13_10081","Picea glauca","White spruce",7.04987585093064,24.2979862835275,-142.98229,63.35633,1996,"ALASKA BOREAL INTERIOR",1027,0,0,6,108,9.70620501087208,0.118610478247333,10.16,2.54,7.62,0,153.3144,"CAFI"
"13_10082","Picea glauca","White spruce",1.64727447914675,37.1400770655344,-148.33092,64.72475,1996,"ALASKA BOREAL INTERIOR",1028,265,7,5,147,19.9776951761822,0.0395368260824442,17.78,5.08,10.16,2.54,82.296,"CAFI"
"13_10083","Picea glauca","White spruce",7.08183571216617,10.2480406290796,-148.33199,64.72491,1996,"ALASKA BOREAL INTERIOR",1028,225,6,6,147,5.01922930865896,0.0148263097809166,25.4,5.08,17.78,2.54,78.9432,"CAFI"
"13_10084","Picea glauca","White spruce",10.8226357366327,12.0981002712533,-148.33304,64.72484,1996,"ALASKA BOREAL INTERIOR",1028,15,7,6,147,5.59590195215888,0.0247105163015276,13.97,5.08,8.89,0,79.5528,"CAFI"
"13_10085","Picea glauca","White spruce",0,19.1417444187806,-143.23957,63.11073,1996,"BOREAL CORDILLERA",1029,236,1,3,60,6.66238837525928,0.17050256248054,12.7,8.89,3.81,0,184.7088,"CAFI"
"13_10086","Picea glauca","White spruce",0,29.6514527336814,-143.23943,63.11046,1996,"BOREAL CORDILLERA",1029,210,1,4,60,10.0772816080034,0.269344627686651,15.24,10.16,2.54,2.54,185.3184,"CAFI"
"13_10087","Picea glauca","White spruce",0,32.5334045788004,-143.23928,63.11015,1996,"BOREAL CORDILLERA",1029,336,2,4,60,11.4618181439507,0.269344627686651,17.78,12.7,5.08,0,185.6232,"CAFI"
"13_10088","Picea glauca","White spruce",0,51.7244066250445,-143.23079,63.11139,1997,"BOREAL CORDILLERA",1030,0,0,4,NA,28.2357968603644,0.0494210326030552,8.89,2.54,6.35,0,187.7568,"CAFI"
"13_10089","Picea glauca","White spruce",0,64.1496368922117,-143.22998,63.11186,1997,"BOREAL CORDILLERA",1030,0,0,4,NA,36.6815486826593,0.0593052391236663,7.62,2.54,5.08,0,184.0992,"CAFI"
"13_10090","Picea glauca","White spruce",0,48.5527700968465,-143.22932,63.11222,1997,"BOREAL CORDILLERA",1030,0,0,4,NA,23.9554025466833,0.0741315489045828,6.985,2.54,4.445,0,185.0136,"CAFI"
"13_10091","Populus tremuloides","Trembling aspen",24.0895804420643,2.04148575089585,-145.42118,62.04148,1997,"BOREAL CORDILLERA",1031,0,0,6,80,8.80626427011398,0.103784168466416,9.525,6.35,3.175,0,117.348,"CAFI"
"13_10092","Populus tremuloides","Trembling aspen",27.6299680336524,0.134705963218953,-145.42205,62.04183,1997,"BOREAL CORDILLERA",1031,0,0,6,80,9.7778000385272,0.11613942661718,10.16,3.81,6.35,0,116.1288,"CAFI"
"13_10093","Populus tremuloides","Trembling aspen",24.7656720554592,3.89717107990718,-145.42045,62.04185,1997,"BOREAL CORDILLERA",1031,0,0,6,80,9.32701637211908,0.106255220096569,10.16,2.54,7.62,0,115.2144,"CAFI"
"13_10094","Picea glauca","White spruce",18.327574935945,12.5842294812261,-145.41307,62.04165,1997,"BOREAL CORDILLERA",1032,338,4,6,76,5.65368681005887,0.0420078777125969,5.715,2.54,3.175,0,114.6048,"CAFI"
"13_10095","Populus tremuloides","Trembling aspen",30.4574071861716,0.351185347688897,-145.41394,62.04199,1997,"BOREAL CORDILLERA",1032,0,0,6,76,10.9424480449724,0.160618355959929,6.985,1.905,5.08,0,114.9096,"CAFI"
"13_10096","Picea glauca","White spruce",19.8839732243528,15.6059808337563,-145.41224,62.04202,1997,"BOREAL CORDILLERA",1032,159,7,6,76,6.20329773157298,0.0815447037950411,6.35,1.905,4.445,0,117.348,"CAFI"
"13_10097","Picea glauca","White spruce",18.5827079100801,3.01646999328664,-143.24731,63.31257,1997,"ALASKA BOREAL INTERIOR",1033,0,0,6,85,0.923041475443897,0.0420078777125969,6.35,3.81,2.54,0,151.1808,"CAFI"
"13_10098","Populus tremuloides","Trembling aspen",25.0870999864146,1.98231649712321,-143.24646,63.31218,1997,"ALASKA BOREAL INTERIOR",1033,0,0,6,85,8.51132902506337,0.180386769001152,8.89,3.175,5.715,0,150.2664,"CAFI"
"13_10099","Populus tremuloides","Trembling aspen",22.9512997772399,0.88855300786669,-143.24816,63.31214,1997,"ALASKA BOREAL INTERIOR",1033,0,0,6,85,7.73582830903904,0.172973614110693,5.715,2.54,3.175,0,149.6568,"CAFI"
"13_10100","Populus tremuloides","Trembling aspen",6.41620038872919,8.81729937471752,-143.15525,63.2793,1997,"ALASKA BOREAL INTERIOR",1034,0,0,6,NA,2.06628731276749,0.0716604972744301,5.08,1.905,3.175,0,155.448,"CAFI"
"13_10101","Picea glauca","White spruce",2.68093339567499,4.85646024450806,-143.15435,63.27898,1997,"ALASKA BOREAL INTERIOR",1034,225,3,6,NA,1.81396150385975,0.0271815679316804,3.81,1.27,2.54,0,156.6672,"CAFI"
"13_10102","Picea glauca","White spruce",6.96300137288538,5.45779771117061,-143.15595,63.27887,1997,"ALASKA BOREAL INTERIOR",1034,0,0,5,NA,1.91815859306947,0.0420078777125969,5.715,2.54,3.175,0,155.448,"CAFI"
"13_10103","Picea glauca","White spruce",0.213569503274591,36.1219078823399,-145.43995,62.07857,1997,"BOREAL CORDILLERA",1035,0,0,6,NA,13.6085695066509,0.210039388562985,3.81,1.27,2.54,0,137.7696,"CAFI"
"13_10104","Picea glauca","White spruce",36.6120162672004,2.76759752086275,-145.44075,62.07814,1997,"BOREAL CORDILLERA",1035,0,0,6,NA,0.996632408635654,0.0197684130412221,6.35,2.54,3.81,0,136.5504,"CAFI"
"13_10105","Populus balsamifera","Balsam poplar",38.6453746347748,5.6656751662894,-145.4408,62.07882,1997,"BOREAL CORDILLERA",1035,0,0,6,NA,10.3204136846203,0.212510440193137,10.16,2.54,7.62,0,135.9408,"CAFI"
"13_10106","Betula neoalaskana","Alaskan birch",30.3209870975841,0,-147.34171,64.82239,1997,"ALASKA BOREAL INTERIOR",1036,0,0,7,NA,13.6498669152951,0.217452543453443,10.16,2.54,7.62,0,46.9392,"CAFI"
"13_10107","Picea glauca","White spruce",9.72163771189199,10.0042454235435,-147.33989,64.82481,1997,"ALASKA BOREAL INTERIOR",1036,0,0,6,NA,3.8645416033747,0.0469499809729024,2.54,2.54,6.985,0,47.244,"CAFI"
"13_10108","Picea glauca","White spruce",8.24730448382178,17.0624239518435,-147.3392,64.82273,1997,"ALASKA BOREAL INTERIOR",1036,0,0,6,NA,6.60258255021636,0.0938999619458049,7.62,4.445,7.62,0,45.4152,"CAFI"
"13_10109","Picea glauca","White spruce",0,15.4531281802774,-144.01255,61.48414,1997,"BOREAL CORDILLERA",1037,0,0,7,NA,6.04015381720142,0.0716604972744301,10.795,3.81,6.985,0,119.1768,"CAFI"
"13_10110","Picea glauca","White spruce",0,10.3791155013061,-144.01336,61.48446,1997,"BOREAL CORDILLERA",1037,0,0,7,NA,4.56138487695199,0.0271815679316804,6.35,2.54,3.81,0,118.872,"CAFI"
"13_10111","Picea glauca","White spruce",1.57148234123061,16.8227368875302,-144.01182,61.48453,1997,"BOREAL CORDILLERA",1037,264,12,7,NA,6.71965699740381,0.0741315489045828,10.16,3.81,6.35,0,118.2624,"CAFI"
"13_10112","Populus tremuloides","Trembling aspen",19.501251225344,10.5546925238962,-143.95412,61.47071,1997,"BOREAL CORDILLERA",1038,212,11,7,NA,7.20508449699301,0.0790736521648883,3.175,1.905,1.27,0,131.064,"CAFI"
"13_10113","Picea glauca","White spruce",5.45055055438976,21.6308723193297,-143.9532,61.47057,1997,"BOREAL CORDILLERA",1038,200,11,6,NA,8.58831108529921,0.0593052391236663,7.62,0.635,3.175,1.27,127.7112,"CAFI"
"13_10114","Picea glauca","White spruce",13.4087175229821,28.0055655817138,-143.95215,61.4703,1997,"BOREAL CORDILLERA",1038,221,12,5,NA,10.9976155736609,0.0963710135759577,8.255,2.54,5.715,0,130.1496,"CAFI"
"13_10115","Picea glauca","White spruce",0,13.7909224045495,-143.62858,61.3814,1997,"BOREAL CORDILLERA",1039,216,8,7,NA,4.87968878461002,0.106255220096569,17.78,3.81,13.97,0,137.4648,"CAFI"
"13_10116","Picea glauca","White spruce",0.355707934125048,19.9525820626055,-143.62943,61.38176,1997,"BOREAL CORDILLERA",1039,246,12,6,NA,7.16534541121016,0.145792046179013,20.32,3.81,16.51,0,138.3792,"CAFI"
"13_10117","Picea glauca","White spruce",1.23463229035995,18.149298385017,-143.62795,61.38181,1997,"BOREAL CORDILLERA",1039,226,11,7,NA,6.09332702944372,0.175444665740846,21.59,3.81,17.78,0,139.9032,"CAFI"
