Site,Core,Bag,Top_cm,Bottom_cm,Horizon1,Horizon2,SiteAge,BurnYear,AvgPithYear,Orientation,Date_processed,Date_sampled,Burned,Ice1,Ice2,Ice_cm,Macrofossil_bag,Roots,Color,Texture,BagID_A,BagID_B,Bag_mass_g,Wet_g,Dry_g,%SoilMoisture,Thickness_cm,Diameter_cm,Height_cm,Volume_cm3,BulkDensity_g/cm3,Comments
Apex Beta,3,3,82.7,85.6,M,NA,Mature,NA,1938,NA,9/11/15 18:28,4/15/15,No,Onv,NA,0,NA,NA,NA,NA,818,819,5.06,63.228,11.464,88.99,2.9,7.1,3.9,64.6,0.099128379,Sedge peat
Apex Beta,3,3,85.6,86.7,M,NA,Mature,NA,1938,NA,9/11/15 18:29,4/15/15,No,Onv,NA,0,NA,NA,NA,NA,820,821,5.05,16.487,6.752,85.12,1.1,NA,NA,NA,NA,
Apex Beta,3,4,86.7,87.4,M,NA,Mature,NA,1938,NA,9/16/15 4:04,4/15/15,No,Onv,NA,0,NA,NA,NA,NA,822,823,5.058,10.983,5.942,85.08,0.7,NA,NA,NA,NA,Break
Apex Beta,3,4,87.4,90.4,M,NA,Mature,NA,1938,NA,9/16/15 4:15,4/15/15,No,Onv,NA,0,NA,NA,NA,NA,824,825,5.066,63.366,12.643,87.00,3,7.3,3.7,63.9,0.118620883,
Apex Beta,3,4,90.4,93.4,M,NA,Mature,NA,1938,NA,9/16/15 4:17,4/15/15,No,Onv,NA,0,NA,NA,NA,NA,826,827,5.062,60.063,12.311,86.82,3,7,3.7,61.9,0.117061947,Sedge peat
Apex Beta,3,4,93.4,96.3,M,NA,Mature,NA,1938,NA,9/16/15 4:20,4/15/15,No,Onv,NA,0,NA,NA,NA,NA,828,829,5.073,57.096,11.14,88.34,2.9,7.3,3.7,61.7,0.098256461,Sedge peat
Apex Beta,3,4,96.3,99.2,M,NA,Mature,NA,1938,NA,9/16/15 4:22,4/15/15,No,Onv,NA,0,NA,NA,NA,NA,830,831,5.071,62.655,14.567,83.51,2.9,7.4,3.7,62.4,0.152271765,Sedge peat
Apex Beta,3,4,99.2,102.1,M,NA,Mature,NA,1938,NA,9/16/15 4:24,4/15/15,No,Onv,NA,0,NA,NA,NA,NA,832,833,5.055,64.885,16.229,81.32,2.9,7.3,3.7,61.7,0.180965501,Sedge peat lots of woody debris
Apex Beta,3,4,102.1,105.1,M,I,Mature,NA,1938,Vertical,9/16/15 4:27,4/15/15,No,Onv,Mvw,3,NA,NA,NA,NA,834,835,5.049,64.195,14.239,84.46,3,7.3,3.9,68.3,0.134649019,Half core with ice wedge. Split core halves evenly with ice and (mesic) peat. More peat than ice.
Apex Beta,3,4,105.1,108.3,M,I,Mature,NA,1938,Vertical,9/16/15 4:32,4/15/15,No,Onv,Mvw,3.2,M116,NA,NA,NA,836,837,5.07,65.901,12.857,87.20,3.2,7.3,3.8,70.5,0.110502173,Half core with ice wedge. Split core halves evenly with ice and (mesic) peat. More peat than ice.Sedge and moss peat.
Apex Beta,3,4,108.3,111.4,M,I,Mature,NA,1938,Vertical,9/16/15 4:34,4/15/15,No,Onv,Mvw,1.7,NA,NA,NA,NA,838,839,5.03,37.279,7.872,91.19,3.1,NA,NA,NA,NA,Half core with ice wedge. Split core halves evenly with ice and (mesic) peat. More peat than ice.Sedge and moss peat.
Apex Beta,3,5,111.4,113.5,M,I,Mature,NA,1938,Vertical,9/16/15 4:46,4/15/15,No,Onv,Mvi,1.3,NA,NA,NA,NA,840,841,5.026,22.134,6.768,89.82,2.1,NA,NA,NA,NA,Ice running vertically. Sandwiched by (mesic) peat. 2.6 cm wide. Gradually becomes wider in following sections until core is completely wedge ice. See photo.
Apex Beta,3,5,113.5,116.6,M,I,Mature,NA,1938,Vertical,9/16/15 4:52,4/15/15,No,Onv,Mvi,3.1,NA,NA,NA,NA,842,843,5.046,62.834,9.265,92.70,3.1,7.2,3.9,69.8,0.060447109,Ice wedge 3.2 cm in mesic peat.
Apex Beta,3,5,116.6,119.5,I,M,Mature,NA,1938,Vertical,9/16/15 4:54,4/15/15,No,Mvi,Onv,2.9,NA,NA,NA,NA,844,845,5.076,66.251,11.801,89.01,2.9,7.4,3.9,66.7,0.100897055,Ice wedge 4.3 cm  in mesic peat. Also peat inclusions in ice.
Apex Beta,3,5,119.5,122.5,I,M,Mature,NA,1938,Vertical,9/16/15 4:57,4/15/15,No,Mvi,Onv,3,NA,NA,NA,NA,846,847,5.092,66.38,10.19,91.68,3,7.3,3.7,63.9,0.079811174,Ice wedge 4.6 cm in mesic peatUnconsolidated peat.
Apex Beta,3,5,122.5,125.5,I,M,Mature,NA,1938,Vertical,9/16/15 5:00,4/15/15,No,Mvi,Onv,3,NA,NA,NA,NA,848,849,5.079,64.326,6.789,97.11,3,7.3,3.9,68.3,0.025054388,Ice wedge 5.7 cm in mesic peat
Apex Beta,3,5,125.5,128.4,I,NA,Mature,NA,1938,NA,9/16/15 5:02,4/15/15,No,Mvi,NA,2.9,NA,NA,NA,NA,850,851,5.035,55.527,5.747,98.59,2.9,NA,NA,NA,NA,Completely ice with soil(peat) inclusions.
Apex Beta,3,6,128.4,130.2,I,NA,Mature,NA,1938,NA,9/16/15 5:26,4/15/15,No,Mvi,Onv,1.8,NA,NA,NA,NA,852,853,5.058,23.346,5.324,98.55,1.8,NA,NA,NA,NA,Some soil: mesic. 
Apex Beta,3,6,130.2,133.1,I,NA,Mature,NA,1938,NA,9/16/15 5:36,4/15/15,No,Mvi,Onv,2.9,NA,NA,NA,NA,854,855,5.018,58.809,6.362,97.50,2.9,7.2,3.6,59.0,0.022765458,Mesic soil inclusions
Apex Beta,3,6,133.1,136.2,I,NA,Mature,NA,1938,NA,9/16/15 5:38,4/15/15,No,Mvi,Pnv,3.1,NA,NA,NA,NA,856,857,5.045,62.095,5.922,98.46,3.1,7.4,3.7,66.7,0.013155719,Soil inclusions all mineral. 
Apex Beta,3,6,136.2,139.3,I,NA,Mature,NA,1938,NA,9/16/15 5:40,4/15/15,No,Mvi,NA,3.1,NA,NA,NA,NA,858,NA,5.043,114.326,NA,NA,3.1,7.3,7.3,129.7,NA,"Ver small soil inclusions, not split in half"
Apex Beta,3,6,139.3,142.3,I,NA,Mature,NA,1938,NA,9/16/15 5:42,4/15/15,No,Mvi,NA,3,NA,NA,NA,NA,860,NA,5.059,114.683,NA,NA,3,7.4,7.4,129.0,NA,
Apex Beta,3,6,142.3,145.2,I,NA,Mature,NA,1938,NA,9/16/15 5:44,4/15/15,No,Mvi,NA,2.9,NA,NA,NA,NA,862,NA,5.042,114.55,NA,NA,2.9,7.3,7.3,121.4,NA,
Apex Beta,3,6,145.2,148.2,I,NA,Mature,NA,1938,NA,9/16/15 5:46,4/15/15,No,Mvi,NA,3,NA,NA,NA,NA,864,NA,5.004,110.65,NA,NA,3,7.3,7.3,125.6,NA,
Apex Beta,3,6,148.2,151.3,I,NA,Mature,NA,1938,NA,9/16/15 5:48,4/15/15,No,Mvi,NA,3.1,NA,NA,NA,NA,866,NA,5.005,111.948,NA,NA,3.1,7.2,7.2,126.2,NA,
Apex Beta,3,6,151.3,153,I,NA,Mature,NA,1938,NA,9/16/15 5:49,4/15/15,No,Mvi,NA,1.7,NA,NA,NA,NA,868,NA,5.066,56.984,NA,NA,1.7,NA,NA,NA,NA,
Apex Beta,3,7,153,157.5,I,NA,Mature,NA,1938,NA,9/16/15 13:53,4/15/15,No,Mvi,NA,4.5,NA,NA,NA,NA,NA,449,5.035,152.977,NA,NA,4.5,NA,NA,NA,NA,Bag weight 5.035
Apex Beta,3,7,157.5,161.1,I,NA,Mature,NA,1938,NA,9/16/15 13:55,4/15/15,No,Mvc,NA,3.6,NA,NA,NA,NA,NA,451,5.004,135.774,NA,NA,3.6,7.3,7.3,150.7,NA,Bag weight 5.004
Apex Beta,3,7,161.1,164.2,I,NA,Mature,NA,1938,NA,9/16/15 13:57,4/15/15,No,Mvc,NA,3.1,NA,NA,NA,NA,NA,447,5.024,120.278,NA,NA,3.1,7.4,7.4,133.3,NA,Bag weight 5.024
Apex Beta,3,7,164.2,167.5,I,NA,Mature,NA,1938,NA,9/16/15 13:59,4/15/15,No,Mvc,NA,3.3,NA,NA,NA,NA,516,NA,5.067,125.292,NA,NA,3.3,7.3,7.3,138.1,NA,
Apex Beta,3,7,167.5,171.1,I,NA,Mature,NA,1938,NA,9/16/15 14:00,4/15/15,No,Mvc,NA,3.6,NA,NA,NA,NA,518,NA,5.053,138.785,NA,NA,3.6,7.4,7.4,154.8,NA,
Apex Beta,3,7,171.1,174.3,I,NA,Mature,NA,1938,NA,9/16/15 14:02,4/15/15,No,Mvc,NA,3.2,NA,NA,NA,NA,NA,461,4.985,124.013,NA,NA,3.2,7.3,7.3,133.9,NA,Bag weight 4.985
Apex Beta,3,7,174.3,177.4,I,NA,Mature,NA,1938,NA,9/16/15 14:03,4/15/15,No,Mvi,NA,3.1,NA,NA,NA,NA,NA,511,5.018,116.924,NA,NA,3.1,7.3,7.3,129.7,NA,Bag weight 5.018
Apex Beta,3,7,177.4,181.1,I,NA,Mature,NA,1938,NA,9/16/15 14:04,4/15/15,No,Mvi,NA,3.7,NA,NA,NA,NA,NA,509,5,141.734,NA,NA,3.7,7.3,7.3,154.9,NA,Bag weight 5.000
Apex Beta,3,7,181.1,184.9,I,NA,Mature,NA,1938,NA,9/16/15 14:05,4/15/15,No,Mvi,NA,3.8,NA,NA,NA,NA,NA,507,5.012,142.398,NA,NA,3.8,7.4,7.4,163.4,NA,Bag weight 5.012
Apex Beta,3,7,184.9,187.8,I,A,Mature,NA,1938,Vertical,9/16/15 14:07,4/15/15,No,Mvi,Pnv,2.9,NA,NA,10yr 3/1,SiL,870,871,5.084,59.41,5.814,98.66,2.9,7.4,3.5,58.1,0.012570542,Includes mineral 0.8 cm inclusion
Apex Beta,3,7,187.8,189.4,I,A,Mature,NA,1938,Vertical,9/16/15 14:11,4/15/15,No,Mvi,Pnv,1.6,NA,NA,10yr 3/1,SiL,872,873,5.056,25.826,5.873,96.07,1.6,NA,NA,NA,NA,"Mineral inclusion, 0.4 cm thick. "
Apex Beta,3,8,189.4,190.9,I,A,Mature,NA,1938,Vertical,9/16/15 14:19,4/15/15,No,Mvi,Pnv,1.5,NA,NA,10yr 3/1,SiL,874,875,5.096,24.727,5.742,96.71,1.5,NA,NA,NA,NA,Ice wedge tapers out into mineral: soil is 1.0 cm thick. 
Apex Beta,3,8,190.9,193.8,I,A,Mature,NA,1938,Vertical,9/16/15 14:26,4/15/15,No,Mvi,Pnv,2.9,NA,NA,10yr 3/1,SiL,876,877,5.052,60.231,6.929,96.60,2.9,7.3,3.5,57.5,0.032635814,Ice wedge tapers out into mineral soil: soil is 1.7 cm thick.
Apex Beta,3,8,193.8,197,I,A,Mature,NA,1938,Vertical,9/16/15 14:26,4/15/15,No,Mvi,Pnv,3.2,NA,NA,10yr 3/1,SiL,878,879,5.053,62,7.088,96.43,3.2,7.1,3.5,62.2,0.032711198,Ice wedge tapers out into mineral: soil is 1.9 cm thick. 
Apex Beta,3,8,197,199.9,I,A,Mature,NA,1938,Vertical,9/16/15 14:26,4/15/15,No,Mvi,Pnv,2.9,NA,NA,10yr 3/1,SiL,880,881,5.038,54.324,5.521,99.02,2.9,7.2,3.5,56.9,0.008481261,Ice wedge tapers out into mineral: soil is 2.0 cm thick. 
Apex Beta,3,8,199.9,203.1,I,A,Mature,NA,1938,Vertical,9/16/15 14:27,4/15/15,No,Mvi,Pnv,3.2,NA,NA,10yr 3/1,SiL,882,883,5.048,59.556,6.621,97.11,3.2,7.2,3.6,65.1,0.024146482,Ice wedge tapers out into mineral: soil is 1.5 cm thick. 
Apex Beta,3,8,203.1,205.7,A,I,Mature,NA,1938,Vertical,9/16/15 14:27,4/15/15,No,Mvi,Pnv,2.6,NA,NA,10yr 3/1,SiL,884,885,5.033,58.778,12.512,86.08,2.6,7.2,3.5,51.1,0.146481065,Ice wedge tapers out into mineral: soil is 4.6 cm thick. 
Apex Beta,3,8,205.7,208.7,A,I,Mature,NA,1938,Vertical,9/16/15 14:28,4/15/15,No,Mvi,Pnv,3,NA,NA,10yr 3/1,SiL,886,887,4.984,69.179,16.954,81.35,3,7.3,3.7,63.9,0.187395007,Ice wedge tapers out into mineral: soil is 6.3 cm thick. 
Apex Beta,3,8,208.7,211.5,A,I,Mature,NA,1938,Vertical,9/16/15 14:28,4/15/15,No,Mvi,Pnv,2.8,NA,NA,10yr 3/1,SiL,888,889,5.008,62.653,13.691,84.94,2.8,7.4,3.6,58.1,0.149346361,Ice wedge tapers out into mineral: soil is 6.2 cm thick. 
Apex Beta,3,8,211.5,215.2,A,I,Mature,NA,1938,Vertical,9/16/15 14:28,4/15/15,No,Mvi,Pnv,3.7,NA,NA,10yr 3/1,SiL,890,891,4.996,75.271,18.054,81.42,3.7,7.4,3.7,79.6,0.164116261,Ice wedge tapers out into mineral: soil is 4.8 cm thick. 
Apex Beta,3,8,215.2,217.4,A,I,Mature,NA,1938,Vertical,9/16/15 14:28,4/15/15,No,Mvi,Pnv,2.2,NA,NA,10yr 3/1,SiL,892,893,4.994,51.656,18.191,71.72,2.2,NA,NA,NA,NA,Ice wedge tapers out into mineral: soil is 4.7 cm thick. 
Apex Beta,3,9,217.4,219.7,A,I,Mature,NA,1938,Vertical,9/16/15 16:11,4/15/15,No,Pnv,Mvi,2.3,NA,NA,10yr 3/1,SiL,894,895,5.021,51.157,17.283,73.42,2.3,NA,NA,NA,NA,Ice wedge tapers out into mineral: ice is 2.7 cm thick. 
Apex Beta,3,9,219.7,222.4,A,I,Mature,NA,1938,Vertical,9/16/15 16:19,4/15/15,No,Pnv,Mvi,2.7,NA,NA,10yr 3/1,SiL,896,897,5.013,68.621,33.585,55.08,2.7,7.4,3.5,54.1,0.528452587,Ice wedge tapers out into mineral: ice is 1.7 cm thick. 
Apex Beta,3,9,222.4,225.5,A,I,Mature,NA,1938,Vertical,9/16/15 16:20,4/15/15,No,Pnv,Mvi,3.1,NA,NA,10yr 3/1,SiL,898,899,4.992,97.751,60.715,39.93,3.1,7.3,3.5,61.5,0.906360509,Ice wedge tapers out into mineral: ice is 1.6 cm thick. 
Apex Beta,3,9,225.5,228.7,A,NA,Mature,NA,1938,NA,9/16/15 16:22,4/15/15,No,Pnv,NA,0,NA,NA,10yr 3/1,SiL,900,901,4.977,101.293,67.955,34.61,3.2,7.4,3.6,66.4,0.947811039,
Apex Beta,3,9,228.7,232,H,NA,Mature,NA,1938,NA,9/16/15 16:22,4/15/15,No,Onv,NA,0,M117,NA,NA,NA,902,903,4.996,109.091,66.63,40.79,3.3,7.4,3.8,73.4,0.839636575,Humic peat!
Apex Beta,3,9,232,235.2,H,NA,Mature,NA,1938,NA,9/16/15 16:23,4/15/15,No,Onv,NA,0,NA,NA,NA,NA,904,905,5.02,85.023,41.072,54.94,3.2,7.4,3.8,71.2,0.506482353,Humic peat!
Apex Beta,3,9,235.2,238.9,H,A,Mature,NA,1938,Horizontal,9/16/15 16:23,4/15/15,No,Onv,Pnv,0,NA,NA,NA,NA,906,907,5.031,56.588,29.09,53.34,3.7,NA,NA,NA,NA,Mostly humic but some mica particles. Transitioning to A layer
Apex Beta,3,10,238.9,242.7,A,NA,Mature,NA,1938,NA,9/16/15 16:47,4/15/15,No,Pnv,NA,0,M118,NA,10yr 2/1,SiL,908,909,5.009,69.701,49.599,31.07,3.8,NA,NA,NA,NA,Stained with organic.
Apex Beta,3,10,242.7,245.8,B,NA,Mature,NA,1938,NA,9/16/15 17:02,4/15/15,No,Pnv,NA,0,M119,NA,5y 2.5/2,SiL,910,911,4.998,130.675,104.139,21.11,3.1,7.4,3.7,66.7,1.487196231,Platy soil structure. Layered mottling.
Apex Beta,3,10,245.8,248.9,B,NA,Mature,NA,1938,NA,9/16/15 17:03,4/15/15,No,Pnv,NA,0,NA,NA,5y 2.5/2,SaCL,912,913,5.04,130.467,104.356,20.82,3.1,7.3,3.8,68.3,1.454816265,Platy mottling ends half way through soil segment.
Apex Beta,3,10,248.9,251.9,B,NA,Mature,NA,1938,NA,9/16/15 17:03,4/15/15,No,Pnv,NA,0,NA,NA,5y 2.5/2,SaCL,914,915,5.067,124.883,99.643,21.07,3,7.3,3.7,63.9,1.480624078,
Apex Beta,3,10,251.9,254.8,B,NA,Mature,NA,1938,NA,9/16/15 17:04,4/15/15,No,Pnv,NA,0,NA,NA,2.5y 3/3,SaCL,916,917,5.067,117.115,93.046,21.48,2.9,7.3,3.6,59.6,1.47542392,Abundant irregular mottles.
Apex Beta,3,10,254.8,257.8,B,NA,Mature,NA,1938,NA,9/16/15 17:04,4/15/15,No,Pnv,NA,0,NA,NA,2.5y 3/2,SaL,918,919,5.039,120.347,97.263,20.02,3,7.4,3.7,64.5,1.429550082,
Apex Beta,3,10,257.8,260.4,B,NA,Mature,NA,1938,NA,9/16/15 17:05,4/15/15,No,Pnv,NA,0,NA,NA,2.5y 3/1,SiCL,920,921,5.072,106.289,88.937,17.14,2.6,7.4,3.6,54.0,1.553424962,
Apex Beta,3,10,260.4,263,B,NA,Mature,NA,1938,NA,9/16/15 17:05,4/15/15,No,Pnv,NA,0,NA,NA, 10yr 3/2,SiCL,922,923,5.073,104.383,89.432,15.05,2.6,7.4,3.9,59.8,1.411699546,
Apex Beta,3,10,263,265,B,NA,Mature,NA,1938,NA,9/16/15 17:06,4/15/15,No,Pnv,NA,0,NA,NA,2.5y 3/1,L,924,925,5.059,69.405,60.863,13.28,2,NA,NA,NA,NA,Break
Apex Beta,3,10,265,267.9,B,NA,Mature,NA,1938,NA,9/16/15 17:32,4/15/15,No,Bcm,NA,0.3,NA,NA,2.5y 4/3,SiL,926,927,5.055,71.108,48.505,34.22,2.9,NA,NA,NA,NA,Break. 
Apex Beta,3,10,267.9,270.4,B,NA,Mature,NA,1938,NA,9/16/15 17:34,4/15/15,No,Bcm,NA,0.3,NA,NA,2.5y 4/2,SiL,928,929,5.081,78.349,51.829,36.20,2.5,NA,NA,NA,NA,
Apex Beta,4,1,0,1,L,NA,Mature,NA,1938,NA,9/10/15 5:36,4/15/15,No,Onv,NA,0,M120,NA,NA,NA,698,699,5.027,20.301,6.048,93.32,1,NA,NA,NA,NA,
Apex Beta,4,1,1,4,D,NA,Mature,NA,1938,NA,9/10/15 6:16,4/15/15,No,Onv,NA,0,M121,2v,NA,NA,700,701,5.032,56.35,6.749,96.65,3,7.4,3.5,60.1,0.028581051,
Apex Beta,4,1,4,6.9,D,NA,Mature,NA,1938,NA,9/10/15 6:42,4/15/15,No,Onv,NA,0,NA,2v,NA,NA,702,703,5.032,58.91,6.807,96.71,2.9,7.4,3.9,66.7,0.026630821,
Apex Beta,4,1,6.9,9.7,D,NA,Mature,NA,1938,NA,9/10/15 6:44,4/15/15,No,Onv,NA,0,NA,3v,NA,NA,704,705,5.048,56.609,7.042,96.13,2.8,7.5,3.6,58.7,0.033968788,
Apex Beta,4,1,9.7,12.7,F,NA,Mature,NA,1938,NA,9/10/15 6:48,4/15/15,No,Onv,NA,0,M122,3v,NA,NA,706,707,5.036,61.063,6.76,96.92,3,7.3,3.7,63.9,0.026989891,
Apex Beta,4,1,12.7,14.4,F,NA,Mature,NA,1938,NA,9/10/15 6:50,4/15/15,No,Onv,NA,0,NA,3v,NA,NA,708,709,5.026,66.51,8.104,94.99,2.7,7.4,3.9,62.1,0.049600842,
Apex Beta,4,1,14.4,17.5,F,NA,Mature,NA,1938,NA,9/10/15 6:53,4/15/15,No,Onv,NA,0,NA,3v,NA,NA,710,711,5.04,59.951,6.947,96.53,3.1,7.2,3.7,65.3,0.029185786,Fine roots: 2f
Apex Beta,4,1,17.5,19.8,F,Other,Mature,NA,1938,,9/10/15 6:58,4/15/15,No,Onv,NA,0,NA,3v,NA,NA,712,713,5.012,49.76,6.54,96.59,2.3,7.1,3.6,46.3,0.032968563,Fine roots:2f
Apex Beta,4,1,19.8,20.9,F,NA,Mature,NA,1938,NA,9/10/15 7:00,4/15/15,No,Onv,NA,0,NA,3v,NA,NA,714,715,4.993,19.696,5.576,96.03,1.1,NA,NA,NA,NA,
Apex Beta,4,2,20.9,22.2,F,NA,Mature,NA,1938,NA,9/10/15 7:03,4/15/15,No,Onv,NA,0,NA,2v,NA,NA,716,717,4.981,16.197,5.788,92.80,1.3,NA,NA,NA,NA,
Apex Beta,4,2,22.2,25.2,F,NA,Mature,NA,1938,NA,9/10/15 7:16,4/15/15,No,Onv,NA,0,NA,2v,NA,NA,718,719,5.028,57.879,8.775,92.91,3,7.2,3.8,65.4,0.057302044,
Apex Beta,4,2,25.2,26.4,F,NA,Mature,NA,1938,NA,9/10/15 7:18,4/15/15,No,Onv,NA,0,NA,1v,NA,NA,720,721,4.994,16.411,5.332,97.04,1.2,NA,NA,NA,NA,
Apex Beta,4,3,26.4,27.9,M,NA,Mature,NA,1938,NA,9/10/15 7:21,4/15/15,No,Onv,NA,0,NA,1v,NA,NA,722,723,5.035,23.53,6.328,93.01,1.5,NA,NA,NA,NA,Transitioning to mesic
Apex Beta,4,3,27.9,31.2,M,NA,Mature,NA,1938,NA,9/10/15 7:34,4/15/15,No,Onv,NA,0,M123,2v,NA,NA,724,725,5.022,73.966,14.221,86.66,3.3,7.2,3.8,71.9,0.127889342,
Apex Beta,4,3,31.2,34.3,M,NA,Mature,NA,1938,NA,9/10/15 7:36,4/15/15,No,Onv,NA,0,NA,2v,NA,NA,726,727,5.051,69.123,14.663,85.00,3.1,7.4,3.8,69.0,0.139391728,
Apex Beta,4,3,34.3,37.4,M,NA,Mature,NA,1938,NA,9/10/15 7:41,4/15/15,No,Onv,NA,0,NA,2v,NA,NA,728,729,5.064,74.18,17.032,82.68,3.1,7.2,3.9,69.8,0.171469781,
Apex Beta,4,3,37.4,40.6,M,NA,Mature,NA,1938,NA,9/10/15 7:44,4/15/15,No,Onv,NA,0,M124,2v,NA,NA,730,731,5.031,76.424,17.715,82.23,3.2,7.2,3.9,72.0,0.176049161,
Apex Beta,4,3,40.6,43.8,M,M,Mature,NA,1938,Horizontal,9/10/15 7:46,4/15/15,No,Onv,NA,0,NA,1v,NA,NA,732,733,5.052,75.782,17.457,82.46,3.2,7.2,3.9,72.0,0.172176746,
Apex Beta,4,3,43.8,47.2,M,M,Mature,NA,1938,Horizontal,9/10/15 7:49,4/15/15,No,Onv,NA,0,NA,1v,NA,NA,734,735,5.033,75.674,16.787,83.36,3.4,7.2,3.8,74.1,0.158604112,
Apex Beta,4,3,47.2,50.4,M,NA,Mature,NA,1938,NA,9/10/15 7:51,4/15/15,No,Onv,NA,0,M125,NA,NA,NA,736,737,5.014,69.673,20.669,75.79,3.2,7.2,3.8,69.7,0.22444543,Sedge peat
Apex Beta,4,3,50.4,53.1,M,NA,Mature,NA,1938,NA,9/10/15 7:55,4/15/15,No,Onv,NA,0,NA,NA,NA,NA,738,739,5.032,57.783,17.001,77.31,2.7,7.1,3.7,56.3,0.212503651,Sedge peat
Apex Beta,4,3,53.1,55.4,M,NA,Mature,NA,1938,NA,9/10/15 7:57,4/15/15,No,Onv,NA,0,NA,NA,NA,NA,740,741,5.055,50.62,16.73,74.38,2.3,7.3,3.6,47.3,0.246868029,Sedge peat
Apex Beta,4,3,55.4,56.7,M,NA,Mature,NA,1938,NA,9/10/15 7:59,4/15/15,No,Onv,NA,0,NA,NA,NA,NA,742,743,5.047,25.048,10.469,72.89,1.3,NA,NA,NA,NA,Bark and sedge.
Apex Beta,4,4,56.7,58.5,M,NA,Mature,NA,1938,NA,9/10/15 8:02,4/15/15,No,Onv,NA,0,NA,NA,NA,NA,744,745,5.014,29.238,11.063,75.03,1.8,NA,NA,NA,NA,
Apex Beta,4,4,58.5,61.7,M,NA,Mature,NA,1938,NA,9/10/15 8:26,4/15/15,No,Onv,NA,0,M127,NA,NA,NA,746,747,5.008,75.448,13.99,87.25,3.2,7.3,3.6,65.8,0.136508241,Very wet. Possibly beginning of permafrost table?
Apex Beta,4,4,61.7,67.7,M,NA,Mature,NA,1938,NA,9/10/15 8:30,4/15/15,No,Onv,NA,0,NA,NA,NA,NA,748,749,5.027,104.447,19.781,85.16,6,7.3,3.7,127.8,0.115489805,Sedge
Apex Beta,4,4,67.7,71,M,NA,Mature,NA,1938,NA,9/10/15 8:32,4/15/15,No,Onv,NA,0,NA,NA,NA,NA,750,751,5.005,67.318,13.901,85.72,3.3,7.3,3.8,72.7,0.122414103,
Apex Beta,4,4,71,71.9,M,NA,Mature,NA,1938,NA,9/10/15 8:35,4/15/15,No,Onv,NA,0,NA,NA,NA,NA,752,753,5.005,14.728,6.5,84.62,0.9,NA,NA,NA,NA,
Apex Beta,4,5,71.9,73.9,M,NA,Mature,NA,1938,NA,9/10/15 8:39,4/15/15,No,Onv,NA,0,NA,NA,NA,NA,754,755,5.03,27.012,9.161,81.21,2,NA,NA,NA,NA,Smells peaty. Sedge peat.
Apex Beta,4,5,73.9,77.5,M,NA,Mature,NA,1938,NA,9/10/15 8:42,4/15/15,No,Onv,Oie,1.4,NA,NA,NA,NA,756,757,5.07,74.218,13.009,88.52,3.6,7.2,3.6,73.3,0.108327426,
Apex Beta,4,5,77.5,81.5,M,NA,Mature,NA,1938,NA,9/10/15 8:47,4/15/15,No,Onv,NA,0,M126,NA,NA,NA,758,759,5.059,82.301,12.449,90.43,4,7.1,3.8,86.3,0.085653383,Sedge moss? Peat . Moderately decomposed.
Apex Beta,4,5,81.5,83.5,M,NA,Mature,NA,1938,NA,9/10/15 8:51,4/15/15,No,Onv,NA,0,NA,NA,NA,NA,760,761,5.04,28.158,6.601,93.25,2,NA,NA,NA,NA,
BD-5,1,1,0,2.5,L,NA,Intermediate,2015,1952,NA,10/9/15 1:24,4/9/15,No,Onv,NA,0,NA,1v,NA,NA,1296,1297,4.962,18.158,5.827,93.44,2.5,NA,NA,NA,NA,
BD-5,1,1,2.5,5.7,D,NA,Intermediate,2015,1952,NA,10/9/15 1:26,4/9/15,No,Onv,NA,0,M181,3v,NA,NA,1298,1299,4.962,50.799,6.838,95.91,3.2,7.3,3.9,72.8,0.025768657,
BD-5,1,1,5.7,8.8,D,NA,Intermediate,2015,1952,NA,10/9/15 1:29,4/9/15,No,Onv,NA,0,NA,3v,NA,NA,1300,1301,4.911,50.592,6.572,96.36,3.1,7.3,3.7,66.0,0.025164775,
BD-5,1,1,8.8,12,F,NA,Intermediate,2015,1952,NA,10/9/15 1:31,4/9/15,No,Onv,NA,0,M182,3v,NA,NA,1302,1303,4.914,54.872,6.992,95.84,3.2,7.5,3.8,71.9,0.028906961,
BD-5,1,1,12,13.1,F,NA,Intermediate,2015,1952,NA,10/9/15 1:33,4/9/15,No,Onv,NA,0,NA,3v,NA,NA,1304,1305,4.952,18.015,5.646,94.69,1.1,NA,NA,NA,NA,
BD-5,1,2,13.1,15.2,M,NA,Intermediate,2015,1952,NA,10/9/15 1:35,4/9/15,No,Onv,NA,0,M183,3v,NA,NA,1378,1379,4.897,33.202,6.231,95.29,2.1,NA,NA,NA,NA,Mostly highly decomposed dead moss
BD-5,1,2,15.2,17.3,M,NA,Intermediate,2015,1952,NA,10/9/15 1:37,4/9/15,No,Onv,NA,0,NA,2v,NA,NA,1380,1381,4.89,48.403,8.659,91.34,2.1,7.6,3.8,47.6,0.079126102,Mostly highly decomposed dead moss
BD-5,1,2,17.3,19.7,M,NA,Intermediate,2015,1952,NA,10/9/15 1:37,4/9/15,No,Onv,NA,0,NA,1v,NA,NA,1382,1383,4.886,47.831,8.865,90.73,2.4,7.3,3.8,52.9,0.075285843,Mostly highly decomposed dead moss
