"","date","site","probe","depth","flag","hit_type","crew","notes"
"2830","9/13/2016","GSM1",1,61,"G","","KO, GL",""
"2831","9/13/2016","GSM1",2,55,"G","","KO, GL",""
"2832","9/13/2016","GSM1",3,55,"G","","KO, GL",""
"2833","9/13/2016","GSM1",4,73,"G","","KO, GL",""
"2834","9/13/2016","GSM1",5,55,"G","","KO, GL",""
"2835","9/13/2016","GSM1",6,51,"G","","KO, GL",""
"2836","9/13/2016","GSM1",7,60,"G","","KO, GL",""
"2837","9/13/2016","GSM1",8,58,"G","","KO, GL",""
"2838","9/13/2016","GSM1",9,49,"G","","KO, GL",""
"2839","9/13/2016","GSM1",10,52,"G","","KO, GL",""
"2840","9/13/2016","GSM1",11,48,"G","","KO, GL",""
"2841","9/13/2016","GSM1",12,63,"G","","KO, GL",""
"2842","9/13/2016","GSM1",13,49,"G","","KO, GL",""
"2843","9/13/2016","GSM1",14,59,"G","","KO, GL",""
"2844","9/13/2016","GSM1",15,50,"G","","KO, GL",""
"2845","9/13/2016","GSM1",16,54,"G","","KO, GL",""
"2846","9/13/2016","GSM1",17,53,"G","","KO, GL",""
"2847","9/13/2016","GSM1",18,60,"G","","KO, GL",""
"2848","9/13/2016","GSM1",19,52,"G","","KO, GL",""
"2849","9/13/2016","GSM1",20,42,"G","","KO, GL",""
"2850","10/2/2017","GSM1",1,38,"G","","KO",""
"2851","10/2/2017","GSM1",2,42,"G","","KO",""
"2852","10/2/2017","GSM1",3,48,"G","","KO",""
"2853","10/2/2017","GSM1",4,45,"G","","KO",""
"2854","10/2/2017","GSM1",5,36,"G","","KO",""
"2855","10/2/2017","GSM1",6,51,"G","","KO",""
"2856","10/2/2017","GSM1",7,47,"G","","KO","Left hand rule for whole site."
"2857","10/2/2017","GSM1",8,33,"G","","KO",""
"2858","10/2/2017","GSM1",9,34,"G","","KO",""
"2859","10/2/2017","GSM1",10,43,"G","","KO",""
"2860","10/2/2017","GSM1",11,45,"G","","KO",""
"2861","10/2/2017","GSM1",12,40,"G","","KO",""
"2862","10/2/2017","GSM1",13,45,"G","","KO",""
"2863","10/2/2017","GSM1",14,40,"G","","KO",""
"2864","10/2/2017","GSM1",15,41,"G","","KO",""
"2865","10/2/2017","GSM1",16,34,"G","","KO",""
"2866","10/2/2017","GSM1",17,37,"G","","KO",""
"2867","10/2/2017","GSM1",18,44,"G","","KO",""
"2868","10/2/2017","GSM1",19,43,"G","","KO",""
"2869","10/2/2017","GSM1",20,38,"G","","KO",""
"2870","10/5/2018","GSM1",1,46,"G","","Maw, MSB",""
"2871","10/5/2018","GSM1",2,46,"G","","Maw, MSB",""
"2872","10/5/2018","GSM1",3,53,"G","","Maw, MSB",""
"2873","10/5/2018","GSM1",4,51,"G","","Maw, MSB",""
"2874","10/5/2018","GSM1",5,48,"G","","Maw, MSB",""
"2875","10/5/2018","GSM1",6,41,"G","","Maw, MSB",""
"2876","10/5/2018","GSM1",7,60,"G","","Maw, MSB",""
"2877","10/5/2018","GSM1",8,55,"G","","Maw, MSB",""
"2878","10/5/2018","GSM1",9,57,"G","","Maw, MSB",""
"2879","10/5/2018","GSM1",10,47,"G","","Maw, MSB",""
"2880","10/5/2018","GSM1",11,50,"G","","Maw, MSB",""
"2881","10/5/2018","GSM1",12,57,"G","","Maw, MSB",""
"2882","10/5/2018","GSM1",13,60,"G","","Maw, MSB",""
"2883","10/5/2018","GSM1",14,44,"G","","Maw, MSB",""
"2884","10/5/2018","GSM1",15,59,"G","","Maw, MSB",""
"2885","10/5/2018","GSM1",16,42,"G","","Maw, MSB",""
"2886","10/5/2018","GSM1",17,53,"G","","Maw, MSB",""
"2887","10/5/2018","GSM1",18,49,"G","","Maw, MSB",""
"2888","10/5/2018","GSM1",19,51,"G","","Maw, MSB",""
"2889","10/5/2018","GSM1",20,56,"G","","Maw, MSB",""
"2890","10/11/2019","GSM1",1,38,"G","Ice","KO CL",""
"2891","10/11/2019","GSM1",2,44,"G","Ice","KO CL",""
"2892","10/11/2019","GSM1",3,40,"G","Ice","KO CL",""
"2893","10/11/2019","GSM1",4,43,"G","Ice","KO CL",""
"2894","10/11/2019","GSM1",5,40,"G","Ice","KO CL",""
"2895","10/11/2019","GSM1",6,37,"G","Ice","KO CL",""
"2896","10/11/2019","GSM1",7,41,"G","Ice","KO CL",""
"2897","10/11/2019","GSM1",8,43,"G","Ice","KO CL",""
"2898","10/11/2019","GSM1",9,31,"G","Ice","KO CL",""
"2899","10/11/2019","GSM1",10,45,"G","Ice","KO CL",""
"2900","10/11/2019","GSM1",11,36,"G","Ice","KO CL",""
"2901","10/11/2019","GSM1",12,34,"G","Ice","KO CL",""
"2902","10/11/2019","GSM1",13,42,"G","Ice","KO CL",""
"2903","10/11/2019","GSM1",14,38,"G","Ice","KO CL",""
"2904","10/11/2019","GSM1",15,30,"G","Ice","KO CL",""
"2905","10/11/2019","GSM1",16,38,"G","Ice","KO CL",""
"2906","10/11/2019","GSM1",17,38,"G","Ice","KO CL",""
"2907","10/11/2019","GSM1",18,34,"G","Ice","KO CL",""
"2908","10/11/2019","GSM1",19,27,"G","Ice","KO CL",""
"2909","10/11/2019","GSM1",20,26,"G","Ice","KO CL",""
"2910","9/29/2020","GSM1",1,32,"G","Ice","KO",""
"2911","9/29/2020","GSM1",2,38,"G","Ice","KO",""
"2912","9/29/2020","GSM1",3,40,"G","Ice","KO",""
"2913","9/29/2020","GSM1",4,34,"G","Ice","KO",""
"2914","9/29/2020","GSM1",5,40,"G","Ice","KO",""
"2915","9/29/2020","GSM1",6,35,"G","Ice","KO",""
"2916","9/29/2020","GSM1",7,36,"G","Ice","KO",""
"2917","9/29/2020","GSM1",8,39,"G","Ice","KO",""
"2918","9/29/2020","GSM1",9,32,"G","Ice","KO",""
"2919","9/29/2020","GSM1",10,38,"G","Ice","KO",""
"2920","9/29/2020","GSM1",11,34,"G","Ice","KO",""
"2921","9/29/2020","GSM1",12,39,"G","Ice","KO",""
"2922","9/29/2020","GSM1",13,37,"G","Ice","KO",""
"2923","9/29/2020","GSM1",14,34,"G","Ice","KO",""
"2924","9/29/2020","GSM1",15,40,"G","Ice","KO",""
"2925","9/29/2020","GSM1",16,40,"G","Ice","KO",""
"2926","9/29/2020","GSM1",17,44,"G","Ice","KO",""
"2927","9/29/2020","GSM1",18,31,"G","Ice","KO",""
"2928","9/29/2020","GSM1",19,41,"G","Ice","KO",""
"2929","9/29/2020","GSM1",20,29,"G","Ice","KO",""
"2930","9/17/2021","GSM1",1,50,"G","Ice","MAW, OPH",""
"2931","9/17/2021","GSM1",2,37,"G","Ice","MAW, OPH",""
"2932","9/17/2021","GSM1",3,38,"G","Ice","MAW, OPH",""
"2933","9/17/2021","GSM1",4,44,"G","Ice","MAW, OPH",""
"2934","9/17/2021","GSM1",5,44,"G","Ice","MAW, OPH",""
"2935","9/17/2021","GSM1",6,37,"G","Ice","MAW, OPH",""
"2936","9/17/2021","GSM1",7,44,"G","Ice","MAW, OPH",""
"2937","9/17/2021","GSM1",8,44,"G","Ice","MAW, OPH",""
"2938","9/17/2021","GSM1",9,46,"G","Ice","MAW, OPH",""
"2939","9/17/2021","GSM1",10,55,"G","Ice","MAW, OPH",""
"2940","9/17/2021","GSM1",11,44,"G","Ice","MAW, OPH",""
"2941","9/17/2021","GSM1",12,43,"G","Ice","MAW, OPH",""
"2942","9/17/2021","GSM1",13,46,"G","Ice","MAW, OPH",""
"2943","9/17/2021","GSM1",14,41,"G","Ice","MAW, OPH",""
"2944","9/17/2021","GSM1",15,45,"G","Ice","MAW, OPH",""
"2945","9/17/2021","GSM1",16,45,"G","Ice","MAW, OPH",""
"2946","9/17/2021","GSM1",17,43,"G","Ice","MAW, OPH",""
"2947","9/17/2021","GSM1",18,41,"G","Ice","MAW, OPH",""
"2948","9/17/2021","GSM1",19,48,"G","Ice","MAW, OPH",""
"2949","9/17/2021","GSM1",20,38,"G","Ice","MAW, OPH",""
"2950","9/13/2001","GSM2",1,58,"G","","TKN",""
"2951","9/13/2001","GSM2",2,45,"G","","TKN",""
"2952","9/13/2001","GSM2",3,55,"G","","TKN",""
"2953","9/13/2001","GSM2",4,32,"G","","TKN",""
"2954","9/13/2001","GSM2",5,51,"G","","TKN",""
"2955","9/13/2001","GSM2",6,34,"G","","TKN",""
"2956","9/13/2001","GSM2",7,36,"G","","TKN",""
"2957","9/13/2001","GSM2",8,38,"G","","TKN",""
"2958","9/13/2001","GSM2",9,52,"G","","TKN",""
"2959","9/13/2001","GSM2",10,48,"G","","TKN",""
"2960","9/20/2016","GSM2",1,62,"G","","KO, GL",""
"2961","9/20/2016","GSM2",2,55,"G","","KO, GL",""
"2962","9/20/2016","GSM2",3,53,"G","","KO, GL",""
"2963","9/20/2016","GSM2",4,72,"G","","KO, GL",""
"2964","9/20/2016","GSM2",5,47,"G","","KO, GL",""
"2965","9/20/2016","GSM2",6,57,"G","","KO, GL",""
"2966","9/20/2016","GSM2",7,53,"G","","KO, GL",""
"2967","9/20/2016","GSM2",8,53,"G","","KO, GL",""
"2968","9/20/2016","GSM2",9,54,"G","","KO, GL",""
"2969","9/20/2016","GSM2",10,49,"G","","KO, GL",""
"2970","9/20/2016","GSM2",11,46,"G","","KO, GL",""
"2971","9/20/2016","GSM2",12,59,"G","","KO, GL",""
"2972","9/20/2016","GSM2",13,51,"G","","KO, GL",""
"2973","9/20/2016","GSM2",14,60,"G","","KO, GL",""
"2974","9/20/2016","GSM2",15,47,"G","","KO, GL",""
"2975","9/20/2016","GSM2",16,57,"G","","KO, GL",""
"2976","9/20/2016","GSM2",17,56,"G","","KO, GL",""
"2977","9/20/2016","GSM2",18,55,"G","","KO, GL",""
"2978","9/20/2016","GSM2",19,53,"G","","KO, GL",""
"2979","9/20/2016","GSM2",20,48,"G","","KO, GL",""
"2980","10/2/2017","GSM2",1,54,"G","","KO",""
"2981","10/2/2017","GSM2",2,49,"G","","KO",""
"2982","10/2/2017","GSM2",3,51,"G","","KO",""
"2983","10/2/2017","GSM2",4,64,"G","","KO",""
"2984","10/2/2017","GSM2",5,42,"G","","KO",""
"2985","10/2/2017","GSM2",6,52,"G","","KO","All left hand rule"
"2986","10/2/2017","GSM2",7,42,"G","","KO",""
"2987","10/2/2017","GSM2",8,48,"G","","KO",""
"2988","10/2/2017","GSM2",9,43,"G","","KO",""
"2989","10/2/2017","GSM2",10,38,"G","","KO",""
"2990","10/2/2017","GSM2",11,46,"G","","KO",""
"2991","10/2/2017","GSM2",12,55,"G","","KO",""
"2992","10/2/2017","GSM2",13,39,"G","","KO",""
"2993","10/2/2017","GSM2",14,53,"G","","KO",""
"2994","10/2/2017","GSM2",15,42,"G","","KO",""
"2995","10/2/2017","GSM2",16,41,"G","","KO",""
"2996","10/2/2017","GSM2",17,44,"G","","KO",""
"2997","10/2/2017","GSM2",18,38,"G","","KO",""
"2998","10/2/2017","GSM2",19,43,"G","","KO",""
"2999","10/2/2017","GSM2",20,42,"G","","KO",""
"3000","10/5/2018","GSM2",1,55,"G","","Maw, MSB",""
"3001","10/5/2018","GSM2",2,60,"G","","Maw, MSB",""
"3002","10/5/2018","GSM2",3,54,"G","","Maw, MSB",""
"3003","10/5/2018","GSM2",4,76,"G","","Maw, MSB",""
"3004","10/5/2018","GSM2",5,60,"G","","Maw, MSB",""
"3005","10/5/2018","GSM2",6,54,"G","","Maw, MSB",""
"3006","10/5/2018","GSM2",7,58,"G","","Maw, MSB",""
"3007","10/5/2018","GSM2",8,57,"G","","Maw, MSB",""
"3008","10/5/2018","GSM2",9,53,"G","","Maw, MSB",""
"3009","10/5/2018","GSM2",10,51,"G","","Maw, MSB",""
"3010","10/5/2018","GSM2",11,50,"G","","Maw, MSB",""
"3011","10/5/2018","GSM2",12,60,"G","","Maw, MSB",""
"3012","10/5/2018","GSM2",13,50,"G","","Maw, MSB",""
"3013","10/5/2018","GSM2",14,59,"G","","Maw, MSB",""
"3014","10/5/2018","GSM2",15,44,"G","","Maw, MSB",""
"3015","10/5/2018","GSM2",16,55,"G","","Maw, MSB",""
"3016","10/5/2018","GSM2",17,51,"G","","Maw, MSB",""
"3017","10/5/2018","GSM2",18,46,"G","","Maw, MSB",""
"3018","10/5/2018","GSM2",19,55,"G","","Maw, MSB",""
"3019","10/5/2018","GSM2",20,52,"G","","Maw, MSB",""
"3020","10/11/2019","GSM2",1,57,"G","Ice","KO ",""
"3021","10/11/2019","GSM2",2,55,"G","Ice","KO ",""
"3022","10/11/2019","GSM2",3,55,"G","Ice","KO ",""
"3023","10/11/2019","GSM2",4,66,"G","Ice","KO ",""
"3024","10/11/2019","GSM2",5,41,"G","Ice","KO ",""
"3025","10/11/2019","GSM2",6,42,"G","Ice","KO ",""
"3026","10/11/2019","GSM2",7,47,"G","Ice","KO ",""
"3027","10/11/2019","GSM2",8,49,"G","Ice","KO ",""
"3028","10/11/2019","GSM2",9,46,"G","Ice","KO ",""
"3029","10/11/2019","GSM2",10,47,"G","Ice","KO ",""
"3030","10/11/2019","GSM2",11,40,"G","Ice","KO ",""
"3031","10/11/2019","GSM2",12,49,"G","Ice","KO ",""
"3032","10/11/2019","GSM2",13,42,"G","Ice","KO ",""
"3033","10/11/2019","GSM2",14,51,"G","Ice","KO ",""
"3034","10/11/2019","GSM2",15,43,"G","Ice","KO ",""
"3035","10/11/2019","GSM2",16,46,"G","Ice","KO ",""
"3036","10/11/2019","GSM2",17,52,"G","Ice","KO ",""
"3037","10/11/2019","GSM2",18,53,"G","Ice","KO ",""
"3038","10/11/2019","GSM2",19,45,"G","Ice","KO ",""
"3039","10/11/2019","GSM2",20,42,"G","Ice","KO ",""
"3040","9/29/2020","GSM2",1,54,"G","Ice","KO",""
"3041","9/29/2020","GSM2",2,45,"G","Ice","KO",""
"3042","9/29/2020","GSM2",3,45,"G","Ice","KO",""
"3043","9/29/2020","GSM2",4,64,"G","Ice","KO",""
"3044","9/29/2020","GSM2",5,45,"G","Ice","KO",""
"3045","9/29/2020","GSM2",6,45,"G","Ice","KO",""
"3046","9/29/2020","GSM2",7,31,"G","Ice","KO",""
"3047","9/29/2020","GSM2",8,52,"G","Ice","KO",""
"3048","9/29/2020","GSM2",9,45,"G","Ice","KO",""
"3049","9/29/2020","GSM2",10,30,"G","Ice","KO",""
"3050","9/29/2020","GSM2",11,36,"G","Ice","KO",""
"3051","9/29/2020","GSM2",12,47,"G","Ice","KO",""
"3052","9/29/2020","GSM2",13,36,"G","Ice","KO",""
"3053","9/29/2020","GSM2",14,52,"G","Ice","KO",""
"3054","9/29/2020","GSM2",15,40,"G","Ice","KO",""
"3055","9/29/2020","GSM2",16,46,"G","Ice","KO",""
"3056","9/29/2020","GSM2",17,44,"G","Ice","KO",""
"3057","9/29/2020","GSM2",18,46,"G","Ice","KO",""
"3058","9/29/2020","GSM2",19,40,"G","Ice","KO",""
"3059","9/29/2020","GSM2",20,36,"G","Ice","KO",""
"3060","9/17/2021","GSM2",1,67,"G","Ice","MAW, OPH",""
"3061","9/17/2021","GSM2",2,59,"G","Ice","MAW, OPH",""
"3062","9/17/2021","GSM2",3,54,"G","Ice","MAW, OPH",""
"3063","9/17/2021","GSM2",4,74,"G","Ice","MAW, OPH",""
"3064","9/17/2021","GSM2",5,47,"G","Ice","MAW, OPH",""
"3065","9/17/2021","GSM2",6,52,"G","Ice","MAW, OPH",""
"3066","9/17/2021","GSM2",7,52,"G","Ice","MAW, OPH",""
"3067","9/17/2021","GSM2",8,55,"G","Ice","MAW, OPH",""
"3068","9/17/2021","GSM2",9,52,"G","Ice","MAW, OPH",""
"3069","9/17/2021","GSM2",10,46,"G","Ice","MAW, OPH",""
"3070","9/17/2021","GSM2",11,52,"G","Ice","MAW, OPH",""
"3071","9/17/2021","GSM2",12,60,"G","Ice","MAW, OPH",""
"3072","9/17/2021","GSM2",13,62,"G","Ice","MAW, OPH",""
"3073","9/17/2021","GSM2",14,47,"G","Ice","MAW, OPH",""
"3074","9/17/2021","GSM2",15,56,"G","Ice","MAW, OPH",""
"3075","9/17/2021","GSM2",16,56,"G","Ice","MAW, OPH",""
"3076","9/17/2021","GSM2",17,53,"G","Ice","MAW, OPH",""
"3077","9/17/2021","GSM2",18,55,"G","Ice","MAW, OPH",""
"3078","9/17/2021","GSM2",19,44,"G","Ice","MAW, OPH",""
"3079","9/17/2021","GSM2",20,44,"G","Ice","MAW, OPH",""
"3080","10/6/2000","GSM3",1,70,"G","","TKN",""
"3081","10/6/2000","GSM3",2,66,"G","","TKN",""
"3082","10/6/2000","GSM3",3,80,"G","","TKN",""
"3083","10/6/2000","GSM3",4,92,"G","","TKN",""
"3084","10/6/2000","GSM3",5,66,"G","","TKN",""
"3085","10/6/2000","GSM3",6,81,"G","","TKN",""
"3086","10/6/2000","GSM3",7,71,"G","","TKN",""
"3087","10/6/2000","GSM3",8,66,"G","","TKN",""
"3088","10/6/2000","GSM3",9,60,"G","","TKN",""
"3089","10/6/2000","GSM3",10,55,"G","","TKN",""
"3090","9/14/2016","GSM3",1,99,"G","","KO, GL",""
"3091","9/14/2016","GSM3",2,97,"G","","KO, GL",""
"3092","9/14/2016","GSM3",3,75,"G","","KO, GL",""
"3093","9/14/2016","GSM3",4,83,"G","","KO, GL",""
"3094","9/14/2016","GSM3",5,90,"G","","KO, GL",""
"3095","9/14/2016","GSM3",6,79,"G","","KO, GL",""
"3096","9/14/2016","GSM3",7,83,"G","","KO, GL",""
"3097","9/14/2016","GSM3",8,70,"G","","KO, GL",""
"3098","9/14/2016","GSM3",9,97,"G","","KO, GL",""
"3099","9/14/2016","GSM3",10,98,"G","","KO, GL",""
"3100","9/14/2016","GSM3",11,68,"G","","KO, GL",""
"3101","9/14/2016","GSM3",12,71,"G","","KO, GL",""
"3102","9/14/2016","GSM3",13,89,"G","","KO, GL",""
"3103","9/14/2016","GSM3",14,88,"G","","KO, GL",""
"3104","9/14/2016","GSM3",15,90,"G","","KO, GL",""
"3105","9/14/2016","GSM3",16,105,"G","","KO, GL",""
"3106","9/14/2016","GSM3",17,87,"G","","KO, GL",""
"3107","9/14/2016","GSM3",18,67,"G","","KO, GL",""
"3108","9/14/2016","GSM3",19,91,"G","","KO, GL",""
"3109","9/14/2016","GSM3",20,66,"G","","KO, GL",""
"3110","10/1/2017","GSM3",1,77,"G","","Ko",""
"3111","10/1/2017","GSM3",2,76,"G","","Ko",""
"3112","10/1/2017","GSM3",3,73,"G","","Ko",""
"3113","10/1/2017","GSM3",4,75,"G","","Ko",""
"3114","10/1/2017","GSM3",5,74,"G","","Ko",""
"3115","10/1/2017","GSM3",6,66,"G","","Ko",""
"3116","10/1/2017","GSM3",7,68,"G","","Ko",""
"3117","10/1/2017","GSM3",8,146,"G","","Ko",""
"3118","10/1/2017","GSM3",9,73,"G","","Ko",""
"3119","10/1/2017","GSM3",10,73,"G","","Ko",""
"3120","10/1/2017","GSM3",11,64,"G","","Ko",""
"3121","10/1/2017","GSM3",12,64,"G","","Ko",""
"3122","10/1/2017","GSM3",13,175,"G","","Ko",""
"3123","10/1/2017","GSM3",14,62,"G","","Ko",""
"3124","10/1/2017","GSM3",15,79,"G","","Ko",""
"3125","10/1/2017","GSM3",16,74,"G","","Ko",""
"3126","10/1/2017","GSM3",17,68,"G","","Ko",""
"3127","10/1/2017","GSM3",18,62,"G","","Ko",""
"3128","10/1/2017","GSM3",19,73,"G","","Ko",""
"3129","10/1/2017","GSM3",20,63,"G","","Ko",""
"3130","10/12/2018","GSM3",1,81,"G","","KO","All puddles are frozen.  Probe depth is to top of puddles."
"3131","10/12/2018","GSM3",2,88,"G","","KO",""
"3132","10/12/2018","GSM3",3,107,"G","","KO",""
"3133","10/12/2018","GSM3",4,71,"G","","KO",""
"3134","10/12/2018","GSM3",5,75,"G","","KO",""
"3135","10/12/2018","GSM3",6,58,"G","","KO",""
"3136","10/12/2018","GSM3",7,74,"G","","KO",""
"3137","10/12/2018","GSM3",8,151,"G","","KO",""
"3138","10/12/2018","GSM3",9,72,"G","","KO",""
"3139","10/12/2018","GSM3",10,66,"G","","KO",""
"3140","10/12/2018","GSM3",11,70,"G","","KO",""
"3141","10/12/2018","GSM3",12,63,"G","","KO",""
"3142","10/12/2018","GSM3",13,157,"G","","KO",""
"3143","10/12/2018","GSM3",14,73,"G","","KO",""
"3144","10/12/2018","GSM3",15,83,"G","","KO",""
"3145","10/12/2018","GSM3",16,72,"G","","KO",""
"3146","10/12/2018","GSM3",17,67,"G","","KO",""
"3147","10/12/2018","GSM3",18,64,"G","","KO",""
"3148","10/12/2018","GSM3",19,60,"G","","KO",""
"3149","10/12/2018","GSM3",20,71,"G","","KO",""
"3150","10/11/2019","GSM3",1,88,"G","Ice","Maw",""
"3151","10/11/2019","GSM3",2,102,"G","Ice","Maw",""
"3152","10/11/2019","GSM3",3,84,"G","Ice","Maw",""
"3153","10/11/2019","GSM3",4,67,"G","Ice","Maw",""
"3154","10/11/2019","GSM3",5,109,"G","Ice","Maw",""
"3155","10/11/2019","GSM3",6,60,"G","Ice","Maw",""
"3156","10/11/2019","GSM3",7,73,"G","Ice","Maw",""
"3157","10/11/2019","GSM3",8,167,"G","Ice","Maw",""
"3158","10/11/2019","GSM3",9,81,"G","Ice","Maw",""
"3159","10/11/2019","GSM3",10,84,"G","Ice","Maw",""
"3160","10/11/2019","GSM3",11,65,"G","Ice","Maw",""
"3161","10/11/2019","GSM3",12,67,"G","Ice","Maw",""
"3162","10/11/2019","GSM3",13,203,"G","Ice","Maw",""
"3163","10/11/2019","GSM3",14,73,"G","Ice","Maw",""
"3164","10/11/2019","GSM3",15,151,"G","Ice","Maw","Depth to ice. 99 cm from puddle bottom"
"3165","10/11/2019","GSM3",16,57,"G","Ice","Maw",""
"3166","10/11/2019","GSM3",17,65,"G","Ice","Maw",""
"3167","10/11/2019","GSM3",18,55,"G","Ice","Maw",""
"3168","10/11/2019","GSM3",19,80,"G","Ice","Maw",""
"3169","10/11/2019","GSM3",20,76,"G","Ice","Maw",""
"3170","9/25/2020","GSM3",1,66,"G","Ice","KO",""
"3171","9/25/2020","GSM3",2,117,"G","Ice","KO",""
"3172","9/25/2020","GSM3",3,81,"G","Ice","KO",""
"3173","9/25/2020","GSM3",4,57,"G","Ice","KO",""
"3174","9/25/2020","GSM3",5,104,"G","Ice","KO",""
"3175","9/25/2020","GSM3",6,55,"G","Ice","KO",""
"3176","9/25/2020","GSM3",7,59,"G","Ice","KO",""
"3177","9/25/2020","GSM3",8,158,"G","Ice","KO",""
"3178","9/25/2020","GSM3",9,76,"G","Ice","KO",""
"3179","9/25/2020","GSM3",10,71,"G","Ice","KO",""
"3180","9/25/2020","GSM3",11,55,"G","Ice","KO",""
"3181","9/25/2020","GSM3",12,51,"G","Ice","KO",""
"3182","9/25/2020","GSM3",13,75,"G","Ice","KO","Difference noted. Checked multiple locations."
"3183","9/25/2020","GSM3",14,66,"G","Ice","KO",""
"3184","9/25/2020","GSM3",15,60,"G","Ice","KO",""
"3185","9/25/2020","GSM3",16,47,"G","Ice","KO",""
"3186","9/25/2020","GSM3",17,43,"G","Ice","KO",""
"3187","9/25/2020","GSM3",18,51,"G","Ice","KO",""
"3188","9/25/2020","GSM3",19,54,"G","Ice","KO",""
"3189","9/25/2020","GSM3",20,60,"G","Ice","KO",""
"3190","9/27/2021","GSM3",1,84,"G","Ice","MAW, OPH",""
"3191","9/27/2021","GSM3",2,78,"G","Ice","MAW, OPH",""
"3192","9/27/2021","GSM3",3,73,"G","Ice","MAW, OPH",""
"3193","9/27/2021","GSM3",4,48,"G","Ice","MAW, OPH",""
"3194","9/27/2021","GSM3",5,61,"G","Ice","MAW, OPH",""
"3195","9/27/2021","GSM3",6,53,"G","Ice","MAW, OPH",""
"3196","9/27/2021","GSM3",7,58,"G","Ice","MAW, OPH",""
"3197","9/27/2021","GSM3",8,62,"G","Ice","MAW, OPH",""
"3198","9/27/2021","GSM3",9,73,"G","Ice","MAW, OPH",""
"3199","9/27/2021","GSM3",10,66,"G","Ice","MAW, OPH",""
"3200","9/27/2021","GSM3",11,61,"G","Ice","MAW, OPH",""
"3201","9/27/2021","GSM3",12,55,"G","Ice","MAW, OPH",""
"3202","9/27/2021","GSM3",13,85,"G","Ice","MAW, OPH",""
"3203","9/27/2021","GSM3",14,56,"G","Ice","MAW, OPH",""
"3204","9/27/2021","GSM3",15,73,"G","Ice","MAW, OPH",""
"3205","9/27/2021","GSM3",16,64,"G","Ice","MAW, OPH",""
"3206","9/27/2021","GSM3",17,62,"G","Ice","MAW, OPH",""
"3207","9/27/2021","GSM3",18,54,"G","Ice","MAW, OPH",""
"3208","9/27/2021","GSM3",19,67,"G","Ice","MAW, OPH",""
"3209","9/27/2021","GSM3",20,59,"G","Ice","MAW, OPH",""
"3210","10/15/2015","GSM4",16,50,"R","","JH","No PF at this site. Rocky"
"3211","10/15/2015","GSM4",17,31,"R","","JH",""
"3212","10/15/2015","GSM4",18,50,"R","","SF",""
"3213","10/13/2000","GSM5",1,30,"G","","TKN",""
"3214","10/13/2000","GSM5",2,45,"G","","TKN",""
"3215","10/13/2000","GSM5",3,45,"G","","TKN",""
"3216","10/13/2000","GSM5",4,45,"G","","TKN",""
"3217","10/13/2000","GSM5",5,40,"R","","TKN",""
"3218","10/13/2000","GSM5",6,45,"G","","TKN",""
"3219","10/13/2000","GSM5",7,45,"G","","TKN",""
"3220","10/13/2000","GSM5",8,40,"G","","TKN",""
"3221","10/13/2000","GSM5",9,45,"G","","TKN",""
"3222","10/13/2000","GSM5",10,40,"G","","TKN",""
"3223","10/13/2017","GSM5",1,60,"G","","KO",""
"3224","10/13/2017","GSM5",2,38,"G","","KO",""
"3225","10/13/2017","GSM5",3,40,"G","","KO",""
"3226","10/13/2017","GSM5",4,59,"G","","KO",""
"3227","10/13/2017","GSM5",5,45,"G","","KO",""
"3228","10/13/2017","GSM5",6,49,"G","","KO","Left hand rule all "
"3229","10/13/2017","GSM5",7,67,"G","","KO",""
"3230","10/13/2017","GSM5",8,48,"G","","KO",""
"3231","10/13/2017","GSM5",9,41,"G","","KO",""
"3232","10/13/2017","GSM5",10,45,"G","","KO",""
"3233","10/13/2017","GSM5",11,45,"G","","KO",""
"3234","10/13/2017","GSM5",12,59,"R","","KO",""
"3235","10/13/2017","GSM5",13,40,"G","","KO",""
"3236","10/13/2017","GSM5",14,40,"G","","KO",""
"3237","10/13/2017","GSM5",15,55,"G","","KO",""
"3238","10/13/2017","GSM5",16,55,"G","","KO",""
"3239","10/13/2017","GSM5",17,46,"G","","KO",""
"3240","10/13/2017","GSM5",18,44,"R","","KO",""
"3241","10/13/2017","GSM5",19,53,"R","","KO",""
"3242","10/13/2017","GSM5",20,50,"G","","KO",""
"3243","10/12/2018","GSM5",1,33,"Rock","","JH",""
"3244","10/12/2018","GSM5",2,52,"Rock","","JH",""
"3245","10/12/2018","GSM5",3,70,"Ice","","JH",""
"3246","10/12/2018","GSM5",4,51,"Rock","","JH",""
"3247","10/12/2018","GSM5",5,49,"Ice","","JH",""
"3248","10/12/2018","GSM5",6,62,"Rock","","JH",""
"3249","10/12/2018","GSM5",7,33,"Rock","","JH",""
"3250","10/12/2018","GSM5",8,50,"Ice","","JH",""
"3251","10/12/2018","GSM5",9,51,"Rock","","JH",""
"3252","10/12/2018","GSM5",10,56,"Ice","","JH",""
"3253","10/12/2018","GSM5",11,47,"Rock","","JH",""
"3254","10/12/2018","GSM5",12,33,"Rock","","JH",""
"3255","10/12/2018","GSM5",13,43,"Ice","","JH",""
"3256","10/12/2018","GSM5",14,43,"Rock","","JH",""
"3257","10/12/2018","GSM5",15,66,"Rock","","JH",""
"3258","10/12/2018","GSM5",16,48,"Rock","","JH",""
"3259","10/12/2018","GSM5",17,62,"Rock","","JH",""
