"","date","site","probe","depth","flag","hit_type","crew","notes"
"1","9/20/2016","BCEFM2",1,65,"G","","Gl ko",""
"2","9/20/2016","BCEFM2",2,49,"G","","Gl ko",""
"3","9/20/2016","BCEFM2",3,53,"G","","Gl ko",""
"4","9/20/2016","BCEFM2",4,47,"G","","Gl ko",""
"5","9/20/2016","BCEFM2",5,60,"G","","Gl ko",""
"6","9/20/2016","BCEFM2",6,48,"G","","Gl ko",""
"7","9/20/2016","BCEFM2",7,74,"G","","Gl ko",""
"8","9/20/2016","BCEFM2",8,50,"G","","Gl ko",""
"9","9/20/2016","BCEFM2",9,54,"G","","Gl ko",""
"10","9/20/2016","BCEFM2",10,52,"G","","Gl ko",""
"11","9/20/2016","BCEFM2",11,60,"G","","Gl ko",""
"12","9/20/2016","BCEFM2",12,57,"G","","Gl ko",""
"13","9/20/2016","BCEFM2",13,47,"G","","Gl ko",""
"14","9/20/2016","BCEFM2",14,55,"G","","Gl ko",""
"15","9/20/2016","BCEFM2",15,60,"G","","Gl ko",""
"16","9/20/2016","BCEFM2",16,65,"G","","Gl ko",""
"17","9/20/2016","BCEFM2",17,54,"G","","Gl ko",""
"18","9/20/2016","BCEFM2",18,63,"G","","Gl ko",""
"19","9/20/2016","BCEFM2",19,62,"G","","Gl ko",""
"20","9/20/2016","BCEFM2",20,51,"G","","Gl ko",""
"21","9/28/2017","BCEFM2",1,67,"G","","Maw ko",""
"22","9/28/2017","BCEFM2",2,49,"G","","Maw ko",""
"23","9/28/2017","BCEFM2",3,49,"G","","Maw ko",""
"24","9/28/2017","BCEFM2",4,45,"G","","Maw ko",""
"25","9/28/2017","BCEFM2",5,49,"G","","Maw ko",""
"26","9/28/2017","BCEFM2",6,33,"G","","Maw ko","Using backward veg plot at this site"
"27","9/28/2017","BCEFM2",7,54,"G","","Maw ko",""
"28","9/28/2017","BCEFM2",8,48,"G","","Maw ko",""
"29","9/28/2017","BCEFM2",9,54,"G","","Maw ko",""
"30","9/28/2017","BCEFM2",10,47,"G","","Maw ko",""
"31","9/28/2017","BCEFM2",11,44,"G","","Maw ko",""
"32","9/28/2017","BCEFM2",12,39,"G","","Maw ko",""
"33","9/28/2017","BCEFM2",13,44,"G","","Maw ko",""
"34","9/28/2017","BCEFM2",14,46,"G","","Maw ko",""
"35","9/28/2017","BCEFM2",15,46,"G","","Maw ko",""
"36","9/28/2017","BCEFM2",16,47,"G","","Maw ko",""
"37","9/28/2017","BCEFM2",17,43,"G","","Maw ko",""
"38","9/28/2017","BCEFM2",18,55,"G","","Maw ko",""
"39","9/28/2017","BCEFM2",19,40,"G","","Maw ko",""
"40","9/28/2017","BCEFM2",20,65,"G","","Maw ko","Taken in a tussock"
"41","10/5/2018","BCEFM2",1,64,"G","","KO",""
"42","10/5/2018","BCEFM2",2,48,"G","","KO",""
"43","10/5/2018","BCEFM2",3,56,"G","","KO",""
"44","10/5/2018","BCEFM2",4,49,"G","","KO",""
"45","10/5/2018","BCEFM2",5,51,"G","","KO",""
"46","10/5/2018","BCEFM2",6,49,"G","","KO",""
"47","10/5/2018","BCEFM2",7,46,"G","","KO",""
"48","10/5/2018","BCEFM2",8,49,"G","","KO",""
"49","10/5/2018","BCEFM2",9,41,"G","","KO",""
"50","10/5/2018","BCEFM2",10,36,"G","","KO",""
"51","10/5/2018","BCEFM2",11,45,"G","","KO",""
"52","10/5/2018","BCEFM2",12,50,"G","","KO",""
"53","10/5/2018","BCEFM2",13,54,"G","","KO",""
"54","10/5/2018","BCEFM2",14,47,"G","","KO",""
"55","10/5/2018","BCEFM2",15,44,"G","","KO",""
"56","10/5/2018","BCEFM2",16,49,"G","","KO",""
"57","10/5/2018","BCEFM2",17,42,"G","","KO",""
"58","10/5/2018","BCEFM2",18,43,"G","","KO",""
"59","10/5/2018","BCEFM2",19,43,"G","","KO","One short"
"60","10/11/2019","BCEFM2",1,61,"G","Ice","KO CL",""
"61","10/11/2019","BCEFM2",2,47,"G","Ice","KO CL",""
"62","10/11/2019","BCEFM2",3,44,"G","Ice","KO CL",""
"63","10/11/2019","BCEFM2",4,43,"G","Ice","KO CL",""
"64","10/11/2019","BCEFM2",5,43,"G","Ice","KO CL",""
"65","10/11/2019","BCEFM2",6,36,"G","Ice","KO CL",""
"66","10/11/2019","BCEFM2",7,36,"G","Ice","KO CL",""
"67","10/11/2019","BCEFM2",8,47,"G","Ice","KO CL",""
"68","10/11/2019","BCEFM2",9,43,"G","Ice","KO CL",""
"69","10/11/2019","BCEFM2",10,38,"G","Ice","KO CL",""
"70","10/11/2019","BCEFM2",11,48,"G","Ice","KO CL",""
"71","10/11/2019","BCEFM2",12,45,"G","Ice","KO CL",""
"72","10/11/2019","BCEFM2",13,60,"G","Ice","KO CL",""
"73","10/11/2019","BCEFM2",14,48,"G","Ice","KO CL",""
"74","10/11/2019","BCEFM2",15,47,"G","Ice","KO CL",""
"75","10/11/2019","BCEFM2",16,41,"G","Ice","KO CL",""
"76","10/11/2019","BCEFM2",17,40,"G","Ice","KO CL",""
"77","10/11/2019","BCEFM2",18,45,"G","Ice","KO CL",""
"78","10/11/2019","BCEFM2",19,30,"G","Ice","KO CL",""
"79","10/11/2019","BCEFM2",20,37,"G","Ice","KO CL",""
"80","9/30/2020","BCEFM2",1,51,"G","Ice","KO",""
"81","9/30/2020","BCEFM2",2,34,"G","Ice","KO",""
"82","9/30/2020","BCEFM2",3,43,"G","Ice","KO",""
"83","9/30/2020","BCEFM2",4,44,"G","Ice","KO",""
"84","9/30/2020","BCEFM2",5,40,"G","Ice","KO",""
"85","9/30/2020","BCEFM2",6,35,"G","Ice","KO",""
"86","9/30/2020","BCEFM2",7,31,"G","Ice","KO",""
"87","9/30/2020","BCEFM2",8,41,"G","Ice","KO",""
"88","9/30/2020","BCEFM2",9,37,"G","Ice","KO",""
"89","9/30/2020","BCEFM2",10,29,"G","Ice","KO",""
"90","9/30/2020","BCEFM2",11,50,"G","Ice","KO",""
"91","9/30/2020","BCEFM2",12,51,"G","Ice","KO",""
"92","9/30/2020","BCEFM2",13,56,"G","Ice","KO",""
"93","9/30/2020","BCEFM2",14,49,"G","Ice","KO",""
"94","9/30/2020","BCEFM2",15,43,"G","Ice","KO",""
"95","9/30/2020","BCEFM2",16,34,"G","Ice","KO",""
"96","9/30/2020","BCEFM2",17,36,"G","Ice","KO",""
"97","9/30/2020","BCEFM2",18,29,"G","Ice","KO",""
"98","9/30/2020","BCEFM2",19,37,"G","Ice","KO",""
"99","9/30/2020","BCEFM2",20,50,"G","Ice","KO",""
"100","9/27/2021","BCEFM2",1,69,"G","Ice","MAW, OPH",""
"101","9/27/2021","BCEFM2",2,51,"G","Ice","MAW, OPH",""
"102","9/27/2021","BCEFM2",3,56,"G","Ice","MAW, OPH",""
"103","9/27/2021","BCEFM2",4,53,"G","Ice","MAW, OPH",""
"104","9/27/2021","BCEFM2",5,46,"G","Ice","MAW, OPH",""
"105","9/27/2021","BCEFM2",6,47,"G","Ice","MAW, OPH",""
"106","9/27/2021","BCEFM2",7,48,"G","Ice","MAW, OPH",""
"107","9/27/2021","BCEFM2",8,38,"G","Ice","MAW, OPH",""
"108","9/27/2021","BCEFM2",9,58,"G","Ice","MAW, OPH",""
"109","9/27/2021","BCEFM2",10,56,"G","Ice","MAW, OPH",""
"110","9/27/2021","BCEFM2",11,60,"G","Ice","MAW, OPH",""
"111","9/27/2021","BCEFM2",12,67,"G","Ice","MAW, OPH",""
"112","9/27/2021","BCEFM2",13,56,"G","Ice","MAW, OPH",""
"113","9/27/2021","BCEFM2",14,51,"G","Ice","MAW, OPH",""
"114","9/27/2021","BCEFM2",15,53,"G","Ice","MAW, OPH",""
"115","9/27/2021","BCEFM2",16,50,"G","Ice","MAW, OPH",""
"116","9/27/2021","BCEFM2",17,40,"G","Ice","MAW, OPH",""
"117","9/27/2021","BCEFM2",18,47,"G","Ice","MAW, OPH",""
"118","9/27/2021","BCEFM2",19,57,"G","Ice","MAW, OPH",""
"119","9/27/2021","BCEFM2",20,50,"G","Ice","MAW, OPH",""
"120","8/17/2011","BDI1",1,-9999,"N","","BC",""
"121","8/17/2011","BDI1",2,-9999,"N","","BC",""
"122","8/17/2011","BDI1",3,-9999,"N","","BC",""
"123","8/17/2011","BDI1",4,-9999,"N","","BC",""
"124","8/17/2011","BDI1",5,-9999,"N","","BC",""
"125","8/17/2011","BDI1",6,-9999,"N","","BC",""
"126","8/17/2011","BDI1",7,-9999,"N","","BC",""
"127","8/17/2011","BDI1",8,-9999,"N","","BC",""
"128","8/17/2011","BDI1",9,-9999,"N","","BC",""
"129","8/17/2011","BDI1",10,-9999,"N","","BC",""
"130","10/4/2011","BDI2",1,153,"R","","BC",""
"131","10/4/2011","BDI2",2,170,"R","","BC",""
"132","10/4/2011","BDI2",3,155,"R","","BC",""
"133","10/4/2011","BDI2",4,168,"R","","BC",""
"134","10/4/2011","BDI2",5,230,"R","","BC",""
"135","10/4/2011","BDI2",6,-9999,"N","","BC",""
"136","10/4/2011","BDI2",7,-9999,"N","","BC",""
"137","10/4/2011","BDI2",8,-9999,"N","","BC",""
"138","10/4/2011","BDI2",9,-9999,"N","","BC",""
"139","10/4/2011","BDI2",10,-9999,"N","","BC",""
"140","8/17/2011","BDI3",1,58,"R","","BC",""
"141","8/17/2011","BDI3",2,58,"R","","BC",""
"142","8/17/2011","BDI3",3,58,"R","","BC",""
"143","8/17/2011","BDI3",4,47,"R","","BC",""
"144","8/17/2011","BDI3",5,23,"R","","BC",""
"145","8/17/2011","BDI3",6,20,"R","","BC",""
"146","8/17/2011","BDI3",7,27,"R","","BC",""
"147","8/17/2011","BDI3",8,27,"R","","BC",""
"148","8/17/2011","BDI3",9,37,"R","","BC",""
"149","8/17/2011","BDI3",10,10,"R","","BC",""
"150","8/16/2011","BDI4",1,-9999,"N","","BC",""
"151","8/16/2011","BDI4",2,-9999,"N","","BC",""
"152","8/16/2011","BDI4",3,-9999,"N","","BC",""
"153","8/16/2011","BDI4",4,-9999,"N","","BC",""
"154","8/16/2011","BDI4",5,-9999,"N","","BC",""
"155","8/16/2011","BDI4",6,-9999,"N","","BC",""
"156","8/16/2011","BDI4",7,-9999,"N","","BC",""
"157","8/16/2011","BDI4",8,-9999,"N","","BC",""
"158","8/16/2011","BDI4",9,-9999,"N","","BC",""
"159","8/16/2011","BDI4",10,-9999,"N","","BC",""
"160","9/2/2015","BDI5",1,171,"R","","SF",""
"161","9/2/2015","BDI5",2,154,"R","","SF",""
"162","9/2/2015","BDI5",3,143,"R","","SF",""
"163","9/2/2015","BDI5",4,90,"R","","SF","Doesnt feel the same as the rock im hitting around 150, but cant break through. "
"164","9/2/2015","BDI5",5,100,"R","","SF",""
"165","9/2/2015","BDI5",6,92,"R","","SF",""
"166","9/2/2015","BDI5",7,68,"R","","SF",""
"167","9/2/2015","BDI5",8,150,"R","","SF",""
"168","9/2/2015","BDI5",9,162,"R","","SF","Ice(?) layer around 120 flr many probes in this corner. "
"169","9/2/2015","BDI5",10,176,"R","","KO",""
"170","9/2/2015","BDI5",11,231,"R","","KO",""
"171","9/2/2015","BDI5",12,159,"R","","KO",""
"172","9/2/2015","BDI5",13,167,"R","","KO",""
"173","9/2/2015","BDI5",14,142,"R","","KO",""
"174","9/2/2015","BDI5",15,89,"R","","KO",""
"175","9/2/2015","BDI5",16,138,"R","","KO",""
"176","9/2/2015","BDI5",17,184,"R","","KO","Ice layer at 125"
"177","9/2/2015","BDI5",18,216,"R","","KO","Ice layer at 124"
"178","9/2/2015","BDI5",19,164,"R","","KO",""
"179","9/2/2015","BDI5",20,184,"R","","KO",""
"180","10/16/2018","BDI5",1,164,"G","","KDO CBL",""
"181","10/16/2018","BDI5",2,152,"G","","KDO CBL",""
"182","10/16/2018","BDI5",3,136,"R","","KDO CBL",""
"183","10/16/2018","BDI5",4,83,"R","","KDO CBL",""
"184","10/16/2018","BDI5",5,90,"R","","KDO CBL",""
"185","10/16/2018","BDI5",6,89,"R","","KDO CBL",""
"186","10/16/2018","BDI5",7,73,"R","","KDO CBL",""
"187","10/16/2018","BDI5",8,142,"G","","KDO CBL",""
"188","10/16/2018","BDI5",9,160,"G","","KDO CBL",""
"189","10/16/2018","BDI5",10,180,"G","","KDO CBL",""
"190","10/16/2018","BDI5",11,250,"G","","KDO CBL",""
"191","10/16/2018","BDI5",12,156,"G","","KDO CBL",""
"192","10/16/2018","BDI5",13,218,"G","","KDO CBL",""
"193","10/16/2018","BDI5",14,140,"G","","KDO CBL",""
"194","10/16/2018","BDI5",15,92,"R","","KDO CBL",""
"195","10/16/2018","BDI5",16,144,"R","","KDO CBL",""
"196","10/16/2018","BDI5",17,185,"R","","KDO CBL",""
"197","10/16/2018","BDI5",18,260,"G","","KDO CBL",""
"198","10/16/2018","BDI5",19,163,"G","","KDO CBL",""
"199","10/16/2018","BDI5",20,174,"G","","KDO CBL",""
"200","10/16/2019","BDI5",2,151,"G","Ice","KO",""
"201","10/16/2019","BDI5",3,135,"R","Rock","KO",""
"202","10/16/2019","BDI5",4,80,"R","Rock","KO",""
"203","10/16/2019","BDI5",5,92,"R","Rock","KO",""
"204","10/16/2019","BDI5",6,87,"R","Rock","KO",""
"205","10/16/2019","BDI5",7,73,"R","Rock","KO",""
"206","10/16/2019","BDI5",8,138,"G","Ice","KO",""
"207","10/16/2019","BDI5",9,166,"G","Ice","KO",""
"208","10/16/2019","BDI5",10,131,"G","Ice","KO",""
"209","10/16/2019","BDI5",11,-9999,"N","None","KO",""
"210","10/16/2019","BDI5",12,160,"G","Ice","KO",""
"211","10/16/2019","BDI5",13,221,"G","Ice","KO",""
"212","10/16/2019","BDI5",14,136,"G","Ice","KO",""
"213","10/16/2019","BDI5",15,100,"R","Rock","KO",""
"214","10/16/2019","BDI5",16,148,"R","Rock","KO",""
"215","10/16/2019","BDI5",17,180,"R","Rock","KO",""
"216","10/16/2019","BDI5",18,226,"R","Rock","KO",""
"217","10/16/2019","BDI5",19,166,"G","Ice","KO",""
"218","10/16/2019","BDI5",20,172,"G","Ice","KO",""
"219","9/25/2020","BDI5",1,166,"G","Ice","Maw",""
"220","9/25/2020","BDI5",2,151,"G","Ice","Maw",""
"221","9/25/2020","BDI5",3,141,"G","Rock","Maw",""
"222","9/25/2020","BDI5",4,83,"G","Rock","Maw",""
"223","9/25/2020","BDI5",5,87,"G","Rock","Maw",""
"224","9/25/2020","BDI5",6,80,"G","Rock","Maw",""
"225","9/25/2020","BDI5",7,72,"G","Rock","Maw",""
"226","9/25/2020","BDI5",8,141,"G","Ice","Maw",""
"227","9/25/2020","BDI5",9,169,"G","Ice","Maw",""
"228","9/25/2020","BDI5",10,181,"G","Rock","Maw",""
"229","9/25/2020","BDI5",11,246,"G","None","Maw","Max depth"
"230","9/25/2020","BDI5",12,153,"G","Rock","Maw",""
"231","9/25/2020","BDI5",13,220,"G","Rock","Maw",""
"232","9/25/2020","BDI5",14,143,"G","Ice","Maw",""
"233","9/25/2020","BDI5",15,89,"G","Rock","Maw",""
"234","9/25/2020","BDI5",16,146,"G","Rock","Maw",""
"235","9/25/2020","BDI5",17,182,"G","Rock","Maw",""
"236","9/25/2020","BDI5",18,221,"G","Rock","Maw",""
"237","9/25/2020","BDI5",19,173,"G","Ice","Maw",""
"238","9/25/2020","BDI5",20,183,"G","Ice","Maw",""
"239","9/16/2021","BDI5",1,167,"G","Rock","MAW, OPH",""
"240","9/16/2021","BDI5",2,157,"G","Rock","MAW, OPH",""
"241","9/16/2021","BDI5",3,144,"G","Rock","MAW, OPH",""
"242","9/16/2021","BDI5",4,82,"G","Rock","MAW, OPH",""
"243","9/16/2021","BDI5",5,97,"G","Rock","MAW, OPH",""
"244","9/16/2021","BDI5",6,83,"G","Rock","MAW, OPH",""
"245","9/16/2021","BDI5",7,94,"G","Rock","MAW, OPH",""
"246","9/16/2021","BDI5",8,125,"G","Rock","MAW, OPH",""
"247","9/16/2021","BDI5",9,179,"G","Rock","MAW, OPH",""
"248","9/16/2021","BDI5",10,184,"G","Rock","MAW, OPH",""
"249","9/16/2021","BDI5",11,-9999,"N","None","MAW, OPH",""
"250","9/16/2021","BDI5",12,161,"G","Rock","MAW, OPH",""
"251","9/16/2021","BDI5",13,138,"G","Rock","MAW, OPH",""
"252","9/16/2021","BDI5",14,114,"G","Rock","MAW, OPH",""
"253","9/16/2021","BDI5",15,118,"G","Rock","MAW, OPH",""
"254","9/16/2021","BDI5",16,147,"G","Rock","MAW, OPH",""
"255","9/16/2021","BDI5",17,185,"G","Rock","MAW, OPH",""
"256","9/16/2021","BDI5",18,225,"G","Rock","MAW, OPH",""
"257","9/16/2021","BDI5",19,167,"G","Rock","MAW, OPH",""
"258","9/16/2021","BDI5",20,178,"G","Rock","MAW, OPH",""
"259","9/2/2015","BDI6",1,66,"G","","SF",""
"260","9/2/2015","BDI6",2,66,"G","","SF",""
"261","9/2/2015","BDI6",3,51,"G","","SF","Beside sphagnum sheep"
"262","9/2/2015","BDI6",4,64,"G","","SF",""
"263","9/2/2015","BDI6",5,56,"G","","SF",""
"264","9/2/2015","BDI6",6,43,"G","","SF",""
"265","9/2/2015","BDI6",7,50,"G","","SF",""
"266","9/2/2015","BDI6",8,46,"G","","SF",""
"267","9/2/2015","BDI6",9,41,"G","","SF",""
"268","9/2/2015","BDI6",10,47,"G","","SF",""
"269","9/2/2015","BDI6",11,76,"G","","KO","Unburned moss layer on surface."
"270","9/2/2015","BDI6",12,51,"G","","KO",""
"271","9/2/2015","BDI6",13,59,"G","","KO",""
"272","9/2/2015","BDI6",14,55,"G","","KO",""
"273","9/2/2015","BDI6",15,75,"G","","KO","Unburned moss layer on surface."
"274","9/2/2015","BDI6",16,50,"G","","KO",""
"275","9/2/2015","BDI6",17,45,"G","","KO",""
"276","9/2/2015","BDI6",18,53,"G","","KO","Between tussocks."
"277","9/2/2015","BDI6",19,63,"G","","KO",""
"278","9/2/2015","BDI6",20,79,"G","","KO","Between tussocks."
"279","9/22/2016","BDI6",1,87,"G","","MAW GML",""
"280","9/22/2016","BDI6",2,114,"G","","MAW GML",""
"281","9/22/2016","BDI6",3,71,"G","","MAW GML",""
"282","9/22/2016","BDI6",4,78,"G","","MAW GML",""
"283","9/22/2016","BDI6",5,95,"G","","MAW GML",""
"284","9/22/2016","BDI6",6,81,"G","","MAW GML",""
"285","9/22/2016","BDI6",7,66,"G","","MAW GML",""
"286","9/22/2016","BDI6",8,90,"R","","MAW GML",""
"287","9/22/2016","BDI6",9,104,"G","","MAW GML",""
"288","9/22/2016","BDI6",10,77,"G","","MAW GML",""
"289","9/22/2016","BDI6",11,98,"G","","MAW GML",""
"290","9/22/2016","BDI6",12,67,"G","","MAW GML",""
"291","9/22/2016","BDI6",13,66,"G","","MAW GML",""
"292","9/22/2016","BDI6",14,70,"G","","MAW GML",""
"293","9/22/2016","BDI6",15,112,"G","","MAW GML",""
"294","9/22/2016","BDI6",16,72,"G","","MAW GML",""
"295","9/22/2016","BDI6",17,69,"G","","MAW GML",""
"296","9/22/2016","BDI6",18,86,"G","","MAW GML",""
"297","9/22/2016","BDI6",19,76,"G","","MAW GML",""
"298","9/22/2016","BDI6",20,84,"G","","MAW GML",""
"299","10/5/2017","BDI6",1,88,"G","","KO CL",""
"300","10/5/2017","BDI6",2,92,"G","","KO CL",""
"301","10/5/2017","BDI6",3,61,"G","","KO CL",""
"302","10/5/2017","BDI6",4,67,"","","KO CL",""
"303","10/5/2017","BDI6",5,74,"","","KO CL",""
"304","10/5/2017","BDI6",6,63,"G","","KO CL","Left rule all"
"305","10/5/2017","BDI6",7,63,"G","","KO CL",""
"306","10/5/2017","BDI6",8,66,"G","","KO CL",""
"307","10/5/2017","BDI6",9,93,"G","","KO CL",""
"308","10/5/2017","BDI6",10,61,"G","","KO CL",""
"309","10/5/2017","BDI6",11,93,"G","","KO CL",""
"310","10/5/2017","BDI6",12,61,"G","","KO CL",""
"311","10/5/2017","BDI6",13,69,"G","","KO CL",""
"312","10/5/2017","BDI6",14,69,"G","","KO CL",""
"313","10/5/2017","BDI6",15,61,"G","","KO CL",""
"314","10/5/2017","BDI6",16,81,"G","","KO CL",""
"315","10/5/2017","BDI6",17,63,"G","","KO CL",""
"316","10/5/2017","BDI6",18,81,"G","","KO CL",""
"317","10/5/2017","BDI6",19,75,"G","","KO CL",""
"318","10/5/2017","BDI6",20,100,"G","","KO CL",""
"319","10/3/2018","BDI6",1,85,"G","","ASL, KDO, CL","10 cm surface water"
"320","10/3/2018","BDI6",2,93,"G","","ASL, KDO, CL",""
"321","10/3/2018","BDI6",3,69,"G","","ASL, KDO, CL",""
"322","10/3/2018","BDI6",4,72,"G","","ASL, KDO, CL",""
"323","10/3/2018","BDI6",5,64,"G","","ASL, KDO, CL",""
"324","10/3/2018","BDI6",6,71,"G","","ASL, KDO, CL",""
"325","10/3/2018","BDI6",7,82,"G","","ASL, KDO, CL",""
"326","10/3/2018","BDI6",8,68,"G","","ASL, KDO, CL",""
"327","10/3/2018","BDI6",9,77,"G","","ASL, KDO, CL",""
"328","10/3/2018","BDI6",10,94,"G","","ASL, KDO, CL",""
"329","10/3/2018","BDI6",11,99,"G","","ASL, KDO, CL",""
"330","10/3/2018","BDI6",12,76,"G","","ASL, KDO, CL","Small amount of surface water"
"331","10/3/2018","BDI6",13,73,"G","","ASL, KDO, CL",""
"332","10/3/2018","BDI6",14,81,"G","","ASL, KDO, CL",""
"333","10/3/2018","BDI6",15,65,"G","","ASL, KDO, CL",""
"334","10/3/2018","BDI6",16,64,"G","","ASL, KDO, CL",""
"335","10/3/2018","BDI6",17,78,"G","","ASL, KDO, CL",""
"336","10/3/2018","BDI6",18,81,"G","","ASL, KDO, CL",""
"337","10/3/2018","BDI6",19,82,"G","","ASL, KDO, CL",""
"338","10/3/2018","BDI6",20,107,"G","","ASL, KDO, CL",""
"339","10/16/2019","BDI6",1,122,"G","Ice","KO",""
"340","10/16/2019","BDI6",2,110,"G","Ice","KO",""
"341","10/16/2019","BDI6",3,65,"G","Ice","KO",""
"342","10/16/2019","BDI6",4,98,"G","Ice","KO",""
"343","10/16/2019","BDI6",5,90,"G","Ice","KO",""
"344","10/16/2019","BDI6",6,83,"G","Ice","KO",""
"345","10/16/2019","BDI6",7,95,"G","Ice","KO",""
"346","10/16/2019","BDI6",8,76,"G","Ice","KO",""
"347","10/16/2019","BDI6",9,97,"G","Ice","KO",""
"348","10/16/2019","BDI6",10,96,"G","Ice","KO",""
"349","10/16/2019","BDI6",11,98,"G","Ice","KO",""
"350","10/16/2019","BDI6",12,94,"G","Ice","KO",""
"351","10/16/2019","BDI6",13,75,"G","Ice","KO",""
"352","10/16/2019","BDI6",14,81,"G","Ice","KO",""
"353","10/16/2019","BDI6",15,120,"G","Ice","KO",""
"354","10/16/2019","BDI6",16,94,"G","Ice","KO",""
"355","10/16/2019","BDI6",17,91,"G","Ice","KO",""
"356","10/16/2019","BDI6",18,92,"G","Ice","KO",""
"357","10/16/2019","BDI6",19,103,"G","Ice","KO",""
"358","10/16/2019","BDI6",20,120,"G","Ice","KO",""
"359","9/25/2020","BDI6",1,98,"G","Ice","Maw",""
"360","9/25/2020","BDI6",2,125,"G","Ice","Maw",""
"361","9/25/2020","BDI6",3,70,"G","Ice","Maw",""
"362","9/25/2020","BDI6",4,101,"G","Ice","Maw",""
"363","9/25/2020","BDI6",5,93,"G","Ice","Maw",""
"364","9/25/2020","BDI6",6,85,"G","Ice","Maw",""
"365","9/25/2020","BDI6",7,93,"G","Ice","Maw",""
"366","9/25/2020","BDI6",8,79,"G","Ice","Maw",""
"367","9/25/2020","BDI6",9,110,"G","Ice","Maw",""
"368","9/25/2020","BDI6",10,63,"G","Rock","Maw",""
"369","9/25/2020","BDI6",11,115,"G","Ice","Maw",""
"370","9/25/2020","BDI6",12,84,"G","Ice","Maw",""
"371","9/25/2020","BDI6",13,80,"G","Ice","Maw",""
"372","9/25/2020","BDI6",14,83,"G","Ice","Maw",""
"373","9/25/2020","BDI6",15,114,"G","Ice","Maw",""
"374","9/25/2020","BDI6",16,95,"G","Ice","Maw",""
"375","9/25/2020","BDI6",17,84,"G","Ice","Maw",""
"376","9/25/2020","BDI6",18,91,"G","Ice","Maw",""
"377","9/25/2020","BDI6",19,96,"G","Ice","Maw",""
"378","9/25/2020","BDI6",20,114,"G","Ice","Maw",""
"379","9/16/2021","BDI6",1,89,"G","Ice","MAW, OPH",""
"380","9/16/2021","BDI6",2,94,"G","Ice","MAW, OPH",""
"381","9/16/2021","BDI6",3,55,"G","Ice","MAW, OPH",""
"382","9/16/2021","BDI6",4,89,"G","Ice","MAW, OPH",""
"383","9/16/2021","BDI6",5,91,"G","Ice","MAW, OPH",""
"384","9/16/2021","BDI6",6,67,"G","Ice","MAW, OPH",""
"385","9/16/2021","BDI6",7,84,"G","Ice","MAW, OPH",""
"386","9/16/2021","BDI6",8,68,"G","Ice","MAW, OPH",""
"387","9/16/2021","BDI6",9,69,"G","Ice","MAW, OPH",""
"388","9/16/2021","BDI6",10,57,"G","Ice","MAW, OPH",""
"389","9/16/2021","BDI6",11,100,"G","Ice","MAW, OPH",""
"390","9/16/2021","BDI6",12,80,"G","Ice","MAW, OPH",""
"391","9/16/2021","BDI6",13,82,"G","Ice","MAW, OPH",""
"392","9/16/2021","BDI6",14,78,"G","Ice","MAW, OPH",""
"393","9/16/2021","BDI6",15,113,"G","Ice","MAW, OPH",""
"394","9/16/2021","BDI6",16,77,"G","Ice","MAW, OPH",""
"395","9/16/2021","BDI6",17,87,"G","Ice","MAW, OPH",""
"396","9/16/2021","BDI6",18,87,"G","Ice","MAW, OPH",""
"397","9/16/2021","BDI6",19,97,"G","Ice","MAW, OPH",""
"398","9/16/2021","BDI6",20,86,"G","Ice","MAW, OPH",""
"399","8/16/2011","BDI7",1,-9999,"R","","BC",""
"400","8/16/2011","BDI7",2,-9999,"R","","BC",""
"401","8/16/2011","BDI7",3,-9999,"R","","BC",""
"402","8/16/2011","BDI7",4,-9999,"R","","BC",""
"403","8/16/2011","BDI7",5,-9999,"R","","BC",""
"404","8/16/2011","BDI7",6,-9999,"R","","BC",""
"405","8/16/2011","BDI7",7,-9999,"R","","BC",""
"406","8/16/2011","BDI7",8,-9999,"R","","BC",""
"407","8/16/2011","BDI7",9,-9999,"R","","BC",""
"408","8/16/2011","BDI7",10,-9999,"R","","BC",""
"409","8/16/2011","BDI8",1,-9999,"N","","BC",""
"410","8/16/2011","BDI8",2,-9999,"N","","BC",""
"411","8/16/2011","BDI8",3,-9999,"N","","BC",""
"412","8/16/2011","BDI8",4,-9999,"N","","BC",""
"413","8/16/2011","BDI8",5,-9999,"N","","BC",""
"414","8/16/2011","BDI8",6,-9999,"N","","BC",""
"415","8/16/2011","BDI8",7,-9999,"N","","BC",""
"416","8/16/2011","BDI8",8,-9999,"N","","BC",""
"417","8/16/2011","BDI8",9,-9999,"N","","BC",""
"418","8/16/2011","BDI8",10,-9999,"N","","BC",""
"419","9/2/2015","BDM1",1,61,"G","","SF",""
"420","9/2/2015","BDM1",2,53,"G","","SF",""
"421","9/2/2015","BDM1",3,61,"G","","SF",""
"422","9/2/2015","BDM1",4,58,"G","","SF",""
"423","9/2/2015","BDM1",5,57,"G","","SF",""
"424","9/2/2015","BDM1",6,58,"G","","SF",""
"425","9/2/2015","BDM1",7,59,"G","","SF",""
"426","9/2/2015","BDM1",8,83,"G","","SF","On sphagnum mound. "
"427","9/2/2015","BDM1",9,62,"G","","SF",""
"428","9/2/2015","BDM1",10,69,"G","","KO",""
"429","9/2/2015","BDM1",11,51,"G","","KO",""
"430","9/2/2015","BDM1",12,44,"G","","KO",""
"431","9/2/2015","BDM1",13,49,"G","","KO",""
"432","9/2/2015","BDM1",14,49,"G","","KO",""
