"fire_scar","fire_year","site","plot","tree.age","biomass.as","biomass.br","biomass.bp","biomass.bs","biomass.ws","biomass.unk.con","biomass","biomass.con","biomass.dec","density.as","density.br","density.bp","density.bs","density.ws","density.unk.con","density","study","cores_processed","postfire.age"
"2019MA014",2019,141,"B",83,4201.71481597583,0,95.9240139339179,2225.89648286011,0,0,6523.53531276986,2225.89648286011,4297.63882990975,0.15,0,0.05,0.9,0,0,1.1,"FiSL","1",3
"2019MA014",2019,141,"C",77,1602.8915898232,0,2419.27456878378,2141.33775757696,0,0,6163.50391618394,2141.33775757696,4022.16615860698,0.1,0,0.05,0.8,0,0,0.95,"FiSL","1",3
"Hess Creek",2019,5,"A",75,0,4263.86870393719,0,0,87.9807134231122,0,4351.84941736031,87.9807134231122,4263.86870393719,0,0.5,0,0,0.1,0,0.6,"FiSL","1",3
"Hess Creek",2019,5,"B",49,0,1032.41608380265,0,0,56.431678130668,0,1088.84776193332,56.431678130668,1032.41608380265,0,0.15,0,0,0.1,0,0.25,"FiSL","1",3
"Hess Creek",2019,5,"C",70,0,438.922977516367,0,0,0,0,438.922977516367,0,438.922977516367,0,0.15,0,0,0,0,0.15,"FiSL","1",3
"2019BC005",2019,62,"A",86,822.753936151993,0,0,792.878348401283,0,0,1615.63228455328,792.878348401283,822.753936151993,0.05,0,0,0.85,0,0,0.9,"FiSL","1",3
"2019BC005",2019,62,"B",88,10755.8887976174,0,0,277.732022623215,0,0,11033.6208202406,277.732022623215,10755.8887976174,0.35,0,0,0.45,0,0,0.8,"FiSL","1",3
"2019BC005",2019,62,"C",86,0,0,0,236.088959131755,0,0,236.088959131755,236.088959131755,0,0,0,0,0.45,0,0,0.45,"FiSL","1",3
"2019MA014",2019,142,"A",94,6017.55074431197,0,0,2142.71256014924,0,0,8160.26330446121,2142.71256014924,6017.55074431197,0.35,0,0,0.15,0,0,0.5,"FiSL","1",3
"2019MA014",2019,142,"B",64,5410.54245338266,0,0,2479.10247434532,457.430844516965,0,8347.07577224494,2936.53331886228,5410.54245338266,0.3,0,0,0.2,0.1,0,0.6,"FiSL","1",3
"2019MA014",2019,142,"C",89,6699.88526517076,0,0,772.047006482109,2275.93145765871,0,9747.86372931158,3047.97846414082,6699.88526517076,0.25,0,0,0.1,0.15,0,0.5,"FiSL","1",3
"Shovel Creek",2019,30,"A",57,0,8911.20311040659,0,2115.04197522666,0,0,11026.2450856332,2115.04197522666,8911.20311040659,0,0.15,0,0.15,0,0,0.3,"FiSL","1",3
"Shovel Creek",2019,30,"B",92,0,3856.95173734257,0,1227.96773407403,0,3361.79356167466,8446.71303309126,4589.76129574869,3856.95173734257,0,0.15,0,0.1,0,0.05,0.3,"FiSL","1",3
"Shovel Creek",2019,30,"C",76,0,6974.40491464276,0,7882.17091011937,0,0,14856.5758247621,7882.17091011937,6974.40491464276,0,0.1,0,0.35,0,0,0.45,"FiSL","1",3
"Baker",2015,105,"A",76,34348.620089092,0,0,3519.66205157703,0,0,37868.2821406691,3519.66205157703,34348.620089092,0.35,0,0,0.35,0,0,0.7,"FiSL","1",7
"Baker",2015,105,"B",87,20375.4763905011,0,0,62.8427334818765,0,0,20438.319123983,62.8427334818765,20375.4763905011,0.15,0,0,0.05,0,0,0.2,"FiSL","1",7
"Baker",2015,105,"C",90,37066.9276175989,0,0,190.722032110139,0,0,37257.649649709,190.722032110139,37066.9276175989,0.4,0,0,0.15,0,0,0.55,"FiSL","1",7
"2019BC005",2019,71,"A",79,8192.51573351428,0,0,2919.89039299772,0,0,11112.406126512,2919.89039299772,8192.51573351428,0.4,0,0,0.7,0,0,1.1,"FiSL","1",3
"2019BC005",2019,71,"B",70,7658.31868454329,0,0,4405.44246189459,0,0,12063.7611464379,4405.44246189459,7658.31868454329,0.4,0,0,1.1,0,0,1.5,"FiSL","1",3
"2019BC005",2019,71,"C",75,11220.0323981357,0,0,2606.10432144429,0,0,13826.13671958,2606.10432144429,11220.0323981357,0.55,0,0,0.35,0,0,0.9,"FiSL","1",3
"Shovel Creek",2019,21,"A",91,9764.75593365352,1389.16246562636,0,1512.23598661429,0,0,12666.1543858942,1512.23598661429,11153.9183992799,0.05,0.05,0,0.25,0,0,0.35,"FiSL","1",3
"Shovel Creek",2019,21,"B",93,11306.3022267186,0,0,1293.24931800269,0,0,12599.5515447213,1293.24931800269,11306.3022267186,0.1,0,0,0.05,0,0,0.15,"FiSL","1",3
"Shovel Creek",2019,21,"C",74,5797.47600412453,441.818274447457,0,939.022176828272,0,0,7178.31645540026,939.022176828272,6239.29427857199,0.2,0.05,0,0.05,0,0,0.3,"FiSL","1",3
"Baker",2015,109,"A",104,0,0,21342.7070845501,378.16623129645,0,0,21720.8733158465,378.16623129645,21342.7070845501,0,0,0.3,0.05,0,0,0.35,"FiSL","1",7
"Baker",2015,109,"B",88,0,0,12391.8913558689,0,0,0,12391.8913558689,0,12391.8913558689,0,0,0.2,0,0,0,0.2,"FiSL","1",7
"Baker",2015,109,"C",105,0,0,3639.09258157781,1744.01989451265,0,0,5383.11247609046,1744.01989451265,3639.09258157781,0,0,0.1,0.05,0,0,0.15,"FiSL","1",7
"Baker",2015,110,"A",124,0,16119.4501633263,0,44.2163078037724,18793.9105502922,0,34957.5770214223,18838.1268580959,16119.4501633263,0,0.1,0,0.05,0.05,0,0.2,"FiSL","1",7
"Baker",2015,110,"B",100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FiSL","1",7
"Baker",2015,110,"C",78,0,23628.6184272121,0,0,36778.956937431,0,60407.5753646431,36778.956937431,23628.6184272121,0,0.05,0,0,0.15,0,0.2,"FiSL","1",7
"Aggie Creek",2015,47,"A",72,0,5782.33860307543,0,0,0,0,5782.33860307543,0,5782.33860307543,0,0.2,0,0,0,0,0.2,"FiSL","1",7
"Aggie Creek",2015,47,"B",75,0,11507.9130932385,0,0,0,0,11507.9130932385,0,11507.9130932385,0,0.3,0,0,0,0,0.3,"FiSL","1",7
"Aggie Creek",2015,47,"C",85,0,16733.7120376556,0,0,0,0,16733.7120376556,0,16733.7120376556,0,0.4,0,0,0,0,0.4,"FiSL","1",7
"Shovel Creek",2019,28,"A",111,0,12228.5590991366,0,67.9617469507856,0,0,12296.5208460874,67.9617469507856,12228.5590991366,0,0.35,0,0.05,0,0,0.4,"FiSL","1",3
"Shovel Creek",2019,28,"B",79,0,21352.6442134419,0,2248.64380633363,0,0,23601.2880197755,2248.64380633363,21352.6442134419,0,0.25,0,0.15,0,0,0.4,"FiSL","1",3
"Shovel Creek",2019,28,"C",118,0,15491.3339863943,0,0,0,0,15491.3339863943,0,15491.3339863943,0,0.15,0,0,0,0,0.15,"FiSL","1",3
"Aggie Creek",2015,51,"A",86,12264.2509250718,0,0,6190.95597122429,0,0,18455.2068962961,6190.95597122429,12264.2509250718,0.3,0,0,0.3,0,0,0.6,"FiSL","1",7
"Aggie Creek",2015,51,"B",102,5176.90050022137,0,0,136.069582013269,0,0,5312.97008223463,136.069582013269,5176.90050022137,0.3,0,0,0.05,0,0,0.35,"FiSL","1",7
"Aggie Creek",2015,51,"C",99,2596.44551847674,0,0,904.756742689686,0,0,3501.20226116643,904.756742689686,2596.44551847674,0.15,0,0,0.05,0,0,0.2,"FiSL","1",7
"Shovel Creek",2019,26,"A",110,23990.1260102979,0,0,1267.33843302344,0,0,25257.4644433213,1267.33843302344,23990.1260102979,0.2,0,0,0.35,0,0,0.55,"FiSL","1",3
"Shovel Creek",2019,26,"B",77,3894.20270343588,0,0,686.983131940529,0,0,4581.18583537641,686.983131940529,3894.20270343588,0.1,0,0,0.1,0,0,0.2,"FiSL","1",3
"Shovel Creek",2019,26,"C",121,21854.7992735797,0,0,1394.99210524944,0,0,23249.7913788291,1394.99210524944,21854.7992735797,0.45,0,0,0.05,0,0,0.5,"FiSL","1",3
"Aggie Creek",2015,46,"A",79,0,5722.49369370891,0,5256.32689277733,0,0,10978.8205864862,5256.32689277733,5722.49369370891,0,0.1,0,0.35,0,0,0.45,"FiSL","1",7
"Aggie Creek",2015,46,"B",86,0,15023.0631354697,0,3056.95889509699,0,0,18080.0220305666,3056.95889509699,15023.0631354697,0,0.3,0,0.1,0,0,0.4,"FiSL","1",7
"Aggie Creek",2015,46,"C",80,0,4175.53445868331,0,3148.48260100566,0,0,7324.01705968896,3148.48260100566,4175.53445868331,0,0.05,0,0.05,0,0,0.1,"FiSL","1",7
"2019BC005",2019,70,"C",190,0,0,3299.00426022599,2657.16888247269,0,0,5956.17314269868,2657.16888247269,3299.00426022599,0,0,0.05,0.05,0,0,0.1,"FiSL","1",3
"2019MA014",2019,146,"A",90,3024.02682252676,0,0,0,0,0,3024.02682252676,0,3024.02682252676,0.2,0,0,0,0,0,0.2,"FiSL","1",3
"2019MA014",2019,146,"B",67,3153.74070939021,0,0,0,2323.60260642433,0,5477.34331581454,2323.60260642433,3153.74070939021,0.25,0,0,0,0.05,0,0.3,"FiSL","1",3
"2019MA014",2019,146,"C",94,4608.96778530825,0,0,0,0,0,4608.96778530825,0,4608.96778530825,0.55,0,0,0,0,0,0.55,"FiSL","1",3
"Hess Creek",2019,9,"A",75,0,5682.90817643209,0,354.816242362953,241.478888412962,0,6279.20330720801,596.295130775915,5682.90817643209,0,0.4,0,0.1,0.05,0,0.55,"FiSL","1",3
"Hess Creek",2019,9,"B",72,0,6205.50100868079,0,0,2398.60621590098,0,8604.10722458176,2398.60621590098,6205.50100868079,0,0.3,0,0,0.2,0,0.5,"FiSL","1",3
"Hess Creek",2019,9,"C",81,0,4863.66454607914,0,0,949.747055854299,0,5813.41160193344,949.747055854299,4863.66454607914,0,0.3,0,0,0.2,0,0.5,"FiSL","1",3
"Baker",2015,106,"A",43,3346.83593546533,0,0,191.879087502841,0,0,3538.71502296817,191.879087502841,3346.83593546533,0.4,0,0,0.65,0,0,1.05,"FiSL","1",7
"Baker",2015,106,"B",45,2829.15118429636,0,0,601.301509214831,0,0,3430.45269351119,601.301509214831,2829.15118429636,0.25,0,0,0.85,0,0,1.1,"FiSL","1",7
"Baker",2015,106,"C",46,4358.70553704273,0,0,111.078602067533,0,0,4469.78413911027,111.078602067533,4358.70553704273,0.55,0,0,0.35,0,0,0.9,"FiSL","1",7
"Baker",2015,108,"A",98,7257.25576966847,0,0,0,0,0,7257.25576966847,0,7257.25576966847,0.15,0,0,0,0,0,0.15,"FiSL","1",7
"Baker",2015,108,"B",121,0,0,0,866.492557249747,8712.44353572883,0,9578.93609297857,9578.93609297857,0,0,0,0,0.1,0.1,0,0.2,"FiSL","1",7
"Baker",2015,108,"C",78,0,0,0,425.846557189424,0,0,425.846557189424,425.846557189424,0,0,0,0,0.5,0,0,0.5,"FiSL","1",7
"2019BC005",2019,70,"A",76,0,0,101486.114680338,0,0,0,101486.114680338,0,101486.114680338,0,0,0.2,0,0,0,0.2,"FiSL","1",3
"2019BC005",2019,70,"B",233,0,0,7752.09734517913,0,18222.631629818,0,25974.7289749972,18222.631629818,7752.09734517913,0,0,0.1,0,0.05,0,0.15,"FiSL","1",3
"Shovel Creek",2019,22,"A",93,27702.9629286943,0,0,0,0,0,27702.9629286943,0,27702.9629286943,0.3,0,0,0,0,0,0.3,"FiSL","1",3
"Shovel Creek",2019,22,"B",87,40493.0389010952,0,0,0,0,0,40493.0389010952,0,40493.0389010952,0.15,0,0,0,0,0,0.15,"FiSL","1",3
"Shovel Creek",2019,22,"C",87,41186.3985059448,0,0,0,0,0,41186.3985059448,0,41186.3985059448,0.4,0,0,0,0,0,0.4,"FiSL","1",3
"Hess Creek",2019,2,"A",76,0,6705.35577106277,0,1633.39998886886,0,0,8338.75575993163,1633.39998886886,6705.35577106277,0,0.1,0,0.25,0,0,0.35,"FiSL","1",3
"Hess Creek",2019,2,"B",76,0,11298.9292884715,0,4703.13745198099,0,0,16002.0667404525,4703.13745198099,11298.9292884715,0,0.35,0,0.55,0,0,0.9,"FiSL","1",3
"Hess Creek",2019,2,"C",85,0,7917.05809499331,0,1045.90412200844,0,0,8962.96221700176,1045.90412200844,7917.05809499331,0,0.6,0,0.2,0,0,0.8,"FiSL","1",3
"Munson Creek",2021,131,"A",73,0,11626.8910265847,0,15.2429620298317,0,0,11642.1339886145,15.2429620298317,11626.8910265847,0,0.75,0,0.05,0,0,0.8,"FiSL","1",1
"Munson Creek",2021,131,"B",66,0,5922.64590815277,0,0,0,0,5922.64590815277,0,5922.64590815277,0,0.7,0,0,0,0,0.7,"FiSL","1",1
"Munson Creek",2021,131,"C",55,0,3134.99879047668,0,297.4652307592,0,0,3432.46402123588,297.4652307592,3134.99879047668,0,0.55,0,0.1,0,0,0.65,"FiSL","1",1
"Aggie Creek",2015,41,"A",90,15032.1492129986,0,0,1586.94862901999,0,0,16619.0978420186,1586.94862901999,15032.1492129986,0.2,0,0,0.05,0,0,0.25,"FiSL","1",7
"Aggie Creek",2015,41,"B",85,0,0,0,1473.63632664465,0,0,1473.63632664465,1473.63632664465,0,0,0,0,0.2,0,0,0.2,"FiSL","1",7
"Aggie Creek",2015,41,"C",98,2485.34832302369,0,0,821.645487495371,0,0,3306.99381051906,821.645487495371,2485.34832302369,0.05,0,0,0.05,0,0,0.1,"FiSL","1",7
"Hess Creek",2019,6,"A",69,0,10425.6880211125,0,622.818386602202,0,0,11048.5064077147,622.818386602202,10425.6880211125,0,0.6,0,0.05,0,0,0.65,"FiSL","1",3
"Hess Creek",2019,6,"B",73,0,11145.1302128747,0,102.11381480015,0,0,11247.2440276748,102.11381480015,11145.1302128747,0,0.5,0,0.15,0,0,0.65,"FiSL","1",3
"Hess Creek",2019,6,"C",70,0,9900.35936294203,0,0,6063.68819592898,0,15964.047558871,6063.68819592898,9900.35936294203,0,0.35,0,0,0.2,0,0.55,"FiSL","1",3
"2019BC005",2019,66,"A",88,9361.1629301066,555.622870614721,0,716.302917741677,0,0,10633.088718463,716.302917741677,9916.78580072132,0.2,0.05,0,0.7,0,0,0.95,"FiSL","1",3
"2019BC005",2019,66,"B",83,2579.08518351332,3458.78412794493,0,2388.0510986885,0,0,8425.92041014675,2388.0510986885,6037.86931145825,0.1,0.05,0,0.1,0,0,0.25,"FiSL","1",3
"2019BC005",2019,66,"C",82,15773.8863316136,0,0,362.714307063755,0,0,16136.6006386773,362.714307063755,15773.8863316136,0.25,0,0,0.85,0,0,1.1,"FiSL","1",3
"Hess Creek",2019,1,"A",82,0,8956.10072776265,0,0,0,0,8956.10072776265,0,8956.10072776265,0,0.25,0,0,0,0,0.25,"FiSL","1",3
"Hess Creek",2019,1,"B",68,0,6132.16257370248,0,28.1728285882361,0,0,6160.33540229072,28.1728285882361,6132.16257370248,0,0.2,0,0.05,0,0,0.25,"FiSL","1",3
"Hess Creek",2019,1,"C",80,0,16535.8257471934,0,0,0,0,16535.8257471934,0,16535.8257471934,0,0.45,0,0,0,0,0.45,"FiSL","1",3
"Hess Creek",2019,4,"A",89,4344.85136493213,0,0,0,0,0,4344.85136493213,0,4344.85136493213,0.65,0,0,0,0,0,0.65,"FiSL","1",3
"Hess Creek",2019,4,"B",89,7286.5554341953,0,0,0,0,0,7286.5554341953,0,7286.5554341953,0.25,0,0,0,0,0,0.25,"FiSL","1",3
"Hess Creek",2019,4,"C",86,1605.78803659604,0,0,0,0,0,1605.78803659604,0,1605.78803659604,0.1,0,0,0,0,0,0.1,"FiSL","1",3
"Aggie Creek",2015,40,"A",70,3960.32035989732,0,0,1374.36236513047,0,0,5334.6827250278,1374.36236513047,3960.32035989732,0.15,0,0,0.05,0,0,0.2,"FiSL","1",7
"Aggie Creek",2015,40,"B",74,9927.37386465905,0,0,1233.89597988386,0,0,11161.2698445429,1233.89597988386,9927.37386465905,0.3,0,0,0.05,0,0,0.35,"FiSL","1",7
"Aggie Creek",2015,40,"C",87,4326.1686183544,0,0,3309.08310424775,0,0,7635.25172260215,3309.08310424775,4326.1686183544,0.2,0,0,0.1,0,0,0.3,"FiSL","1",7
"Munson Creek",2021,127,"A",79,0,5203.24305068197,0,53.1568639593891,0,0,5256.39991464136,53.1568639593891,5203.24305068197,0,1.15,0,0.05,0,0,1.2,"FiSL","1",1
"Munson Creek",2021,127,"B",82,0,14329.0787844946,0,323.103616261739,0,0,14652.1824007563,323.103616261739,14329.0787844946,0,0.95,0,0.05,0,0,1,"FiSL","1",1
"Munson Creek",2021,127,"C",71,0,10150.1186524151,0,0,0,0,10150.1186524151,0,10150.1186524151,0,0.95,0,0,0,0,0.95,"FiSL","1",1
"2019MA014",2019,144,"A",136,6111.71312050745,2523.79611746506,0,0,0,0,8635.50923797251,0,8635.50923797251,0.05,0.05,0,0,0,0,0.1,"FiSL","1",3
"2019MA014",2019,144,"B",155,7848.46257292923,0,0,0,0,0,7848.46257292923,0,7848.46257292923,0.2,0,0,0,0,0,0.2,"FiSL","1",3
"2019MA014",2019,144,"C",149,15399.9989859586,0,0,0,0,0,15399.9989859586,0,15399.9989859586,0.1,0,0,0,0,0,0.1,"FiSL","1",3
"2019MA014",2019,145,"A",78,0,19785.4885078005,0,0,9.0818597512542,0,19794.5703675517,9.0818597512542,19785.4885078005,0,0.15,0,0,0.05,0,0.2,"FiSL","1",3
"2019MA014",2019,145,"B",137,11806.6411762944,0,0,0,230.270739561919,0,12036.9119158563,230.270739561919,11806.6411762944,0.05,0,0,0,0.05,0,0.1,"FiSL","1",3
"2019MA014",2019,145,"C",58,10888.44642446,0,0,0,315.362753594153,0,11203.8091780542,315.362753594153,10888.44642446,0.1,0,0,0,0.05,0,0.15,"FiSL","1",3
"Hess Creek",2019,3,"A",90,5893.17023028623,2290.25347827707,0,402.923392145794,0,0,8586.34710070909,402.923392145794,8183.4237085633,0.55,0.2,0,0.15,0,0,0.9,"FiSL","1",3
"Hess Creek",2019,3,"B",75,5169.7690566279,244.228805187898,0,0,2027.43407004758,0,7441.43193186338,2027.43407004758,5413.9978618158,0.35,0.05,0,0,0.25,0,0.65,"FiSL","1",3
"Hess Creek",2019,3,"C",86,8885.69909083403,0,0,0,0,0,8885.69909083403,0,8885.69909083403,0.3,0,0,0,0,0,0.3,"FiSL","1",3
"2019BC005",2019,63,"A",81,12357.2722025429,0,0,4199.83696695395,0,0,16557.1091694969,4199.83696695395,12357.2722025429,0.35,0,0,0.2,0,0,0.55,"FiSL","1",3
"2019BC005",2019,63,"B",84,18291.098519002,0,0,567.153572909058,0,0,18858.2520919111,567.153572909058,18291.098519002,0.45,0,0,0.25,0,0,0.7,"FiSL","1",3
"2019BC005",2019,63,"C",84,2233.84243352909,0,0,0,0,0,2233.84243352909,0,2233.84243352909,0.1,0,0,0,0,0,0.1,"FiSL","1",3
"2019MA014",2019,143,"A",165,9404.96240656345,6851.09914364083,0,0,0,0,16256.0615502043,0,16256.0615502043,0.1,0.15,0,0,0,0,0.25,"FiSL","1",3
"2019MA014",2019,143,"B",156,9934.99640090078,9696.81802073043,0,0,17.289727826297,0,19649.1041494575,17.289727826297,19631.8144216312,0.15,0.25,0,0,0.05,0,0.45,"FiSL","1",3
"2019MA014",2019,143,"C",152,4210.97802693363,11105.4283586134,0,0,12376.6908120417,0,27693.0971975888,12376.6908120417,15316.4063855471,0.05,0.05,0,0,0.05,0,0.15,"FiSL","1",3
"Hess Creek",2019,8,"A",79,0,35392.5375046598,0,0,63.3471944908078,0,35455.8846991506,63.3471944908078,35392.5375046598,0,0.4,0,0,0.1,0,0.5,"FiSL","1",3
"Hess Creek",2019,8,"B",79,0,19084.1078914228,0,7.04135503681207,104.673500284141,0,19195.8227467438,111.714855320953,19084.1078914228,0,0.3,0,0.05,0.05,0,0.4,"FiSL","1",3
"Hess Creek",2019,8,"C",69,0,18955.0597567385,0,1673.37926600914,158.427770561762,0,20786.8667933095,1831.80703657091,18955.0597567385,0,0.25,0,0.3,0.15,0,0.7,"FiSL","1",3
"Baker",2015,103,"A",40,10182.8870855959,0,0,705.027703687522,0,0,10887.9147892835,705.027703687522,10182.8870855959,0.75,0,0,0.25,0,0,1,"FiSL","1",7
"Baker",2015,103,"B",40,0,0,0,1767.21118957214,0,0,1767.21118957214,1767.21118957214,0,0,0,0,0.3,0,0,0.3,"FiSL","1",7
"Baker",2015,103,"C",43,266.383536418076,0,0,152.917825162328,0,0,419.301361580404,152.917825162328,266.383536418076,0.05,0,0,0.15,0,0,0.2,"FiSL","1",7
"2019MA014",2019,147,"A",52,7164.62948983892,0,0,0,452.933190667532,0,7617.56268050645,452.933190667532,7164.62948983892,0.2,0,0,0,0.35,0,0.55,"FiSL","1",3
"2019MA014",2019,147,"B",71,5366.58837325265,0,0,0,14.6822006795962,2497.53618874416,7878.8067626764,2512.21838942376,5366.58837325265,0.3,0,0,0,0.05,0.05,0.4,"FiSL","1",3
"2019MA014",2019,147,"C",164,7359.53851457159,0,0,0,221.607617792711,0,7581.14613236431,221.607617792711,7359.53851457159,0.4,0,0,0,0.55,0,0.95,"FiSL","1",3
"Munson Creek",2021,123,"A",NA,0,6401.39535908024,0,17.3642345812636,0,0,6418.75959366151,17.3642345812636,6401.39535908024,0,1.05,0,0.1,0,0,1.15,"FiSL","1",1
"Munson Creek",2021,123,"B",73,0,4243.60353909355,0,392.763033284879,0,0,4636.36657237843,392.763033284879,4243.60353909355,0,0.35,0,0.2,0,0,0.55,"FiSL","1",1
"Munson Creek",2021,123,"C",70,0,8455.9117868139,0,334.633969845059,0,0,8790.54575665896,334.633969845059,8455.9117868139,0,0.55,0,0.1,0,0,0.65,"FiSL","1",1
"Baker",2015,104,"A",33,1681.00898990314,0,0,671.093439420051,0,0,2352.1024293232,671.093439420051,1681.00898990314,0.15,0,0,0.4,0,0,0.55,"FiSL","1",7
"Baker",2015,104,"B",43,672.19283394476,0,0,321.18444154868,0,0,993.37727549344,321.18444154868,672.19283394476,0.1,0,0,0.2,0,0,0.3,"FiSL","1",7
"Baker",2015,104,"C",44,918.167972259351,0,0,792.153908341574,0,0,1710.32188060092,792.153908341574,918.167972259351,0.15,0,0,0.6,0,0,0.75,"FiSL","1",7
"Munson Creek",2021,122,"A",66,822.753936151993,4671.91466946552,0,0,0,0,5494.66860561751,0,5494.66860561751,0.05,0.3,0,0,0,0,0.35,"FiSL","1",1
