SITE,PLOT,UniqueID,Missing_Years
BFY4,BFY_8,BFY48_939,2014
BFY4,BFY_8,BFY48_940,2014
BFY4,BFY_8,BFY48_941,2014
BFY4,BFY_8,BFY48_942,2014
BFY4,BFY_8,BFY48_943,2014
BFY4,BFY_8,BFY48_944,2014
BFY4,BFY_8,BFY48_945,2014
BFY4,BFY_8,BFY48_946,2014
BFY4,BFY_8,BFY48_947,2014
BFY4,BFY_8,BFY48_948,2014
BFY4,BFY_8,BFY48_949,2014
BFY4,BFY_8,BFY48_950,2014
BFY4,BFY_8,BFY48_951,2014
BFY4,BFY_8,BFY48_952,2014
BFY4,BFY_8,BFY48_953,2014
BFY4,BFY_8,BFY48_954,2014
BFY4,BFY_9,BFY49_13,2014
BFY4,BFY_9,BFY49_14,2014
BFY4,BFY_9,BFY49_15,2014
BFY4,BFY_9,BFY49_16,2014
BFY4,BFY_9,BFY49_17,2014
BFY4,BFY_9,BFY49_18,2014
BFY4,BFY_9,BFY49_19,2014
BFY4,BFY_9,BFY49_20,2014
BFY4,BFY_9,BFY49_2013,"2018, 2014"
BFY4,BFY_9,BFY49_2014,"2018, 2014"
BFY4,BFY_9,BFY49_2015,"2018, 2014"
BFY4,BFY_9,BFY49_2016,"2018, 2014"
BFY4,BFY_9,BFY49_2017,"2018, 2014"
BFY4,BFY_9,BFY49_2018,"2018, 2014"
BFY4,BFY_9,BFY49_21,2014
BFY4,BFY_9,BFY49_2102,"2018, 2014"
BFY4,BFY_9,BFY49_2103,"2018, 2014"
BFY4,BFY_9,BFY49_2104,"2018, 2014"
BFY4,BFY_9,BFY49_2105,"2018, 2014"
BFY4,BFY_9,BFY49_2106,"2018, 2014"
BFY4,BFY_9,BFY49_2107,"2018, 2014"
BFY4,BFY_9,BFY49_2110,"2018, 2014"
BFY4,BFY_9,BFY49_2111,"2018, 2014"
BFY4,BFY_9,BFY49_2112,"2018, 2014"
BFY4,BFY_9,BFY49_2113,"2018, 2014"
BFY4,BFY_9,BFY49_2114,"2018, 2014"
BFY4,BFY_9,BFY49_2115,"2018, 2014"
BFY4,BFY_9,BFY49_2120,"2018, 2014"
BFY4,BFY_9,BFY49_22,2014
BFY4,BFY_9,BFY49_23,2014
BFY4,BFY_9,BFY49_24,2014
BFY4,BFY_9,BFY49_25,2014
BFY4,BFY_9,BFY49_26,2014
BFY4,BFY_9,BFY49_2696,"2018, 2014"
BFY4,BFY_9,BFY49_2697,"2018, 2014"
BFY4,BFY_9,BFY49_2698,"2018, 2014"
BFY4,BFY_9,BFY49_2699,"2018, 2014"
BFY4,BFY_9,BFY49_27,2014
BFY4,BFY_9,BFY49_28,2014
BFY4,BFY_9,BFY49_29,2014
BFY4,BFY_9,BFY49_30,2014
BFY4,BFY_9,BFY49_31,2014
BFY4,BFY_9,BFY49_32,2014
BFY4,BFY_9,BFY49_33,2014
BFY4,BFY_9,BFY49_34,2014
BFY4,BFY_9,BFY49_35,2014
BFY4,BFY_9,BFY49_36,2014
BFY4,BFY_9,BFY49_37,2014
BFY4,BFY_9,BFY49_38,2014
BFY4,BFY_9,BFY49_39,2014
BFY4,BFY_9,BFY49_40,2014
BFY4,BFY_9,BFY49_41,2014
BFY4,BFY_9,BFY49_42,2014
BFY4,BFY_9,BFY49_43,2014
BFY4,BFY_9,BFY49_44,2014
BFY4,BFY_9,BFY49_45,2014
BFY4,BFY_9,BFY49_46,2014
BFY4,BFY_9,BFY49_47,2014
BFY4,BFY_9,BFY49_48,2014
BFY4,BFY_9,BFY49_49,2014
BFY4,BFY_9,BFY49_50,2014
BFY4,BFY_9,BFY49_51,2014
BFY4,BFY_9,BFY49_52,2014
BFY4,BFY_9,BFY49_53,2014
BFY4,BFY_9,BFY49_54,2014
BFY4,BFY_9,BFY49_56,2014
BFY4,BFY_9,BFY49_57,2014
BFY4,BFY_9,BFY49_58,2014
BFY4,BFY_9,BFY49_59,2014
BFY4,BFY_9,BFY49_607,2014
BFY4,BFY_9,BFY49_608,2014
BFY4,BFY_9,BFY49_609,2014
BFY4,BFY_9,BFY49_955,2014
BFY4,BFY_9,BFY49_956,2014
BFY4,BFY_9,BFY49_957,2014
BFY4,BFY_9,BFY49_958,2014
BFY4,BFY_9,BFY49_959,2014
BFY4,BFY_9,BFY49_960,2014
BFY4,BFY_9,BFY49_961,2014
BFY4,BFY_9,BFY49_962,2014
BFY4,BFY_9,BFY49_963,2014
BFY4,BFY_9,BFY49_964,2014
BFY4,BFY_9,BFY49_965,2014
BFY4,BFY_9,BFY49_966,2014
BFY4,BFY_9,BFY49_967,2014
BFY4,BFY_9,BFY49_968,2014
BFY4,BFY_9,BFY49_969,2014
BFY4,BFY_9,BFY49_970,2014
BFY4,BFY_9,BFY49_971,2014
BFY4,BFY_9,BFY49_972,2014
BFY4,BFY_9,BFY49_973,2014
BFY4,BFY_9,BFY49_974,2014
BFY4,BFY_9,BFY49_975,2014
BFY4,BFY_9,BFY49_976,2014
BFY4,BFY_9,BFY49_978,2014
BFY6,BFY_1,BFY61_856,2014
BFY6,BFY_1,BFY61_858,2014
BFY6,BFY_1,BFY61_859,2014
BFY6,BFY_1,BFY61_860,2014
BFY6,BFY_1,BFY61_861,2014
BFY6,BFY_1,BFY61_862,2014
BFY6,BFY_1,BFY61_863,2014
BFY6,BFY_1,BFY61_864,2014
BFY6,BFY_1,BFY61_865,2014
BFY6,BFY_1,BFY61_866,2014
BFY6,BFY_1,BFY61_867,2014
BFY6,BFY_1,BFY61_868,2014
BFY6,BFY_1,BFY61_869,2014
BFY6,BFY_1,BFY61_870,2014
BFY6,BFY_1,BFY61_871,2014
BFY6,BFY_1,BFY61_872,2014
BFY6,BFY_1,BFY61_873,2014
BFY6,BFY_1,BFY61_874,2014
BFY6,BFY_1,BFY61_875,2014
BFY6,BFY_1,BFY61_876,2014
BFY6,BFY_14,BFY614_1164,2018
BFY6,BFY_14,BFY614_494,2014
BFY6,BFY_14,BFY614_495,2014
BFY6,BFY_14,BFY614_496,2014
BFY6,BFY_14,BFY614_497,2014
BFY6,BFY_14,BFY614_498,2014
BFY6,BFY_14,BFY614_582,2014
BFY6,BFY_14,BFY614_583,2014
BFY6,BFY_14,BFY614_584,2014
BFY6,BFY_14,BFY614_585,2014
BFY6,BFY_14,BFY614_586,2014
BFY6,BFY_14,BFY614_590,2014
BFY6,BFY_14,BFY614_591,2014
BFY6,BFY_14,BFY614_592,2014
BFY6,BFY_14,BFY614_593,2014
BFY6,BFY_14,BFY614_594,2014
BFY6,BFY_14,BFY614_595,2014
BFY6,BFY_14,BFY614_596,2014
BFY6,BFY_8,BFY68_1165,2018
BFY6,BFY_8,BFY68_449,2014
BFY6,BFY_8,BFY68_451,2014
BFY6,BFY_8,BFY68_452,2014
BFY6,BFY_8,BFY68_453,2014
BFY6,BFY_8,BFY68_454,2014
BFY6,BFY_8,BFY68_455,2014
BFY6,BFY_8,BFY68_456,2014
BFY6,BFY_8,BFY68_457,2014
BFY6,BFY_8,BFY68_458,2014
BFY6,BFY_8,BFY68_459,2014
BFY6,BFY_8,BFY68_550,2014
BFY6,BFY_8,BFY68_551,2014
BFY6,BFY_8,BFY68_552,2014
BFY6,BFY_8,BFY68_553,2014
BFY6,BFY_8,BFY68_554,2014
BFY6,BFY_8,BFY68_555,2014
BFY6,BFY_8,BFY68_556,2014
BFY6,BFY_8,BFY68_557,2014
BFY7,BFY_4,BFY74_1149,"2018, 2014"
BFY7,BFY_4,BFY74_2001,"2018, 2014"
BFY9,BFY_11,BFY911_2923,"2018, 2014"
BFY9,BFY_12,BFY912_976,2014
BFY9,BFY_13,BFY913_2924,"2018, 2014"
DCY15,DCY_1,DCY151_545,2014
DCY15,DCY_1,DCY151_546,2014
DCY15,DCY_1,DCY151_547,2014
DCY15,DCY_1,DCY151_548,2014
DCY15,DCY_11,DCY1511_1246,2014
DCY15,DCY_11,DCY1511_1247,2014
DCY15,DCY_11,DCY1511_1248,2014
DCY15,DCY_11,DCY1511_1249,2014
DCY15,DCY_11,DCY1511_568,2014
DCY15,DCY_11,DCY1511_569,2014
DCY15,DCY_11,DCY1511_570,2014
DCY15,DCY_11,DCY1511_571,2014
DCY15,DCY_11,DCY1511_572,2014
DCY15,DCY_12,DCY1512_1250,2014
DCY15,DCY_12,DCY1512_1251,2014
DCY15,DCY_12,DCY1512_1252,2014
DCY15,DCY_12,DCY1512_1253,2014
DCY15,DCY_12,DCY1512_1254,2014
DCY15,DCY_12,DCY1512_1255,2014
DCY15,DCY_12,DCY1512_1256,2014
DCY15,DCY_12,DCY1512_1257,2014
DCY15,DCY_12,DCY1512_573,2014
DCY15,DCY_12,DCY1512_574,2014
DCY15,DCY_12,DCY1512_575,2014
DCY15,DCY_12,DCY1512_576,2014
DCY15,DCY_12,DCY1512_577,2014
DCY15,DCY_13,DCY1513_578,2014
DCY15,DCY_13,DCY1513_579,2014
DCY15,DCY_13,DCY1513_580,2014
DCY15,DCY_14,DCY1514_1258,2014
DCY15,DCY_14,DCY1514_1259,2014
DCY15,DCY_14,DCY1514_1260,2014
DCY15,DCY_14,DCY1514_1261,2014
DCY15,DCY_14,DCY1514_1262,2014
DCY15,DCY_14,DCY1514_1263,2014
DCY15,DCY_14,DCY1514_1264,2014
DCY15,DCY_14,DCY1514_581,2014
DCY15,DCY_14,DCY1514_582,2014
DCY15,DCY_14,DCY1514_583,2014
DCY15,DCY_14,DCY1514_584,2014
DCY15,DCY_14,DCY1514_585,2014
DCY15,DCY_2,DCY152_549,2014
DCY15,DCY_2,DCY152_550,2014
DCY15,DCY_3,DCY153_1233,2014
DCY15,DCY_3,DCY153_551,2014
DCY15,DCY_4,DCY154_1234,2014
DCY15,DCY_4,DCY154_552,2014
DCY15,DCY_6,DCY156_1235,2014
DCY15,DCY_6,DCY156_1236,2014
DCY15,DCY_6,DCY156_553,2014
DCY15,DCY_6,DCY156_554,2014
DCY15,DCY_6,DCY156_555,2014
DCY15,DCY_6,DCY156_556,2014
DCY15,DCY_6,DCY156_557,2014
DCY15,DCY_6,DCY156_558,2014
DCY15,DCY_6,DCY156_586,2014
DCY15,DCY_7,DCY157_1237,2014
DCY15,DCY_7,DCY157_1238,2014
DCY15,DCY_7,DCY157_1239,2014
DCY15,DCY_7,DCY157_559,2014
DCY15,DCY_7,DCY157_560,2014
DCY15,DCY_8,DCY158_1240,2014
DCY15,DCY_8,DCY158_1241,2014
DCY15,DCY_8,DCY158_1242,2014
DCY15,DCY_8,DCY158_561,2014
DCY15,DCY_8,DCY158_562,2014
DCY15,DCY_9,DCY159_1243,2014
DCY15,DCY_9,DCY159_1244,2014
DCY15,DCY_9,DCY159_1245,2014
DCY15,DCY_9,DCY159_563,2014
DCY15,DCY_9,DCY159_564,2014
DCY15,DCY_9,DCY159_565,2014
DCY15,DCY_9,DCY159_566,2014
DCY15,DCY_9,DCY159_567,2014
DCY16,DCY_13,DCY1613_1287,2014
DCY16,DCY_13,DCY1613_1288,2014
DCY16,DCY_13,DCY1613_1289,2014
DCY16,DCY_13,DCY1613_620,2014
DCY16,DCY_4,DCY164_1270,2014
DCY16,DCY_4,DCY164_1271,2014
DCY16,DCY_4,DCY164_1272,2014
DCY16,DCY_4,DCY164_1273,2014
DCY16,DCY_4,DCY164_1274,2014
DCY16,DCY_4,DCY164_592,2014
DCY16,DCY_4,DCY164_593,2014
DCY16,DCY_4,DCY164_594,2014
DCY16,DCY_4,DCY164_595,2014
DCY16,DCY_6,DCY166_1275,2014
DCY16,DCY_7,DCY167_1276,2014
DCY16,DCY_7,DCY167_1277,2014
DCY16,DCY_7,DCY167_596,2014
DCY16,DCY_7,DCY167_597,2014
DCY16,DCY_8,DCY168_598,2014
DCY16,DCY_9,DCY169_1278,2014
DCY16,DCY_9,DCY169_1279,2014
DCY16,DCY_9,DCY169_1280,2014
DCY16,DCY_9,DCY169_599,2014
DCY16,DCY_9,DCY169_600,2014
DCY16,DCY_9,DCY169_614,2014
DCY17,DCY_1,DCY171_372,2014
DCY17,DCY_1,DCY171_373,2014
DCY17,DCY_1,DCY171_374,2014
DCY17,DCY_1,DCY171_375,2014
DCY17,DCY_1,DCY171_376,2014
DCY17,DCY_1,DCY171_377,2014
DCY17,DCY_1,DCY171_378,2014
DCY17,DCY_1,DCY171_379,2014
DCY17,DCY_1,DCY171_380,2014
DCY17,DCY_1,DCY171_381,2014
DCY17,DCY_1,DCY171_382,2014
DCY17,DCY_1,DCY171_383,2014
DCY17,DCY_1,DCY171_384,2014
DCY17,DCY_1,DCY171_385,2014
DCY17,DCY_1,DCY171_386,2014
DCY17,DCY_1,DCY171_668,2014
DCY17,DCY_1,DCY171_669,2014
DCY17,DCY_1,DCY171_670,2014
DCY17,DCY_1,DCY171_671,2014
DCY17,DCY_1,DCY171_672,2014
DCY17,DCY_1,DCY171_673,2014
DCY17,DCY_1,DCY171_674,2014
DCY17,DCY_11,DCY1711_1201,2014
DCY17,DCY_11,DCY1711_1202,2014
DCY17,DCY_11,DCY1711_1497,2014
DCY17,DCY_11,DCY1711_1498,2014
DCY17,DCY_11,DCY1711_1499,2014
DCY17,DCY_11,DCY1711_1500,2014
DCY17,DCY_11,DCY1711_1973,2014
DCY17,DCY_11,DCY1711_1974,2014
DCY17,DCY_11,DCY1711_1976,2014
DCY17,DCY_11,DCY1711_1978,2014
DCY17,DCY_11,DCY1711_1979,2014
DCY17,DCY_11,DCY1711_1980,2014
DCY17,DCY_11,DCY1711_1981,2014
DCY17,DCY_11,DCY1711_1982,2014
DCY17,DCY_11,DCY1711_1983,2014
DCY17,DCY_12,DCY1712_1203,2014
DCY17,DCY_12,DCY1712_1204,2014
DCY17,DCY_12,DCY1712_1205,2014
DCY17,DCY_12,DCY1712_1206,2014
DCY17,DCY_12,DCY1712_1207,2014
DCY17,DCY_12,DCY1712_1208,2014
DCY17,DCY_12,DCY1712_1209,2014
DCY17,DCY_12,DCY1712_1210,2014
DCY17,DCY_12,DCY1712_1211,2014
DCY17,DCY_12,DCY1712_1212,2014
DCY17,DCY_12,DCY1712_1213,2014
DCY17,DCY_12,DCY1712_1214,2014
DCY17,DCY_12,DCY1712_1215,2014
DCY17,DCY_12,DCY1712_1216,2014
DCY17,DCY_12,DCY1712_1217,2014
DCY17,DCY_12,DCY1712_1218,2014
DCY17,DCY_12,DCY1712_1219,2014
DCY17,DCY_12,DCY1712_1220,2014
DCY17,DCY_12,DCY1712_1221,2014
DCY17,DCY_12,DCY1712_1984,2014
DCY17,DCY_12,DCY1712_1985,2014
DCY17,DCY_12,DCY1712_1986,2014
DCY17,DCY_12,DCY1712_1987,2014
DCY17,DCY_12,DCY1712_1988,2014
DCY17,DCY_12,DCY1712_1989,2014
DCY17,DCY_12,DCY1712_1990,2014
DCY17,DCY_12,DCY1712_1991,2014
DCY17,DCY_12,DCY1712_1992,2014
DCY17,DCY_12,DCY1712_1993,2014
DCY17,DCY_12,DCY1712_1994,2014
DCY17,DCY_12,DCY1712_1995,2014
DCY17,DCY_12,DCY1712_1996,2014
DCY17,DCY_12,DCY1712_1997,2014
DCY17,DCY_12,DCY1712_1998,2014
DCY17,DCY_12,DCY1712_1999,2014
DCY17,DCY_12,DCY1712_2000,2014
DCY17,DCY_12,DCY1712_701,2014
DCY17,DCY_13,DCY1713_1222,2014
DCY17,DCY_13,DCY1713_1223,2014
DCY17,DCY_13,DCY1713_1224,2014
DCY17,DCY_13,DCY1713_1225,2014
DCY17,DCY_13,DCY1713_1226,2014
DCY17,DCY_13,DCY1713_1227,2014
DCY17,DCY_13,DCY1713_1228,2014
DCY17,DCY_13,DCY1713_1229,2014
DCY17,DCY_13,DCY1713_1230,2014
DCY17,DCY_13,DCY1713_1231,2014
DCY17,DCY_13,DCY1713_1232,2014
DCY17,DCY_13,DCY1713_1233,2014
DCY17,DCY_13,DCY1713_1234,2014
DCY17,DCY_13,DCY1713_1235,2014
DCY17,DCY_13,DCY1713_574,2018
DCY17,DCY_13,DCY1713_575,2018
DCY17,DCY_13,DCY1713_702,2014
DCY17,DCY_13,DCY1713_703,2014
DCY17,DCY_13,DCY1713_704,2014
DCY17,DCY_13,DCY1713_705,2014
DCY17,DCY_13,DCY1713_706,2014
DCY17,DCY_13,DCY1713_707,2014
DCY17,DCY_13,DCY1713_708,2014
DCY17,DCY_13,DCY1713_709,2014
DCY17,DCY_13,DCY1713_710,2014
DCY17,DCY_13,DCY1713_711,2014
DCY17,DCY_13,DCY1713_712,2014
DCY17,DCY_13,DCY1713_713,2014
DCY17,DCY_14,DCY1714_1236,2014
DCY17,DCY_14,DCY1714_1237,2014
DCY17,DCY_14,DCY1714_1238,2014
DCY17,DCY_14,DCY1714_1239,2014
DCY17,DCY_14,DCY1714_1240,2014
DCY17,DCY_14,DCY1714_1241,2014
DCY17,DCY_14,DCY1714_1242,2014
DCY17,DCY_14,DCY1714_1243,2014
DCY17,DCY_14,DCY1714_1244,2014
DCY17,DCY_14,DCY1714_1245,2014
DCY17,DCY_14,DCY1714_1246,2014
DCY17,DCY_14,DCY1714_1247,2014
DCY17,DCY_14,DCY1714_1248,2014
DCY17,DCY_14,DCY1714_714,2014
DCY17,DCY_14,DCY1714_715,2014
DCY17,DCY_14,DCY1714_716,2014
DCY17,DCY_14,DCY1714_717,2014
DCY17,DCY_14,DCY1714_718,2014
DCY17,DCY_14,DCY1714_719,2014
DCY17,DCY_14,DCY1714_720,2014
DCY17,DCY_14,DCY1714_721,2014
DCY17,DCY_14,DCY1714_722,2014
DCY17,DCY_14,DCY1714_723,2014
DCY17,DCY_14,DCY1714_724,2014
DCY17,DCY_14,DCY1714_725,2014
DCY17,DCY_14,DCY1714_726,2014
DCY17,DCY_2,DCY172_387,2014
DCY17,DCY_2,DCY172_388,2014
DCY17,DCY_2,DCY172_389,2014
DCY17,DCY_2,DCY172_390,2014
DCY17,DCY_2,DCY172_391,2014
DCY17,DCY_2,DCY172_392,2014
DCY17,DCY_2,DCY172_393,2014
DCY17,DCY_2,DCY172_394,2014
DCY17,DCY_2,DCY172_395,2014
DCY17,DCY_2,DCY172_396,2014
DCY17,DCY_2,DCY172_397,2014
DCY17,DCY_2,DCY172_398,2014
DCY17,DCY_2,DCY172_399,2014
DCY17,DCY_2,DCY172_675,2014
DCY17,DCY_2,DCY172_676,2014
DCY17,DCY_2,DCY172_677,2014
DCY17,DCY_2,DCY172_678,2014
DCY17,DCY_2,DCY172_679,2014
DCY17,DCY_2,DCY172_680,2014
DCY17,DCY_2,DCY172_681,2014
DCY17,DCY_2,DCY172_682,2014
DCY17,DCY_2,DCY172_683,2014
DCY17,DCY_2,DCY172_684,2014
DCY17,DCY_3,DCY173_1400,2014
DCY17,DCY_3,DCY173_1402,2014
DCY17,DCY_3,DCY173_1403,2014
DCY17,DCY_3,DCY173_1404,2014
DCY17,DCY_3,DCY173_1405,2014
DCY17,DCY_3,DCY173_1406,2014
DCY17,DCY_3,DCY173_1407,2014
DCY17,DCY_3,DCY173_1408,2014
DCY17,DCY_3,DCY173_1409,2014
DCY17,DCY_3,DCY173_1410,2014
DCY17,DCY_3,DCY173_1411,2014
DCY17,DCY_3,DCY173_1412,2014
DCY17,DCY_3,DCY173_1413,2014
DCY17,DCY_3,DCY173_1903,2014
DCY17,DCY_3,DCY173_685,2014
DCY17,DCY_3,DCY173_686,2014
DCY17,DCY_3,DCY173_687,2014
DCY17,DCY_3,DCY173_688,2014
DCY17,DCY_4,DCY174_1414,2014
DCY17,DCY_4,DCY174_1415,2014
DCY17,DCY_4,DCY174_1416,2014
DCY17,DCY_4,DCY174_1417,2014
DCY17,DCY_4,DCY174_1418,2014
DCY17,DCY_4,DCY174_1419,2014
DCY17,DCY_4,DCY174_1420,2014
DCY17,DCY_4,DCY174_1421,2014
DCY17,DCY_4,DCY174_1422,2014
DCY17,DCY_4,DCY174_1423,2014
DCY17,DCY_4,DCY174_1424,2014
DCY17,DCY_4,DCY174_1425,2014
DCY17,DCY_4,DCY174_1904,2014
DCY17,DCY_4,DCY174_1905,2014
DCY17,DCY_4,DCY174_1906,2014
DCY17,DCY_4,DCY174_1907,2014
DCY17,DCY_4,DCY174_1908,2014
DCY17,DCY_4,DCY174_1909,2014
DCY17,DCY_4,DCY174_1910,2014
DCY17,DCY_4,DCY174_1911,2014
DCY17,DCY_4,DCY174_1912,2014
DCY17,DCY_4,DCY174_1913,2014
DCY17,DCY_4,DCY174_1914,2014
DCY17,DCY_6,DCY176_1426,2014
DCY17,DCY_6,DCY176_1427,2014
DCY17,DCY_6,DCY176_1428,2014
DCY17,DCY_6,DCY176_1429,2014
DCY17,DCY_6,DCY176_1430,2014
DCY17,DCY_6,DCY176_1431,2014
DCY17,DCY_6,DCY176_1432,2014
DCY17,DCY_6,DCY176_1433,2014
DCY17,DCY_6,DCY176_1434,2014
DCY17,DCY_6,DCY176_1435,2014
DCY17,DCY_6,DCY176_1436,2014
DCY17,DCY_6,DCY176_1437,2014
DCY17,DCY_6,DCY176_1438,2014
DCY17,DCY_6,DCY176_1439,2014
DCY17,DCY_6,DCY176_1915,2014
DCY17,DCY_6,DCY176_1916,2014
DCY17,DCY_6,DCY176_1918,2014
DCY17,DCY_6,DCY176_1919,2014
DCY17,DCY_6,DCY176_1920,2014
DCY17,DCY_6,DCY176_1921,2014
DCY17,DCY_6,DCY176_1922,2014
DCY17,DCY_6,DCY176_1923,2014
DCY17,DCY_7,DCY177_1440,2014
DCY17,DCY_7,DCY177_1441,2014
DCY17,DCY_7,DCY177_1442,2014
DCY17,DCY_7,DCY177_1443,2014
DCY17,DCY_7,DCY177_1444,2014
DCY17,DCY_7,DCY177_1445,2014
DCY17,DCY_7,DCY177_1446,2014
DCY17,DCY_7,DCY177_1447,2014
DCY17,DCY_7,DCY177_1448,2014
DCY17,DCY_7,DCY177_1449,2014
DCY17,DCY_7,DCY177_1450,2014
DCY17,DCY_7,DCY177_1451,2014
DCY17,DCY_7,DCY177_1452,2014
DCY17,DCY_7,DCY177_1453,2014
DCY17,DCY_7,DCY177_1454,2014
DCY17,DCY_7,DCY177_1455,2014
DCY17,DCY_7,DCY177_1456,2014
DCY17,DCY_7,DCY177_1457,2014
DCY17,DCY_7,DCY177_1924,2014
DCY17,DCY_7,DCY177_1925,2014
DCY17,DCY_7,DCY177_1926,2014
DCY17,DCY_7,DCY177_1927,2014
DCY17,DCY_7,DCY177_1928,2014
DCY17,DCY_7,DCY177_1929,2014
DCY17,DCY_7,DCY177_1930,2014
DCY17,DCY_7,DCY177_1931,2014
DCY17,DCY_7,DCY177_1932,2014
DCY17,DCY_7,DCY177_1933,2014
DCY17,DCY_7,DCY177_1934,2014
DCY17,DCY_7,DCY177_1935,2014
DCY17,DCY_7,DCY177_1936,2014
DCY17,DCY_7,DCY177_1937,2014
DCY17,DCY_8,DCY178_1459,2014
DCY17,DCY_8,DCY178_1460,2014
DCY17,DCY_8,DCY178_1461,2014
DCY17,DCY_8,DCY178_1462,2014
DCY17,DCY_8,DCY178_1463,2014
DCY17,DCY_8,DCY178_1464,2014
DCY17,DCY_8,DCY178_1465,2014
DCY17,DCY_8,DCY178_1466,2014
DCY17,DCY_8,DCY178_1467,2014
DCY17,DCY_8,DCY178_1468,2014
DCY17,DCY_8,DCY178_1469,2014
DCY17,DCY_8,DCY178_1470,2014
DCY17,DCY_8,DCY178_1471,2014
DCY17,DCY_8,DCY178_1472,2014
DCY17,DCY_8,DCY178_1473,2014
DCY17,DCY_8,DCY178_1474,2014
DCY17,DCY_8,DCY178_1475,2014
DCY17,DCY_8,DCY178_1476,2014
DCY17,DCY_8,DCY178_1477,2014
DCY17,DCY_8,DCY178_1478,2014
DCY17,DCY_8,DCY178_1479,2014
DCY17,DCY_8,DCY178_1480,2014
DCY17,DCY_8,DCY178_1481,2014
DCY17,DCY_8,DCY178_1938,2014
DCY17,DCY_8,DCY178_1939,2014
DCY17,DCY_8,DCY178_1940,2014
DCY17,DCY_8,DCY178_1941,2014
DCY17,DCY_8,DCY178_1942,2014
DCY17,DCY_8,DCY178_1943,2014
DCY17,DCY_8,DCY178_1944,2014
DCY17,DCY_8,DCY178_1945,2014
DCY17,DCY_8,DCY178_1946,2014
DCY17,DCY_8,DCY178_1947,2014
DCY17,DCY_8,DCY178_1948,2014
DCY17,DCY_8,DCY178_1949,2014
DCY17,DCY_8,DCY178_1950,2014
DCY17,DCY_8,DCY178_1951,2014
DCY17,DCY_8,DCY178_1952,2014
DCY17,DCY_8,DCY178_1953,2014
DCY17,DCY_8,DCY178_1954,2014
DCY17,DCY_8,DCY178_1955,2014
DCY17,DCY_8,DCY178_1956,2014
DCY17,DCY_8,DCY178_1957,2014
DCY17,DCY_8,DCY178_1958,2014
DCY17,DCY_8,DCY178_1959,2014
DCY17,DCY_8,DCY178_1960,2014
DCY17,DCY_8,DCY178_1961,2014
DCY17,DCY_8,DCY178_1962,2014
DCY17,DCY_8,DCY178_1963,2014
DCY17,DCY_8,DCY178_1964,2014
DCY17,DCY_9,DCY179_1482,2014
DCY17,DCY_9,DCY179_1483,2014
DCY17,DCY_9,DCY179_1484,2014
DCY17,DCY_9,DCY179_1485,2014
DCY17,DCY_9,DCY179_1486,2014
DCY17,DCY_9,DCY179_1487,2014
DCY17,DCY_9,DCY179_1488,2014
DCY17,DCY_9,DCY179_1489,2014
DCY17,DCY_9,DCY179_1490,2014
DCY17,DCY_9,DCY179_1491,2014
DCY17,DCY_9,DCY179_1492,2014
DCY17,DCY_9,DCY179_1493,2014
DCY17,DCY_9,DCY179_1494,2014
DCY17,DCY_9,DCY179_1495,2014
DCY17,DCY_9,DCY179_1496,2014
DCY17,DCY_9,DCY179_1955,2014
DCY17,DCY_9,DCY179_1966,2014
DCY17,DCY_9,DCY179_1967,2014
DCY17,DCY_9,DCY179_1968,2014
DCY17,DCY_9,DCY179_1969,2014
DCY17,DCY_9,DCY179_1970,2014
DCY17,DCY_9,DCY179_1971,2014
DCY17,DCY_9,DCY179_1972,2014
DCY2,DCY_13,DCY213_1300,2014
DCY3,DCY_1,DCY31_320,2014
DCY3,DCY_1,DCY31_321,2014
DCY3,DCY_1,DCY31_322,2014
DCY3,DCY_1,DCY31_323,2014
DCY3,DCY_1,DCY31_324,2014
DCY3,DCY_1,DCY31_325,2014
DCY3,DCY_1,DCY31_326,2014
DCY3,DCY_1,DCY31_327,2014
DCY3,DCY_1,DCY31_328,2014
DCY3,DCY_1,DCY31_329,2014
DCY3,DCY_1,DCY31_330,2014
DCY3,DCY_1,DCY31_331,2014
DCY3,DCY_1,DCY31_332,2014
DCY3,DCY_1,DCY31_333,2014
DCY3,DCY_1,DCY31_334,2014
DCY3,DCY_1,DCY31_335,2014
DCY3,DCY_1,DCY31_336,2014
DCY3,DCY_1,DCY31_337,2014
DCY3,DCY_1,DCY31_338,2014
DCY3,DCY_1,DCY31_339,2014
DCY3,DCY_1,DCY31_340,2014
DCY3,DCY_1,DCY31_341,2014
DCY3,DCY_1,DCY31_342,2014
DCY3,DCY_1,DCY31_343,2014
DCY3,DCY_1,DCY31_344,2014
DCY3,DCY_1,DCY31_345,2014
DCY3,DCY_1,DCY31_346,2014
DCY3,DCY_1,DCY31_348,2014
DCY3,DCY_1,DCY31_349,2014
DCY3,DCY_1,DCY31_624,2014
DCY3,DCY_1,DCY31_625,2014
DCY3,DCY_1,DCY31_626,2014
DCY3,DCY_1,DCY31_627,2014
DCY3,DCY_1,DCY31_628,2014
DCY3,DCY_1,DCY31_629,2014
DCY3,DCY_1,DCY31_630,2014
DCY3,DCY_1,DCY31_631,2014
DCY3,DCY_1,DCY31_632,2014
DCY3,DCY_1,DCY31_633,2014
DCY3,DCY_1,DCY31_634,2014
DCY3,DCY_1,DCY31_635,2014
DCY3,DCY_1,DCY31_636,2014
DCY3,DCY_1,DCY31_637,2014
